"Date";"Value"
"12/31/1986";2568,3
"01/02/1987";2540,1001
"01/05/1987";2552,3999
"01/06/1987";2583,8999
"01/07/1987";2607,1001
"01/08/1987";2603,3
"01/09/1987";2561,7
"01/12/1987";2614,8999
"01/13/1987";2590,8
"01/14/1987";2578,2
"01/15/1987";2559,1001
"01/16/1987";2542,6001
"01/19/1987";2460,5
"01/20/1987";2449,8999
"01/21/1987";2533,8999
"01/22/1987";2536,8999
"01/23/1987";2499,3999
"01/26/1987";2484,3999
"01/27/1987";2524
"01/28/1987";2553,3
"02/02/1987";2585,2
"02/03/1987";2606,3999
"02/04/1987";2636,6001
"02/05/1987";2672,3999
"02/06/1987";2673,6001
"02/09/1987";2713,7
"02/10/1987";2694,8999
"02/11/1987";2739,5
"02/12/1987";2754,7
"02/13/1987";2740,5
"02/16/1987";2766,1001
"02/17/1987";2792,1001
"02/18/1987";2801,5
"02/19/1987";2775,8
"02/20/1987";2827,3999
"02/23/1987";2879
"02/24/1987";2848,2
"02/25/1987";2873,6001
"02/26/1987";2843,6001
"02/27/1987";2877,8999
"03/02/1987";2894,3
"03/03/1987";2939,1001
"03/04/1987";2890,8999
"03/05/1987";2798,3999
"03/06/1987";2798,6001
"03/09/1987";2820,3999
"03/10/1987";2731,1001
"03/11/1987";2760,8999
"03/12/1987";2750,1001
"03/13/1987";2721,2
"03/16/1987";2669,6001
"03/17/1987";2629,3
"03/18/1987";2724
"03/19/1987";2721,3
"03/20/1987";2780,6001
"03/23/1987";2813,3999
"03/24/1987";2828,1001
"03/25/1987";2831,5
"03/26/1987";2783,1001
"03/27/1987";2798,7
"03/30/1987";2774,8999
"03/31/1987";2713,8
"04/01/1987";2695,8999
"04/02/1987";2709,3999
"04/03/1987";2680
"04/07/1987";2664,7
"04/08/1987";2729,6001
"04/09/1987";2785,5
"04/10/1987";2766,3999
"04/13/1987";2708,8999
"04/14/1987";2668,3999
"04/15/1987";2693,6001
"04/16/1987";2721,1001
"04/21/1987";2713,3999
"04/22/1987";2716,8999
"04/23/1987";2719,8999
"04/24/1987";2707,6001
"04/27/1987";2636,5
"04/28/1987";2617,1001
"04/29/1987";2589,5
"04/30/1987";2659,8999
"05/01/1987";2685,3999
"05/04/1987";2695,8
"05/05/1987";2713,8
"05/06/1987";2792,8999
"05/07/1987";2785,6001
"05/08/1987";2805,1001
"05/11/1987";2846,8999
"05/12/1987";2853,3999
"05/13/1987";2833,5
"05/14/1987";2853,8999
"05/15/1987";2872,2
"05/18/1987";2875,3999
"05/19/1987";2881,5
"05/20/1987";2887,3
"05/21/1987";2871
"05/22/1987";2897,6001
"05/25/1987";2897,6001
"05/26/1987";2935,8999
"05/27/1987";2941,6001
"05/28/1987";2950,8
"05/29/1987";2950,8
"06/02/1987";2934,1001
"06/03/1987";2963
"06/04/1987";3023,6001
"06/05/1987";3064,3
"06/08/1987";3068
"06/09/1987";3108,6001
"06/10/1987";3097,3
"06/11/1987";3087,5
"06/12/1987";3129,8999
"06/16/1987";3170,8999
"06/17/1987";3178,6001
"06/18/1987";3133,7
"06/19/1987";3165,6001
"06/22/1987";3131,2
"06/23/1987";3110,3999
"06/24/1987";3179
"06/25/1987";3136,3
"06/26/1987";3138,7
"06/29/1987";3152
"06/30/1987";3178,2
"07/01/1987";3164
"07/02/1987";3229,2
"07/03/1987";3226
"07/06/1987";3220,7
"07/07/1987";3236,3999
"07/08/1987";3251,3999
"07/09/1987";3226
"07/10/1987";3207,2
"07/13/1987";3216,1001
"07/14/1987";3253,3999
"07/15/1987";3262,3
"07/16/1987";3305,8
"07/17/1987";3342,1001
"07/20/1987";3386,1001
"07/21/1987";3353,8
"07/22/1987";3380,3999
"07/23/1987";3366,8
"07/24/1987";3343,6001
"07/27/1987";3346,8999
"07/28/1987";3337,5
"07/29/1987";3389,7
"07/30/1987";3419,3
"07/31/1987";3479,2
"08/03/1987";3514,3
"08/04/1987";3531,8999
"08/05/1987";3517,1001
"08/06/1987";3498
"08/07/1987";3536,2
"08/10/1987";3543,8
"08/11/1987";3546,5
"08/12/1987";3557,3999
"08/13/1987";3514,3
"08/14/1987";3512,2
"08/17/1987";3510,7
"08/18/1987";3504,8999
"08/19/1987";3450,6001
"08/20/1987";3408
"08/21/1987";3446,6001
"08/24/1987";3391,3
"08/25/1987";3447,3
"08/26/1987";3526,3
"08/27/1987";3583,3
"08/28/1987";3611,7
"09/01/1987";3644,3
"09/02/1987";3635,8999
"09/03/1987";3654
"09/04/1987";3654,5
"09/07/1987";3646,3
"09/08/1987";3601,5
"09/09/1987";3577,6001
"09/10/1987";3601
"09/11/1987";3660,5
"09/14/1987";3649,8
"09/15/1987";3646,8999
"09/16/1987";3646,8999
"09/17/1987";3571,3999
"09/18/1987";3650
"09/21/1987";3668
"09/22/1987";3695,5
"09/23/1987";3763,1001
"09/24/1987";3768,3999
"09/25/1987";3840,1001
"09/28/1987";3884,7
"09/29/1987";3859,5
"09/30/1987";3943,6001
"10/01/1987";3949,7
"10/02/1987";3902,7
"10/05/1987";3947
"10/06/1987";3925,3
"10/07/1987";3936,1001
"10/09/1987";3882,3999
"10/12/1987";3900,2
"10/13/1987";3841,3
"10/14/1987";3844,5
"10/15/1987";3828,6001
"10/16/1987";3783,2
"10/19/1987";3362,3999
"10/26/1987";2241,7
"10/27/1987";2395,7
"10/28/1987";2370,2
"10/29/1987";2204,5
"10/30/1987";2204,5
"11/02/1987";2203,2
"11/03/1987";2180,5
"11/04/1987";2077,1001
"11/05/1987";1960,9
"11/06/1987";2113,7
"11/09/1987";2139,3
"11/10/1987";2043,2
"11/11/1987";2075,3
"11/12/1987";2150,8999
"11/13/1987";2226,7
"11/16/1987";2310,8999
"11/17/1987";2290,3999
"11/18/1987";2285,2
"11/19/1987";2257,6001
"11/20/1987";2214,7
"11/23/1987";2141,7
"11/24/1987";2134,8
"11/25/1987";2184,3999
"11/26/1987";2179,6001
"11/27/1987";2194
"11/30/1987";2138,3999
"12/01/1987";2108,6001
"12/02/1987";2100,8
"12/03/1987";2057,3999
"12/04/1987";1994,2
"12/07/1987";1894,9
"12/08/1987";1986,1
"12/09/1987";1985
"12/10/1987";2027,7
"12/11/1987";1989,6
"12/14/1987";2040,6
"12/15/1987";2080,6001
"12/16/1987";2145,7
"12/17/1987";2142,2
"12/18/1987";2180,5
"12/21/1987";2278,1001
"12/22/1987";2276,3999
"12/23/1987";2325,6001
"12/24/1987";2379,1001
"12/28/1987";2286,8
"12/29/1987";2301,3
"12/30/1987";2292
"12/31/1987";2302,8
"01/04/1988";2286,3
"01/05/1988";2403,2
"01/06/1988";2463
"01/07/1988";2452,5
"01/08/1988";2460,7
"01/11/1988";2400,8
"01/12/1988";2442,3999
"01/13/1988";2383,8
"01/14/1988";2411,5
"01/15/1988";2429,8
"01/18/1988";2512,2
"01/19/1988";2488,2
"01/20/1988";2484,3
"01/21/1988";2412,3
"01/22/1988";2422,3999
"01/25/1988";2407,3
"01/26/1988";2426,1001
"01/27/1988";2412,6001
"01/28/1988";2412,7
"01/29/1988";2409,7
"02/01/1988";2358,3
"02/02/1988";2298,5
"02/03/1988";2354,5
"02/04/1988";2295,3
"02/05/1988";2292,6001
"02/08/1988";2223,6001
"02/09/1988";2223
"02/10/1988";2233,5
"02/11/1988";2256,5
"02/12/1988";2287,2
"02/15/1988";2301,8
"02/16/1988";2328
"02/22/1988";2347,2
"02/23/1988";2329,3999
"02/24/1988";2336
"02/25/1988";2355,8999
"02/26/1988";2383,8999
"02/29/1988";2418,1001
"03/01/1988";2454,7
"03/02/1988";2462,1001
"03/03/1988";2468,5
"03/04/1988";2472,3999
"03/07/1988";2470,3999
"03/08/1988";2493,3
"03/09/1988";2551,8
"03/10/1988";2591,3
"03/11/1988";2595,5
"03/14/1988";2584,7
"03/15/1988";2578,8999
"03/16/1988";2555
"03/17/1988";2581,3
"03/18/1988";2607,6001
"03/21/1988";2602,8
"03/22/1988";2594,8
"03/23/1988";2561,8999
"03/24/1988";2546,3999
"03/25/1988";2501,3999
"03/28/1988";2466,8
"03/29/1988";2521,6001
"03/30/1988";2528,8999
"03/31/1988";2544
"04/06/1988";2556,6001
"04/07/1988";2623,1001
"04/08/1988";2619,8999
"04/11/1988";2651
"04/12/1988";2635,8999
"04/13/1988";2671,2
"04/14/1988";2684,1001
"04/15/1988";2599
"04/18/1988";2552
"04/19/1988";2593,8999
"04/20/1988";2578,3999
"04/21/1988";2552,7
"04/22/1988";2591,3999
"04/25/1988";2623,8
"04/26/1988";2586
"04/27/1988";2592
"04/28/1988";2588,1001
"04/29/1988";2602,8999
"05/02/1988";2589,8999
"05/03/1988";2602,6001
"05/04/1988";2641,1001
"05/05/1988";2577,8999
"05/06/1988";2571,7
"05/09/1988";2584
"05/10/1988";2563
"05/11/1988";2534,3999
"05/12/1988";2508,8999
"05/13/1988";2532,6001
"05/16/1988";2538
"05/17/1988";2533,6001
"05/18/1988";2533,3
"05/19/1988";2506,8
"05/20/1988";2491,2
"05/23/1988";2490,2
"05/24/1988";2516,2
"05/25/1988";2528
"05/26/1988";2520,5
"05/27/1988";2513,7
"05/30/1988";2488,8999
"05/31/1988";2496,7
"06/01/1988";2516,2
"06/02/1988";2546,8
"06/03/1988";2568,3
"06/06/1988";2590,3999
"06/07/1988";2587
"06/08/1988";2609
"06/09/1988";2640,8
"06/10/1988";2647,3999
"06/14/1988";2672,7
"06/15/1988";2699,6001
"06/16/1988";2693,5
"06/17/1988";2718
"06/20/1988";2719
"06/21/1988";2683,6001
"06/22/1988";2703,7
"06/23/1988";2712,2
"06/24/1988";2707,6001
"06/27/1988";2689,7
"06/28/1988";2661,5
"06/29/1988";2648,2
"06/30/1988";2671,5
"07/01/1988";2684,6001
"07/04/1988";2687,6001
"07/05/1988";2681,8999
"07/06/1988";2737,5
"07/07/1988";2759,6001
"07/08/1988";2752,8999
"07/11/1988";2759,6001
"07/12/1988";2772,5
"07/13/1988";2744,8999
"07/14/1988";2753
"07/15/1988";2740,7
"07/18/1988";2711,3999
"07/19/1988";2677,8
"07/20/1988";2697,5
"07/21/1988";2687,3999
"07/22/1988";2661,8
"07/25/1988";2647,3999
"07/26/1988";2655,6001
"07/27/1988";2665,2
"07/28/1988";2663,5
"07/29/1988";2678,8999
"08/01/1988";2703,3999
"08/02/1988";2701,1001
"08/03/1988";2692,6001
"08/04/1988";2677,3999
"08/05/1988";2671,2
"08/08/1988";2659,1001
"08/09/1988";2634
"08/10/1988";2579,3999
"08/11/1988";2595,3
"08/12/1988";2600,8999
"08/15/1988";2600,6001
"08/16/1988";2589,3999
"08/17/1988";2594,7
"08/18/1988";2571,3999
"08/19/1988";2579,8
"08/22/1988";2564,1001
"08/23/1988";2532,1001
"08/24/1988";2520,3
"08/25/1988";2520,8999
"08/26/1988";2464,8
"08/30/1988";2439,6001
"08/31/1988";2443,8
"09/01/1988";2433,3
"09/02/1988";2449,8999
"09/05/1988";2508,2
"09/06/1988";2502,1001
"09/07/1988";2525,1001
"09/08/1988";2508,5
"09/09/1988";2496,6001
"09/12/1988";2468,8999
"09/13/1988";2473,6001
"09/14/1988";2481,6001
"09/15/1988";2474,1001
"09/16/1988";2458,8
"09/19/1988";2447,6001
"09/20/1988";2423,2
"09/21/1988";2432
"09/22/1988";2455,8
"09/23/1988";2454,3999
"09/27/1988";2466,3
"09/28/1988";2449,8
"09/29/1988";2439,3999
"09/30/1988";2441
"10/03/1988";2429,1001
"10/04/1988";2415,8
"10/05/1988";2417,3999
"10/06/1988";2427
"10/07/1988";2478,8999
"10/10/1988";2566,3999
"10/11/1988";2571,6001
"10/12/1988";2551,8999
"10/13/1988";2561,8
"10/14/1988";2593
"10/17/1988";2593,6001
"10/18/1988";2590,3999
"10/20/1988";2584
"10/21/1988";2581,7
"10/24/1988";2562,5
"10/25/1988";2584,5
"10/26/1988";2610,6001
"10/27/1988";2617,3
"10/28/1988";2614,5
"10/31/1988";2627,3999
"11/01/1988";2615,3999
"11/02/1988";2607,8
"11/03/1988";2584,5
"11/04/1988";2584,5
"11/07/1988";2567
"11/08/1988";2587
"11/09/1988";2583
"11/10/1988";2577
"11/11/1988";2583,7
"11/14/1988";2538
"11/15/1988";2568,6001
"11/16/1988";2566,8999
"11/17/1988";2568,8
"11/18/1988";2581,2
"11/21/1988";2581,8999
"11/22/1988";2598,8
"11/23/1988";2633,7
"11/24/1988";2666
"11/25/1988";2656,1001
"11/28/1988";2625,1001
"11/29/1988";2632,7
"11/30/1988";2659,3
"12/01/1988";2668
"12/02/1988";2667,3
"12/05/1988";2671,2
"12/06/1988";2676,6001
"12/07/1988";2690,3
"12/08/1988";2680,2
"12/09/1988";2671,3999
"12/12/1988";2665,8999
"12/13/1988";2651,8999
"12/14/1988";2642,1001
"12/15/1988";2627,2
"12/16/1988";2629,1001
"12/19/1988";2611,8
"12/20/1988";2608
"12/21/1988";2633,1001
"12/22/1988";2642,7
"12/23/1988";2656,6001
"12/28/1988";2696,3999
"12/29/1988";2692,3999
"12/30/1988";2687,3999
"01/03/1989";2706,7
"01/04/1989";2736,8
"01/05/1989";2758,5
"01/06/1989";2766,7
"01/09/1989";2792,3
"01/10/1989";2832,3999
"01/11/1989";2872,5
"01/12/1989";2879,3
"01/13/1989";2844
"01/16/1989";2856,7
"01/17/1989";2896,7
"01/18/1989";2913,1001
"01/19/1989";2909,7
"01/20/1989";2897,8999
"01/23/1989";2897,5
"01/24/1989";2901
"01/25/1989";2900,7
"01/26/1989";2910,6001
"01/27/1989";2957
"01/30/1989";3036,5
"01/31/1989";3072,8999
"02/01/1989";3060,8999
"02/02/1989";3059,5
"02/03/1989";3106
"02/09/1989";3210
"02/10/1989";3184,2
"02/13/1989";3153,7
"02/14/1989";3100
"02/15/1989";3100,8999
"02/16/1989";3081,1001
"02/17/1989";3106,3
"02/20/1989";3159,8
"02/21/1989";3150,6001
"02/22/1989";3161,6001
"02/23/1989";3125,2
"02/24/1989";3114,2
"02/27/1989";3064,2
"02/28/1989";3012,7
"03/01/1989";3037,1001
"03/02/1989";3010,5
"03/03/1989";3056,6001
"03/06/1989";3059
"03/07/1989";3080,7
"03/08/1989";3058,7
"03/09/1989";3062,8
"03/10/1989";3046,8
"03/13/1989";3029,8999
"03/14/1989";3034,8
"03/15/1989";3095,8999
"03/16/1989";3150,8999
"03/17/1989";3136,8999
"03/20/1989";3046,7
"03/21/1989";3056,3999
"03/22/1989";3037,1001
"03/23/1989";3049,6001
"03/28/1989";3033
"03/29/1989";3033
"03/30/1989";2980,8
"03/31/1989";3005
"04/03/1989";2987,2
"04/04/1989";2992
"04/06/1989";3015,5
"04/07/1989";3024,1001
"04/10/1989";3021,3999
"04/11/1989";3026
"04/12/1989";3060,2
"04/13/1989";3079,2
"04/14/1989";3082,7
"04/17/1989";3134
"04/18/1989";3135,3999
"04/19/1989";3164,1001
"04/20/1989";3139,7
"04/21/1989";3109,2
"04/24/1989";3096
"04/25/1989";3118,7
"04/26/1989";3118,7
"04/27/1989";3077,3
"04/28/1989";3116
"05/01/1989";3123,8999
"05/02/1989";3156,3999
"05/03/1989";3155,2
"05/04/1989";3221,1001
"05/05/1989";3262,8999
"05/08/1989";3268,5
"05/09/1989";3262,2
"05/10/1989";3280,8999
"05/11/1989";3285,1001
"05/12/1989";3278,3999
"05/15/1989";3309,6001
"05/16/1989";3289,5
"05/17/1989";3246,3999
"05/18/1989";3277,6001
"05/19/1989";3145,6001
"05/22/1989";2806,6001
"05/23/1989";3067,7
"05/24/1989";3008,7
"05/25/1989";2752,5
"05/26/1989";2765,7
"05/29/1989";2845
"05/30/1989";2805,5
"05/31/1989";2743,8999
"06/01/1989";2690
"06/02/1989";2675,3999
"06/05/1989";2093,6001
"06/06/1989";2149,7
"06/07/1989";2224,7
"06/09/1989";2268,3999
"06/12/1989";2440,2
"06/13/1989";2355,2
"06/14/1989";2380,5
"06/15/1989";2340
"06/16/1989";2342,3999
"06/20/1989";2337,7
"06/21/1989";2272,5
"06/22/1989";2231,8
"06/23/1989";2219
"06/26/1989";2266,6001
"06/27/1989";2232,7
"06/28/1989";2245,1001
"06/29/1989";2275,3
"06/30/1989";2273,8999
"07/03/1989";2270,8
"07/04/1989";2316,7
"07/05/1989";2350,7
"07/06/1989";2369,5
"07/07/1989";2375,8999
"07/10/1989";2439,2
"07/11/1989";2485,8999
"07/12/1989";2477,5
"07/13/1989";2498,2
"07/14/1989";2516,1001
"07/17/1989";2502,6001
"07/18/1989";2505,5
"07/19/1989";2547,1001
"07/20/1989";2543,1001
"07/21/1989";2495,7
"07/24/1989";2482,5
"07/25/1989";2517
"07/26/1989";2489
"07/27/1989";2493,7
"07/28/1989";2526,8
"07/31/1989";2571,1001
"08/01/1989";2579
"08/02/1989";2582,8
"08/03/1989";2634,6001
"08/04/1989";2579,1001
"08/07/1989";2563,8
"08/08/1989";2607,8999
"08/09/1989";2627,3
"08/10/1989";2608,7
"08/11/1989";2613,3999
"08/14/1989";2640,3999
"08/15/1989";2638,2
"08/16/1989";2635,8999
"08/17/1989";2617
"08/18/1989";2573,2
"08/21/1989";2528,8
"08/22/1989";2543,6001
"08/23/1989";2521,3999
"08/24/1989";2499,1001
"08/25/1989";2516,8
"08/29/1989";2487
"08/30/1989";2505,3999
"08/31/1989";2508,6001
"09/01/1989";2508,8999
"09/04/1989";2550,3
"09/05/1989";2572,3999
"09/06/1989";2577
"09/07/1989";2583,2
"09/08/1989";2620,6001
"09/11/1989";2614,6001
"09/12/1989";2610,2
"09/13/1989";2592,1001
"09/14/1989";2612,8
"09/18/1989";2648,2
"09/19/1989";2628,3
"09/20/1989";2631,2
"09/21/1989";2665,8
"09/22/1989";2706,3999
"09/25/1989";2738,7
"09/26/1989";2725,3999
"09/27/1989";2712,6001
"09/28/1989";2755,3
"09/29/1989";2758,2
"10/02/1989";2746,7
"10/03/1989";2786,7
"10/04/1989";2794
"10/05/1989";2803,2
"10/06/1989";2826,2
"10/10/1989";2844
"10/11/1989";2807,8
"10/12/1989";2793,5
"10/13/1989";2782,3
"10/16/1989";2601,7
"10/17/1989";2695,8999
"10/18/1989";2628,6001
"10/19/1989";2663,3999
"10/20/1989";2704
"10/23/1989";2732,2
"10/24/1989";2732
"10/25/1989";2706,6001
"10/26/1989";2691,2
"10/27/1989";2668
"10/30/1989";2680,3
"10/31/1989";2725,3
"11/01/1989";2721,7
"11/02/1989";2711,8999
"11/03/1989";2739,8
"11/06/1989";2756,1001
"11/07/1989";2738,1001
"11/08/1989";2731,1001
"11/09/1989";2781,3999
"11/10/1989";2776,8999
"11/13/1989";2766,3
"11/14/1989";2779,6001
"11/15/1989";2799,6001
"11/16/1989";2789,5
"11/17/1989";2804,3
"11/20/1989";2820,3
"11/21/1989";2817,2
"11/22/1989";2812
"11/23/1989";2800,7
"11/24/1989";2808,5
"11/27/1989";2777,1001
"11/28/1989";2760
"11/29/1989";2751,5
"11/30/1989";2748,3999
"12/01/1989";2756,8999
"12/04/1989";2767,5
"12/05/1989";2764,3999
"12/06/1989";2756,3999
"12/07/1989";2770
"12/08/1989";2754,1001
"12/11/1989";2763,3
"12/12/1989";2809,6001
"12/13/1989";2851,8
"12/14/1989";2876,8
"12/15/1989";2896,6001
"12/18/1989";2900,2
"12/19/1989";2879,3999
"12/20/1989";2868,3999
"12/21/1989";2867,6001
"12/22/1989";2921
"12/27/1989";2929,3
"12/28/1989";2895,3999
"12/29/1989";2836,6001
"01/02/1990";2838,1001
"01/03/1990";2858,7
"01/04/1990";2868
"01/05/1990";2839,8999
"01/08/1990";2816
"01/09/1990";2822
"01/10/1990";2868
"01/11/1990";2855
"01/12/1990";2835
"01/15/1990";2788,6001
"01/16/1990";2751,8
"01/17/1990";2754,8
"01/18/1990";2771,7
"01/19/1990";2776,3
"01/22/1990";2771,7
"01/23/1990";2762,5
"01/24/1990";2756,3999
"01/25/1990";2768,8999
"01/30/1990";2760,8
"01/31/1990";2751,6001
"02/01/1990";2738,2
"02/02/1990";2736,6001
"02/05/1990";2756,6001
"02/06/1990";2792
"02/07/1990";2844,8
"02/08/1990";2903,8
"02/09/1990";2893,8999
"02/12/1990";2894,7
"02/13/1990";2863,6001
"02/14/1990";2870,3999
"02/15/1990";2910
"02/16/1990";2939,3
"02/19/1990";2968
"02/20/1990";2980
"02/21/1990";2862,3
"02/22/1990";2927,8999
"02/23/1990";2894,3
"02/26/1990";2872,6001
"02/27/1990";2932,6001
"02/28/1990";2952
"03/01/1990";2933,1001
"03/02/1990";2937
"03/05/1990";2938
"03/06/1990";2933
"03/07/1990";2926
"03/08/1990";2915
"03/09/1990";2912
"03/12/1990";2892
"03/13/1990";2887
"03/14/1990";2881
"03/15/1990";2892
"03/16/1990";2886
"03/19/1990";2871
"03/20/1990";2880
"03/21/1990";2926
"03/22/1990";2948
"03/23/1990";2974
"03/26/1990";3014
"03/27/1990";3010
"03/28/1990";2990
"03/29/1990";3000
"03/30/1990";2997
"04/02/1990";2934
"04/03/1990";2962
"04/04/1990";2960
"04/06/1990";2956
"04/09/1990";2954
"04/10/1990";2942
"04/11/1990";2959
"04/12/1990";2995
"04/17/1990";3020
"04/18/1990";3052
"04/19/1990";3067
"04/20/1990";3067
"04/23/1990";3056
"04/24/1990";3015
"04/25/1990";3018
"04/26/1990";3009
"04/27/1990";2986
"04/30/1990";2951
"05/01/1990";2945
"05/02/1990";2957
"05/03/1990";2954
"05/04/1990";2946
"05/07/1990";2958
"05/08/1990";2953
"05/09/1990";2942
"05/10/1990";2985
"05/11/1990";2960
"05/14/1990";2976
"05/15/1990";2965
"05/16/1990";2948
"05/17/1990";2917
"05/18/1990";2925
"05/21/1990";2930
"05/22/1990";2970
"05/23/1990";3028
"05/24/1990";3048
"05/25/1990";3059
"05/29/1990";3048
"05/30/1990";3083
"05/31/1990";3132
"06/01/1990";3159
"06/04/1990";3153
"06/05/1990";3159
"06/06/1990";3172
"06/07/1990";3145
"06/08/1990";3174
"06/11/1990";3154
"06/12/1990";3203
"06/13/1990";3184
"06/14/1990";3191
"06/15/1990";3201
"06/19/1990";3229
"06/20/1990";3234
"06/21/1990";3246
"06/22/1990";3250
"06/25/1990";3276
"06/26/1990";3292
"06/27/1990";3284
"06/28/1990";3273
"06/29/1990";3278
"07/02/1990";3319
"07/03/1990";3356
"07/04/1990";3363
"07/05/1990";3356
"07/06/1990";3357
"07/09/1990";3385
"07/10/1990";3408
"07/11/1990";3440
"07/12/1990";3468
"07/13/1990";3507
"07/16/1990";3488
"07/17/1990";3463
"07/18/1990";3528
"07/19/1990";3523
"07/20/1990";3540
"07/23/1990";3559
"07/24/1990";3495
"07/25/1990";3520
"07/26/1990";3483
"07/27/1990";3485
"07/30/1990";3445
"07/31/1990";3438
"08/01/1990";3468
"08/02/1990";3415
"08/03/1990";3356
"08/06/1990";3107
"08/07/1990";3098
"08/08/1990";3145
"08/09/1990";3091
"08/10/1990";3078
"08/13/1990";3040
"08/14/1990";3067
"08/15/1990";3178
"08/16/1990";3183
"08/17/1990";3122
"08/20/1990";3052
"08/21/1990";3040
"08/22/1990";2954
"08/23/1990";2871
"08/24/1990";2918
"08/28/1990";3078
"08/29/1990";3015
"08/30/1990";3064
"08/31/1990";3087
"09/03/1990";3066
"09/04/1990";3054
"09/05/1990";3039
"09/06/1990";3032
"09/07/1990";3047
"09/10/1990";3087
"09/11/1990";3083
"09/12/1990";3105
"09/13/1990";3093
"09/14/1990";3062
"09/17/1990";3019
"09/18/1990";2996
"09/19/1990";2980
"09/20/1990";2984
"09/21/1990";2931
"09/24/1990";2861
"09/25/1990";2807
"09/26/1990";2778
"09/27/1990";2767
"09/28/1990";2760
"10/01/1990";2791
"10/02/1990";2905
"10/03/1990";2862
"10/05/1990";2850
"10/08/1990";2925
"10/09/1990";2913
"10/10/1990";2872
"10/11/1990";2884
"10/12/1990";2915
"10/15/1990";2916
"10/16/1990";2949
"10/17/1990";2958
"10/18/1990";2950
"10/19/1990";2991
"10/22/1990";3015
"10/23/1990";3081
"10/24/1990";3042
"10/25/1990";3050
"10/29/1990";3063
"10/30/1990";3011
"10/31/1990";2990
"11/01/1990";2968
"11/02/1990";2978
"11/05/1990";2967
"11/06/1990";2966
"11/07/1990";2955
"11/08/1990";2932
"11/09/1990";2932
"11/12/1990";2949
"11/13/1990";2998
"11/14/1990";3006
"11/15/1990";2990
"11/16/1990";3008
"11/19/1990";3042
"11/20/1990";3031
"11/21/1990";3013
"11/22/1990";3023
"11/23/1990";3016
"11/26/1990";2995
"11/27/1990";2998
"11/28/1990";2986
"11/29/1990";2978
"11/30/1990";2965
"12/03/1990";3020
"12/04/1990";3020
"12/05/1990";3066
"12/06/1990";3126
"12/07/1990";3163
"12/10/1990";3149
"12/11/1990";3144
"12/12/1990";3160
"12/13/1990";3150
"12/14/1990";3125
"12/17/1990";3051
"12/18/1990";3066
"12/19/1990";3083
"12/20/1990";3078
"12/21/1990";3079
"12/24/1990";3060
"12/27/1990";3066
"12/28/1990";3057
"12/31/1990";3024
"01/02/1991";3031
"01/03/1991";3004
"01/04/1991";3046
"01/07/1991";3026
"01/08/1991";3009
"01/09/1991";3027
"01/10/1991";3035
"01/11/1991";3058
"01/14/1991";3037
"01/15/1991";3000
"01/16/1991";2984
"01/17/1991";3087
"01/18/1991";3072
"01/21/1991";3066
"01/22/1991";3062
"01/23/1991";3090
"01/24/1991";3140
"01/25/1991";3206
"01/28/1991";3198
"01/29/1991";3192
"01/30/1991";3200
"01/31/1991";3243
"02/01/1991";3223
"02/04/1991";3250
"02/05/1991";3345
"02/06/1991";3365
"02/07/1991";3333
"02/08/1991";3359
"02/11/1991";3394
"02/12/1991";3395
"02/13/1991";3412
"02/18/1991";3473
"02/19/1991";3467
"02/20/1991";3492
"02/21/1991";3477
"02/22/1991";3475
"02/25/1991";3520
"02/26/1991";3532
"02/27/1991";3512
"02/28/1991";3552
"03/01/1991";3552
"03/04/1991";3564
"03/05/1991";3600
"03/06/1991";3647
"03/07/1991";3658
"03/08/1991";3653
"03/11/1991";3669
"03/12/1991";3658
"03/13/1991";3634
"03/14/1991";3627
"03/15/1991";3722
"03/18/1991";3724
"03/19/1991";3751
"03/20/1991";3683
"03/21/1991";3661
"03/22/1991";3716
"03/25/1991";3720
"03/26/1991";3683
"03/27/1991";3691
"03/28/1991";3745
"04/02/1991";3789
"04/03/1991";3869
"04/04/1991";3849
"04/08/1991";3812
"04/09/1991";3757
"04/10/1991";3777
"04/11/1991";3703
"04/12/1991";3742
"04/15/1991";3714
"04/16/1991";3717
"04/17/1991";3687
"04/18/1991";3699
"04/19/1991";3667
"04/22/1991";3582
"04/23/1991";3569
"04/24/1991";3605
"04/25/1991";3594
"04/26/1991";3625
"04/29/1991";3624
"04/30/1991";3588
"05/01/1991";3631
"05/02/1991";3726
"05/03/1991";3737
"05/06/1991";3704
"05/07/1991";3741
"05/08/1991";3747
"05/09/1991";3744
"05/10/1991";3750
"05/13/1991";3767
"05/14/1991";3785
"05/15/1991";3789
"05/16/1991";3859
"05/17/1991";3882
"05/20/1991";3917
"05/21/1991";3829
"05/22/1991";3826
"05/23/1991";3778
"05/24/1991";3703
"05/27/1991";3575
"05/28/1991";3594
"05/29/1991";3625
"05/30/1991";3679
"05/31/1991";3707
"06/03/1991";3688
"06/04/1991";3667
"06/05/1991";3690
"06/06/1991";3678
"06/07/1991";3637
"06/10/1991";3621
"06/11/1991";3631
"06/12/1991";3627
"06/13/1991";3632
"06/14/1991";3639
"06/19/1991";3626
"06/20/1991";3593
"06/21/1991";3565
"06/24/1991";3569
"06/25/1991";3604
"06/26/1991";3634
"06/27/1991";3629
"06/28/1991";3668
"07/01/1991";3738
"07/02/1991";3772
"07/03/1991";3796
"07/04/1991";3850
"07/05/1991";3892
"07/08/1991";3880
"07/09/1991";3904
"07/10/1991";3901
