date,real_dollar
2021-12-31,0.010817320070655612
2022-01-31,-0.005660170372581597
2022-02-28,0.0006925378416111627
2022-03-31,0.011011366655867327
2022-04-30,0.005507586609824422
2022-05-31,0.02340509196001861
2022-06-30,0.008646910567061461
2022-07-31,0.017318341888146627
2022-08-31,-0.004848151348084251
2022-09-30,0.024229925525204976
2022-10-31,0.013196413534386053
2022-11-30,-0.021675518282528117
2022-12-31,-0.02104292725158441
2023-01-31,-0.018032227345449847
2023-02-28,0.0045021742286737165
2023-03-31,0.0013683366636962901
2023-04-30,-0.011353991548599396
2023-05-31,0.002921404720929388
2023-06-30,-0.002399382330892763
2023-07-31,-0.01214560384884944
2023-08-31,0.0143602842485544
2023-09-30,0.015053316444491038
2023-10-31,0.014338208462962854
2023-11-30,-0.017495413377321967
2023-12-31,-0.013792597789064054
2024-01-31,0.0027379229759603163
2024-02-29,0.007992973130415137
2024-03-31,-0.0016055429572148228
2024-04-30,0.012520947662523874
2024-05-31,-0.0041819459738183795
2024-06-30,0.013093956933987627
2024-07-31,-0.004771528335023589
2024-08-31,-0.005353770256670387
2024-09-30,-0.00403270485174545
2024-10-31,0.013646725828227346
2024-11-30,0.022283478103362953
2024-12-31,0.010939643054788561
2025-01-31,0.011946675429459042
2025-02-28,-0.006390594567614372
2025-03-31,-0.014553093954791763
2025-04-30,-0.016945013689949384
2025-05-31,-0.015166238018170297
2025-06-30,-0.013533556352799181
2025-07-31,-0.004005245872312102
2025-08-31,0.006568053255247008
2025-09-30,-0.0037132748216084366
2025-10-31,0.004670569036187899
2025-11-30,0.004584725407885237
2025-12-31,-0.009006030754598271
2026-01-31,-0.007292751758001259
2026-02-28,-8.368912226863756e-05
2026-03-31,0.0
2026-04-30,0.0
