Period_dt,lwti,lpri,d2pri,lwip,lgop,pri,date,u_wip,u_gop,pri_jp,pri_aus,pri_cds,pri_fra,pri_ger,pri_india,pri_indo,pri_pak,pri_rus,pri_vn,pri_uk,Period,lpri_jp,dlpri_jp,lpri_aus,dlpri_aus,lpri_cds,dlpri_cds,lpri_fra,dlpri_fra,lpri_ger,dlpri_ger,lpri_india,dlpri_india,lpri_indo,dlpri_indo,lpri_pak,dlpri_pak,lpri_rus,dlpri_rus,lpri_vn,dlpri_vn,lpri_uk,dlpri_uk,dlpri,llwip,llgop,l2lwip,l2lgop,d2pri_jp,dllgop,dl2lgop,vix,gs10,tb3ms,tedrate,baa10y,us_spread,gscpi,brent,gold,bdi,cny_usd,dxy,em_fx,reer,indpro,uct_tension_l1,gpr_global_l1,gpr_chn_l1,gpr_usa_l1,gdelt_events
1996-02-29,2.5098614886811723,7.105427357600977e-15,0.0,4.281045681383699,4.1531416327305575,7.077671781985373e-15,1996-02-01,-0.462129927,0.283164905390511,4.599999999999998,2.9000000000000012,1.2000000000000015,2.200000000000001,4.000000000000002,0.8000000000000032,0.6999999999999992,6.499999999999995,5.1000000000000005,1.599999999999996,1.3,1996-02-01,1.7227666,0.018018603,1.3609766,0.0,0.78845733,0.0,1.1631508,0.0,1.609438,0.020202756,0.5877867,0.0,0.53062826,0.0,2.014903,0.0,1.8082888,0.0,0.95551145,0.0,0.8329091,0.0,0.0,4.2813363,4.1468973,4.283274,4.1476865,0.1,-0.0007891655,0.0062770844,13.473636237057773,5.65,5.0,0.5457142857142857,1.82,1.82,,-0.004029321972140121,0.030527602833076983,0.07907964254303046,-0.00043188253466563964,,,0.004966802009547244,-0.005740078791367509,44.49203122,75.63492584228516,0.20899832248687744,1.4743882417678833,0.0
1996-03-31,2.6200444684607964,-0.8813735870195379,-1.0,4.286027029770678,4.150780029614044,-0.9999999999999929,1996-03-01,5.03506401,-0.778999726158401,4.599999999999998,2.9000000000000012,1.3000000000000016,2.500000000000001,3.9000000000000017,0.8000000000000032,0.6999999999999992,6.499999999999995,5.1000000000000005,1.599999999999996,1.3,1996-03-01,1.7227666,0.0,1.3609766,0.0,0.8329091,0.044451773,1.2527629,0.08961213,1.5892352,-0.020202756,0.5877867,0.0,0.53062826,0.0,2.014903,0.0,1.8082888,0.0,0.95551145,0.0,0.8329091,0.0,-0.8813736,4.281046,4.1531415,4.2813363,4.1468973,-0.1,0.0062441826,-0.0007891655,15.032999801635743,5.81,4.83,0.449,1.78,1.78,,0.00813710098359044,0.013205697933508453,0.056632037103243604,0.0008755675256058026,,,-0.00023046785075564458,0.014529159926465418,57.81761857,80.4209213256836,0.39804163575172424,1.6478923559188843,0.0
1996-04-30,2.7146480754147446,-0.8813735870195379,1.0,4.290042230840601,4.148493359112363,-0.9999999999999929,1996-04-01,1.368431517,-0.591332037574291,4.599999999999998,2.9000000000000012,1.3000000000000016,2.500000000000001,3.9000000000000017,0.8000000000000032,0.6999999999999992,6.499999999999995,5.800000000000001,1.599999999999996,1.3,1996-04-01,1.7227666,0.0,1.3609766,0.0,0.8329091,0.0,1.2527629,0.0,1.5892352,0.0,0.5877867,0.0,0.53062826,0.0,2.014903,0.0,1.9169226,0.10863376,0.95551145,0.0,0.8329091,0.0,0.0,4.286027,4.15078,4.281046,4.1531415,0.0,-0.0023612976,0.0062441826,17.762380781627837,6.27,4.96,0.4319047619047619,1.78,1.78,,0.09798111386465536,-0.021349925137736037,-0.037219881750427675,0.0015214230034024112,,,0.0005760700660495388,-0.0012250426290405514,70.53967245,82.14761352539062,0.38923364877700806,1.7185032367706299,0.0
1996-05-31,2.6091102532473065,-1.0159731341796878,-0.2,4.296668753542571,4.1484775708020285,-1.1999999999999929,1996-05-01,-3.62711929,0.499117256057415,4.399999999999998,2.9000000000000012,1.3000000000000016,2.500000000000001,3.9000000000000017,0.8000000000000032,0.7999999999999992,6.499999999999995,5.800000000000001,1.599999999999996,1.4000000000000001,1996-05-01,1.686399,-0.036367655,1.3609766,0.0,0.8329091,0.0,1.2527629,0.0,1.5892352,0.0,0.5877867,0.0,0.5877867,0.05715841,2.014903,0.0,1.9169226,0.0,0.95551145,0.0,0.87546873,0.042559624,-0.13459955,4.2900424,4.1484933,4.286027,4.15078,-0.2,-0.002286911,-0.0023612976,16.575238000778924,6.51,4.95,0.548,1.61,1.61,,0.05147312182145658,-0.008516514101992279,0.0008392708142324068,-0.00044301032220195324,,,-0.0017292067251934995,0.009901218260520928,63.64958142,84.82862091064453,0.36347660422325134,1.7814347743988037,0.0
1996-06-30,2.5688199191149272,-0.8813735870195379,0.4,4.298122470748491,4.1535721301817174,-0.9999999999999929,1996-06-01,-0.191311158,0.0130629318067344,4.299999999999998,2.9000000000000012,1.3000000000000016,2.500000000000001,3.200000000000002,0.8000000000000032,0.7999999999999992,6.499999999999995,5.800000000000001,1.6999999999999962,1.4000000000000001,1996-06-01,1.6677068,-0.018692136,1.3609766,0.0,0.8329091,0.0,1.2527629,0.0,1.4350846,-0.1541506,0.5877867,0.0,0.5877867,0.0,2.014903,0.0,1.9169226,0.0,0.9932518,0.03774035,0.87546873,0.0,0.13459955,4.2966685,4.1484776,4.2900424,4.1484933,0.1,-1.5735626e-05,-0.002286911,16.14636369185014,6.74,5.02,0.48,1.48,1.48,,-0.08722173398051059,-0.002344607205715832,-0.0027290837794335943,-0.0005510434026207989,,,0.0012683772239503455,0.0074455836229239125,64.49647869,65.53082275390625,0.30013543367385864,1.3213279247283936,0.0
1996-07-31,2.608569979937427,-0.8088669356527773,-0.1,4.3012397543392105,4.1547652416750775,-0.8999999999999929,1996-07-01,1.749713717,-0.0818130174662474,4.099999999999998,2.9000000000000012,1.3000000000000016,2.500000000000001,3.200000000000002,0.8000000000000032,0.7999999999999992,6.499999999999995,5.800000000000001,1.7999999999999963,1.4000000000000001,1996-07-01,1.6292405,-0.038466334,1.3609766,0.0,0.8329091,0.0,1.2527629,0.0,1.4350846,0.0,0.5877867,0.0,0.5877867,0.0,2.014903,0.0,1.9169226,0.0,1.0296195,0.036367655,0.87546873,0.0,0.07250665,4.2981224,4.153572,4.2966685,4.1484776,-0.1,0.005094528,-1.5735626e-05,16.395000171661376,6.91,5.09,0.476,1.51,1.51,,-0.03713473618381258,-0.017138865222055877,0.009649317632639764,-0.00040748820046543344,,,0.0034510559961420384,0.007593378241184112,54.1068809,69.08858489990234,0.28210219740867615,1.312994122505188,0.0
1996-08-31,2.636873922634315,-0.8088669356527773,-0.1,4.30538786660221,4.149243016869538,-0.8999999999999929,1996-08-01,-0.724263565,-0.940955900919636,3.699999999999998,3.1000000000000014,1.3000000000000016,2.600000000000001,3.200000000000002,0.8000000000000032,0.7999999999999992,6.499999999999995,5.800000000000001,1.7999999999999963,1.4000000000000001,1996-08-01,1.5475625,-0.08167803,1.410987,0.050010443,0.8329091,0.0,1.2809339,0.028170943,1.4350846,0.0,0.5877867,0.0,0.5877867,0.0,2.014903,0.0,1.9169226,0.0,1.0296195,0.0,0.87546873,0.0,0.0,4.30124,4.154765,4.2981224,4.153572,-0.2,0.0011930466,0.005094528,17.97863635149869,6.87,5.15,0.49318181818181817,1.5,1.5,,0.05862560203848721,-0.004682996304516074,-0.01606152827753604,-0.00016783753366178544,,,0.000574019876848908,0.00015374603570972312,73.63375193,80.64431762695312,0.1941879838705063,1.604606032371521,0.0
1996-09-30,2.722112768870702,-0.8088669356527773,0.0,4.310387228487095,4.156661868286962,-0.8999999999999929,1996-09-01,6.184326171,-0.384214999376313,3.599999999999998,2.8000000000000016,1.3000000000000016,2.600000000000001,3.200000000000002,0.8000000000000032,0.8999999999999991,6.499999999999995,5.800000000000001,1.7999999999999963,1.5000000000000002,1996-09-01,1.5260563,-0.02150619,1.3350011,-0.07598591,0.8329091,0.0,1.2809339,0.0,1.4350846,0.0,0.5877867,0.0,0.64185387,0.054067194,2.014903,0.0,1.9169226,0.0,1.0296195,0.0,0.91629076,0.04082203,0.0,4.305388,4.149243,4.30124,4.154765,0.3,-0.005522251,0.0011930466,15.760454698042436,6.64,5.05,0.4809523809523809,1.48,1.48,,0.0469864387335126,0.010067286188368385,0.0332517563892214,-0.0005276728550813736,,,-0.0071412420509124885,0.0051052352845752935,52.76262203,81.6876449584961,0.19202731549739838,1.6037836074829102,0.0
1996-10-31,2.7561779341252,-0.8088669356527773,0.0,4.313238161938939,4.162361401989467,-0.8999999999999929,1996-10-01,-1.879704323,-0.227726668955727,3.599999999999998,2.8000000000000016,1.3000000000000016,2.600000000000001,3.300000000000002,0.8000000000000032,0.8999999999999991,6.499999999999995,5.800000000000001,1.7999999999999963,1.5000000000000002,1996-10-01,1.5260563,0.0,1.3350011,0.0,0.8329091,0.0,1.2809339,0.0,1.4586151,0.023530483,0.5877867,0.0,0.64185387,0.0,2.014903,0.0,1.9169226,0.0,1.0296195,0.0,0.91629076,0.0,0.0,4.310387,4.156662,4.305388,4.149243,0.1,0.0074191093,-0.005522251,16.578000020980834,6.83,5.09,0.5285,1.5,1.5,,0.09826884912940681,-0.0109282194409559,0.017939970188265875,-0.0005519558575457495,,,0.003692169880270768,0.006239632118214544,40.57891187,88.19697570800781,0.22505903244018555,2.0218417644500732,0.0
1996-11-30,2.704051458533042,-0.48121182505959725,0.4,4.317775272302285,4.1693283412212105,-0.4999999999999929,1996-11-01,0.400725021,0.644691704894964,3.599999999999998,2.8000000000000016,1.6000000000000016,2.600000000000001,3.700000000000002,1.6000000000000032,0.8999999999999991,6.499999999999995,5.800000000000001,1.7999999999999963,1.7000000000000002,1996-11-01,1.5260563,0.0,1.3350011,0.0,0.95551145,0.12260234,1.2809339,0.0,1.5475625,0.088947415,0.95551145,0.36772478,0.64185387,0.0,2.014903,0.0,1.9169226,0.0,1.0296195,0.0,0.9932518,0.07696104,0.3276551,4.313238,4.1623616,4.310387,4.156662,0.0,0.0056996346,0.0074191093,16.381739201753035,6.53,4.99,0.5595454545454546,1.54,1.54,,0.06550884118439981,-0.0054173723518777805,0.07338110480689508,-0.000204060810829354,,,0.006199790237449321,0.00029609405001806977,41.91049349,55.586830139160156,0.11050082743167877,1.0725080966949463,0.0
1996-12-31,2.7699926463609374,-0.2956730475634159,-0.2,4.323128045842614,4.178103433322166,-0.2999999999999929,1996-12-01,3.791259121,0.0758507840661994,3.599999999999998,2.8000000000000016,1.7000000000000017,2.700000000000001,3.700000000000002,1.6000000000000032,0.8999999999999991,6.599999999999994,5.9,1.7999999999999963,1.7000000000000002,1996-12-01,1.5260563,0.0,1.3350011,0.0,0.9932518,0.03774035,1.3083328,0.027398944,1.5475625,0.0,0.95551145,0.0,0.64185387,0.0,2.0281482,0.013245106,1.9315214,0.014598846,1.0296195,0.0,0.9932518,0.0,0.18553878,4.3177752,4.169328,4.313238,4.1623616,0.0,0.006966591,0.0056996346,15.996999740600586,6.2,5.03,0.471578947368421,1.65,1.65,,-0.05982265626471506,-0.008485793818348242,0.056348398698309765,0.00014404724774630395,,,-0.004703731497048835,0.009144785172068737,62.93912078,57.34461212158203,0.1865861564874649,1.0855921506881714,0.0
1997-01-31,2.759406228779201,-0.2956730475634159,-0.2,4.3263672437962235,4.177155741830606,-0.2999999999999929,1997-01-01,-4.917471849,-0.300866157497178,3.599999999999998,2.8000000000000016,1.7000000000000017,2.700000000000001,3.700000000000002,1.6000000000000032,0.8999999999999991,6.599999999999994,5.9,1.7999999999999963,1.7000000000000002,1997-01-01,1.5260563,0.0,1.3350011,0.0,0.9932518,0.0,1.3083328,0.0,1.5475625,0.0,0.95551145,0.0,0.64185387,0.0,2.0281482,0.0,1.9315214,0.0,1.0296195,0.0,0.9932518,0.0,0.0,4.323128,4.1781034,4.3177752,4.169328,0.0,0.008775234,0.006966591,19.260952449980238,6.3,4.91,0.643,1.54,1.54,,0.043987352953211545,-0.02370064742620226,0.016403785460948228,-0.00033614252759539553,,,0.0058476346188092165,0.006386648092456149,57.81878501,74.98263549804688,0.2230117917060852,1.5119444131851196,0.0
1997-02-28,2.632415768673461,-0.09983407889920051,0.2,4.331953648039441,4.182662169055284,-0.09999999999999287,1997-02-01,-3.146335169,1.08350909942322,3.699999999999998,2.8000000000000016,1.7000000000000017,2.9000000000000012,3.700000000000002,1.6000000000000032,0.9999999999999991,6.599999999999994,5.9,1.7999999999999963,1.7000000000000002,1997-02-01,1.5475625,0.02150619,1.3350011,0.0,0.9932518,0.0,1.3609766,0.052643776,1.5475625,0.0,0.95551145,0.0,0.6931472,0.051293314,2.0281482,0.0,1.9315214,0.0,1.0296195,0.0,0.9932518,0.0,0.19583897,4.3263674,4.177156,4.323128,4.1781034,0.1,-0.00094747543,0.008775234,19.473181551153008,6.58,5.03,0.5290476190476191,1.5,1.5,,-0.010371087983883864,-0.03836904340661551,0.019181165142470036,-0.000600535695872928,,,0.008424457838912325,0.0015838703738682014,50.97257889,54.062435150146484,0.09804660826921463,0.9729240536689758,0.0
1997-03-31,2.5752932864884586,0.19869011034924833,0.1,4.340009134154354,4.182465323617228,0.20000000000000712,1997-03-01,-5.417313404,0.0945656996558525,3.599999999999998,3.0000000000000018,1.7000000000000017,2.9000000000000012,3.700000000000002,1.6000000000000032,0.9999999999999991,6.599999999999994,5.9,1.7999999999999963,1.7000000000000002,1997-03-01,1.5260563,-0.02150619,1.3862944,0.051293254,0.9932518,0.0,1.3609766,0.0,1.5475625,0.0,0.95551145,0.0,0.6931472,0.0,2.0281482,0.0,1.9315214,0.0,1.0296195,0.0,0.9932518,0.0,0.2985242,4.3319535,4.182662,4.3263674,4.177156,-0.2,0.0055060387,-0.00094747543,20.139473563746403,6.42,5.01,0.5057894736842105,1.49,1.49,,-0.12122076086594014,-0.02431392842181257,-0.004366576393724841,0.00024025755725576303,,,0.016861910300516314,0.011867816799596476,76.04693063,50.559940338134766,0.20562532544136047,1.050157904624939,0.0
1997-04-30,2.5122549153226723,0.19869011034924833,-0.3,4.34537081935606,4.190390834680106,0.20000000000000712,1997-04-01,-0.205630965,1.23202994353554,3.499999999999998,3.0000000000000018,1.7000000000000017,3.700000000000001,3.700000000000002,1.6000000000000032,0.9999999999999991,6.599999999999994,6.1000000000000005,1.7999999999999963,1.7000000000000002,1997-04-01,1.5040774,-0.021978855,1.3862944,0.0,0.9932518,0.0,1.5475625,0.1865859,1.5475625,0.0,0.95551145,0.0,0.6931472,0.0,2.0281482,0.0,1.9600948,0.028573394,1.0296195,0.0,0.9932518,0.0,0.0,4.340009,4.1824656,4.3319535,4.182662,0.0,-0.00019645691,0.0055060387,20.169999980926512,6.69,5.14,0.4826315789473684,1.4,1.4,,-0.0859645979868704,0.01497758492898349,-0.03215954602624116,1.2011362749309029e-05,,,0.009540786815665392,0.006326080160110159,84.59959808,58.48006057739258,0.18980300426483154,1.1519078016281128,0.0
1997-05-31,2.567015821421063,0.29567304756342927,0.1,4.34758062446272,4.180427452745992,0.30000000000000715,1997-05-01,2.547896493,-1.0284799858463,3.499999999999998,3.100000000000002,1.8000000000000018,3.700000000000001,3.700000000000002,1.6000000000000032,0.9999999999999991,6.599999999999994,6.1000000000000005,1.7999999999999963,1.7000000000000002,1997-05-01,1.5040774,0.0,1.410987,0.024692655,1.0296195,0.036367655,1.5475625,0.0,1.5475625,0.0,0.95551145,0.0,0.6931472,0.0,2.0281482,0.0,1.9600948,0.0,1.0296195,0.0,0.9932518,0.0,0.09698293,4.345371,4.190391,4.340009,4.1824656,0.1,0.00792551,-0.00019645691,19.662272626703437,6.89,5.16,0.6677272727272727,1.5,1.5,,-0.08602399932512839,-0.02108425320788232,-0.04037630539337833,-0.00012012012026429986,,,0.0023159646414621093,0.0011715145153683437,72.98393072,62.844486236572266,0.2731319069862366,1.2982195615768433,0.0
1997-06-30,2.482093708411386,0.29567304756342927,-0.1,4.356525091862665,4.168558005004076,0.30000000000000715,1997-06-01,-3.990548041,-0.436552381528697,3.499999999999998,3.100000000000002,1.8000000000000018,3.700000000000001,3.700000000000002,1.6000000000000032,0.9999999999999991,6.599999999999994,6.300000000000001,1.7999999999999963,1.8000000000000003,1997-06-01,1.5040774,0.0,1.410987,0.0,1.0296195,0.0,1.5475625,0.0,1.5475625,0.0,0.95551145,0.0,0.6931472,0.0,2.0281482,0.0,1.9878744,0.02777958,1.0296195,0.0,1.0296195,0.036367655,0.0,4.3475804,4.1804276,4.345371,4.190391,0.0,-0.009963512,0.00792551,19.9247620900472,6.71,5.05,0.7695000000000001,1.51,1.51,,0.08025067007377373,-0.001830571039000084,0.11803442082311477,-0.00028834717199055504,,,-0.014535623468814762,0.005524360977567255,58.43472144,53.57601547241211,0.1992357224225998,1.1006957292556763,0.0
1997-07-31,2.504558498844047,0.29567304756342927,0.0,4.360142923423874,4.175440561143448,0.30000000000000715,1997-07-01,0.980632453,-0.817669482239609,3.199999999999998,3.100000000000002,1.8000000000000018,3.700000000000001,3.700000000000002,1.6000000000000032,0.9999999999999991,6.599999999999994,6.300000000000001,2.099999999999996,2.2,1997-07-01,1.4350846,-0.06899285,1.410987,0.0,1.0296195,0.0,1.5475625,0.0,1.5475625,0.0,0.95551145,0.0,0.6931472,0.0,2.0281482,0.0,1.9878744,0.0,1.1314021,0.10178268,1.1631508,0.13353133,0.0,4.356525,4.168558,4.3475804,4.1804276,-0.3,-0.011869431,-0.009963512,20.194285983131046,6.49,4.93,0.9104761904761905,1.5,1.5,,-0.07887937139447976,-0.008998015719559938,0.04543726634893375,-0.00016824092139566815,,,-0.0034708650418364684,0.004585436547763777,74.91109337,39.045623779296875,0.1843758523464203,0.7511608600616455,0.0
