Period_dt,lwti,lpri,d2pri,llwip,dllgop,dl2lgop
2014-01-31,3.6942287604832877,1.5296604950904071,-0.1,4.7977314,0.0049905777,0.0038890839
2014-02-28,3.756596465727069,1.4436354751788136,-0.1,4.806434,0.004280567,0.0049905777
2014-03-31,3.754358099569604,1.4436354751788136,0.2,4.812135,0.006114483,0.004280567
2014-04-30,3.7650161461801797,1.1379820462933719,-0.6,4.810627,-0.00736475,0.006114483
2014-05-31,3.7641920601856835,1.0784510589549015,0.5,4.8144875,-0.003308773,-0.00736475
2014-06-30,3.7975918330029184,1.0159731341796967,0.0,4.812151,0.0028691292,-0.003308773
2014-07-31,3.775451783671495,1.0159731341796967,0.1,4.814018,0.004512787,0.0028691292
2014-08-31,3.705128427982792,1.0159731341796967,0.0,4.8158655,0.0027809143,0.004512787
2014-09-30,3.669954421381224,1.0159731341796967,0.0,4.806136,0.0034675598,0.0027809143
2014-10-31,3.570864744400852,1.0784510589549015,0.1,4.8161254,0.00980711,0.0034675598
2014-11-30,3.4651481352074205,1.3008204268406505,0.3,4.809363,0.0119280815,0.00980711
2014-12-31,3.222711811760883,1.3008204268406505,-0.4,4.816605,-0.00268507,0.0119280815
2015-01-31,3.0014793791914607,1.3008204268406505,0.0,4.8188744,0.011389732,-0.00268507
2015-02-28,3.0676866518874153,1.350440740274976,0.1,4.8244133,-0.0089941025,0.011389732
2015-03-31,3.0088840430791928,1.350440740274976,-0.1,4.821708,-0.0011944771,-0.0089941025
2015-04-30,3.137680994535602,1.1379820462933719,-0.4,4.8213487,0.011284828,-0.0011944771
2015-05-31,3.219209101252326,0.8813735870195485,0.0,4.820785,-0.004261017,0.011284828
2015-06-30,3.225681781482666,1.015973134179697,0.6,4.81825,-0.0010762215,-0.004261017
2015-07-31,3.0626195889333463,0.8813735870195485,-0.4,4.8229804,0.0053544044,-0.0010762215
2015-08-31,2.8909331470760975,1.015973134179697,0.4,4.8208804,0.007080555,0.0053544044
2015-09-30,2.95228365248382,1.350440740274976,0.4,4.824234,-0.0035853386,0.007080555
2015-10-31,2.9674345956456727,1.350440740274976,-0.6,4.8232727,-0.0015816689,-0.0035853386
2015-11-30,2.8809194000418694,1.3979983651114376,0.1,4.826543,-0.00044059753,-0.0015816689
2015-12-31,2.7499441264825824,1.24898332790488,-0.4,4.8227863,0.007727623,-0.00044059753
2016-01-31,2.5893122343323225,1.24898332790488,0.3,4.8203845,0.0028057098,0.007727623
2016-02-29,2.546751177656473,1.1379820462933719,-0.2,4.831171,9.1552734e-05,0.0028057098
2016-03-31,2.758614908216214,0.7326682560454167,-0.4,4.8285375,-0.010102272,9.1552734e-05
2016-04-30,2.836853088732133,0.568824898732254,0.4,4.830557,-0.001065731,-0.010102272
2016-05-31,2.9708255969576647,0.2956730475634296,-0.1,4.832392,-0.009569168,-0.001065731
2016-06-30,3.0108417471872033,0.2956730475634296,0.3,4.831893,-0.010027409,-0.009569168
2016-07-31,2.9229231768887676,-0.09983407889920014,-0.4,4.8387933,0.008569241,-0.010027409
2016-08-31,2.922475992890176,7.327471962526006e-15,0.5,4.833914,0.009274006,0.008569241
2016-09-30,2.930745645659936,-0.19869011034923423,-0.3,4.836863,-0.0068073273,0.009274006
2016-10-31,3.025330329277876,-0.2956730475634154,0.1,4.835976,0.0040869713,-0.0068073273
2016-11-30,2.937484026971243,7.327471962526006e-15,0.4,4.8428793,0.014536858,0.0040869713
2016-12-31,3.063961259740463,-0.48121182505959686,-0.8,4.843582,0.012452126,0.014536858
2017-01-31,3.0699756394884217,-0.7326682560454051,0.2,4.8433127,-0.0064439774,0.012452126
2017-02-28,3.087007962140917,-0.7326682560454051,0.3,4.850903,-0.011232376,-0.0064439774
2017-03-31,3.0076784727927666,-0.9503469298211292,-0.3,4.854634,-0.0001244545,-0.011232376
2017-04-30,3.0407656958375324,-0.7326682560454049,0.6,4.8599334,-0.00997448,-0.0001244545
2017-05-31,2.989456627142755,-1.0784510589548928,-0.8,4.861954,-0.0054192543,-0.00997448
2017-06-30,2.917923134135129,-1.3979983651114314,-0.1,4.863735,0.0072689056,-0.0054192543
2017-07-31,2.948902711931699,-1.4874828366412673,0.4,4.8635206,0.0067873,0.0072689056
2017-08-31,2.9747059255049892,-1.5296604950903998,0.1,4.862419,0.0063533783,0.0067873
2017-09-30,3.0064478509674357,-1.248983327904872,0.7,4.8689065,-0.007519722,0.0063533783
2017-10-31,3.0406582576127716,-1.3008204268406434,-0.7,4.8710957,0.0025968552,-0.007519722
2017-11-30,3.131150028584088,-1.0784510589548928,0.5,4.871788,0.001888752,0.0025968552
2017-12-31,3.1507304674532657,-1.248983327904872,-0.7,4.881066,0.008196831,0.001888752
2018-01-31,3.242641081087227,-1.3979983651114314,0.0,4.8825274,-0.0033946037,0.008196831
2018-02-28,3.216648674798842,-1.443635475178808,0.2,4.8863654,0.006043434,-0.0033946037
2018-03-31,3.2248998311090324,-1.8184464592320657,-0.9,4.8898454,0.0019230843,0.006043434
2018-04-30,3.2773167477858727,-1.9928357649397401,0.4,4.8861866,-0.0025286674,0.0019230843
2018-05-31,3.329362026283697,-1.9092740140163365,0.9,4.8915353,-0.0043153763,-0.0025286674
2018-06-30,3.296610408075359,-1.9378792776644977,-0.4,4.8896213,-0.0031394958,-0.0043153763
2018-07-31,3.3401969168044845,-2.045028204867631,-0.3,4.8881273,0.008150578,-0.0031394958
2018-08-31,3.2965078227527913,-2.1421119082369042,0.0,4.8909483,0.005411148,0.008150578
2018-09-30,3.326481490343873,-2.2308141790009346,-4.440892e-16,4.8948035,0.0066313744,0.005411148
2018-10-31,3.331815045390418,-2.2926357520424046,0.1,4.891315,0.00030612946,0.0066313744
2018-11-30,3.115466825945108,-2.272441327386598,0.4,4.8964663,0.014173508,0.00030612946
2018-12-31,2.975529808562834,-2.272441327386598,-0.1,4.8910046,0.0023269653,0.014173508
2019-01-31,3.0128099287557673,-2.312438341272747,-0.2,4.892701,-0.003824234,0.0023269653
2019-02-28,3.077489218877775,-2.312438341272747,0.2,4.8930774,-0.016554356,-0.003824234
2019-03-31,3.1304878521126516,-2.3880113222846475,-0.4,4.8942595,-0.0041885376,-0.016554356
2019-04-30,3.2208233825144883,-2.406059125298014,0.3,4.9001193,-0.0011873245,-0.0041885376
2019-05-31,3.1713350415562016,-2.4752052194025667,-0.3,4.898536,-0.003376007,-0.0011873245
2019-06-30,3.0634635920666726,-2.5080878593376843,0.2,4.8994102,-0.0078115463,-0.003376007
2019-07-31,3.108825799067716,-2.5080878593376843,0.2,4.893174,0.0013165474,-0.0078115463
2019-08-31,3.0627176220164394,-2.555493553174835,-0.3,4.8947306,-0.004377365,0.0013165474
2019-09-30,3.099852703884786,-2.6007779200572014,0.0,4.89431,0.012533188,-0.004377365
2019-10-31,3.0434464785986752,-2.6007779200572014,0.3,4.8931565,-0.020151615,0.012533188
2019-11-30,3.096470449561753,-2.6007779200572014,0.0,4.8921447,0.023015022,-0.020151615
2019-12-31,3.142833709489063,-2.61543304000393,-0.1,4.893615,0.010544777,0.023015022
2020-01-31,3.10170339129215,-2.6007779200572014,0.2,4.8954415,-0.0013084412,0.010544777
2020-02-29,2.9710801995867984,-2.61543304000393,-0.2,4.849407,-0.0038275719,-0.0013084412
2020-03-31,2.4260823869976873,-2.6298787064530655,0.0,4.854092,-0.0109677315,-0.0038275719
2020-04-30,1.8660117232284332,-2.6441207610586255,0.0,4.851077,0.002374649,-0.0109677315
2020-05-31,2.412218652909184,-2.71246530518434,-0.4,4.759621,0.0032281876,0.002374649
2020-06-30,2.70096105809844,-2.725595849263824,0.4,4.766219,-0.14573956,0.0032281876
2020-07-31,2.756581924094169,-2.776472280723726,-0.3,4.813884,-0.015510082,-0.14573956
2020-08-31,2.7918375114351974,-2.7888000409201585,0.3,4.8447948,0.01885271,-0.015510082
2020-09-30,2.723344459825961,-2.8009787939192043,0.0,4.8583503,0.015409946,0.01885271
2020-10-31,2.7169014407459944,-2.8009787939192043,0.1,4.873661,-0.001408577,0.015409946
2020-11-30,2.7538268961669123,-2.8009787939192043,0.0,4.8815913,0.007027149,-0.001408577
2020-12-31,2.889064233665639,-2.813012072716695,-0.1,4.8914766,0.02520895,0.007027149
2021-01-31,2.9873063332399195,-2.813012072716695,0.1,4.9031296,0.0067543983,0.02520895
2021-02-28,3.109916609378357,-2.7888000409201585,0.2,4.915192,0.007940292,0.0067543983
2021-03-31,3.157777556026934,-2.776472280723726,-0.1,4.9147224,-0.027512074,0.007940292
2021-04-30,3.1415525500739054,-2.776472280723726,-0.1,4.9190874,0.02651596,-0.027512074
2021-05-31,3.188949865258364,-2.7888000409201585,-0.1,4.923572,-0.0072813034,0.02651596
2021-06-30,3.271235148619025,-2.8009787939192043,0.0,4.911673,0.0062327385,-0.0072813034
2021-07-31,3.2821404991197385,-2.8009787939192043,0.1,4.9229016,0.008513927,0.0062327385
2021-08-31,3.2108906644634594,-2.8009787939192043,0.0,4.922621,0.014661789,0.008513927
2021-09-30,3.2630545168152807,-2.776472280723712,0.2,4.9210324,-0.004729748,0.014661789
2021-10-31,3.382991512059534,-2.763991851100027,-0.1,4.9135942,0.0044560432,-0.004729748
2021-11-30,3.347010740718158,-2.685680167776155,0.5,4.9198627,0.016869068,0.0044560432
2021-12-31,3.2425608919329605,-2.725595849263824,-0.9,4.9334044,0.010583878,0.016869068
2022-01-31,3.3849884354859103,-2.7385576501371505,0.2,4.945157,-0.003651619,0.010583878
2022-02-28,3.473423165595274,-2.7385576501371505,0.1,4.958719,0.0011353493,-0.003651619
