Period_dt,lwti,lpri,d2pri,llwip,dllgop,l2lwip,dl2lgop,vix,gs10,tb3ms,tedrate,baa10y,us_spread,brent,gold,bdi,cny_usd,indpro,unemp,sentiment,cpi,gpr_chn_l1,gpr_usa_l1,dxy
1991-06-30,2.6979503492674155,-0.5688248987322413,0.1,4.1506424,-0.0029945374,4.1461363,-0.0233531,16.932272737676445,8.07,5.46,0.5961904761904762,1.77,1.77,0.00035542076268324507,-0.003998160023799713,0.01204330884878324,0.00852379229068645,0.009370150601197835,6.9,78.3,0.0036941305401416,0.27726778388023376,2.1132302284240723,0.0100559747246107
1991-07-31,2.755370857292282,-0.5688248987322413,-0.1,4.1522126,0.0032577515,4.1506424,-0.0029945374,17.13499994277954,8.28,5.57,0.6345,1.66,1.66,-0.054589206709321214,0.027002898137850728,-0.02983720274937518,0.0037320438913193144,0.008070413249054553,6.9,82.1,0.0029455102297575,0.2818019390106201,2.1353442668914795,0.0173498695459102
1991-08-31,2.764872351047766,-0.5688248987322413,0.0,4.153505,0.016630173,4.1522126,0.0032577515,17.294090964577414,8.27,5.58,0.5613636363636364,1.6,1.6,0.06548188993089799,0.0026415777673216567,0.07987935180979022,-0.0015844171262751061,0.0027966918655684125,6.8,82.9,0.0014695079793591,0.28101494908332825,2.6572444438934326,-0.0149549164593532
1991-09-30,2.769710496528017,-0.5688248987322413,0.0,4.153055,-0.0116353035,4.153505,0.016630173,15.681363712657582,7.9,5.33,0.44190476190476186,1.75,1.75,0.019187404290816,-0.031439053399383354,0.016854457584919658,0.004782872694403251,-1.1339677612909327e-05,6.9,82.0,0.002932553421278,0.2112361341714859,2.5267090797424316,-0.0030094329552943
1991-10-31,2.82908891820611,-0.5688248987322413,0.0,4.15602,0.017308235,4.153055,-0.0116353035,16.956499767303466,7.65,5.22,0.39699999999999996,1.94,1.94,0.03621421931250968,-0.021474479564910887,-0.012964746854898124,0.0006867048645426976,0.007901658951122492,6.9,83.0,0.0029239786914354,0.21042601764202118,2.7077460289001465,-0.031920354909511
1991-11-30,2.7913253699306564,-0.5688248987322413,0.0,4.1588306,-0.00073719025,4.15602,0.017308235,16.36391299703847,7.53,4.99,0.4786363636363636,2.02,2.02,0.0798486414836157,0.02813184681031977,0.019490441541821113,0.0008345465651318218,-0.0005466018382946913,7.0,78.3,0.0014587894636592,0.24077925086021423,2.334829092025757,-0.0041226382263062
1991-12-31,2.647754155303587,-0.5688248987322413,0.0,4.1591544,0.0040545464,4.1588306,-0.00073719025,17.77350010871887,7.42,4.56,0.5205263157894737,2.06,2.06,-0.05068725169082233,0.0041176365108848145,0.0406217513631244,0.0031649403148290567,-0.0015836157055426625,7.0,69.1,0.0043636432877738,0.3820476233959198,2.30000376701355,-0.0072270628643602
1992-01-31,2.6106650814746124,-0.4812118250595971,0.1,4.151137,0.006696701,4.1591544,0.0040545464,18.347619102114724,7.09,4.07,0.5189999999999999,2.39,2.39,-0.13673346120942043,0.00432193497239286,-0.0059028927115498675,0.00668553870076205,-0.004874384309522917,7.3,68.2,0.0028985527540115,0.2532747685909271,2.528790235519409,-0.0343700121915011
1992-02-29,2.6177538858718776,-0.4812118250595971,-0.1,4.1554,0.0018620491,4.151137,0.006696701,17.68318167599765,7.03,3.8,0.3771428571428571,1.9,1.9,-0.013524132210168016,-0.020330784881918973,0.06503868103892607,0.0038107847223627367,-0.0052512640267554644,7.3,67.5,0.0007233273371429,0.3745461404323578,2.361933946609497,0.0280279004627148
1992-03-31,2.6099852118403235,-0.39003531977070865,0.1,4.162302,-0.013759613,4.1554,0.0018620491,17.47736850537752,7.34,3.84,0.32999999999999996,1.9,1.9,-0.006082021617321409,-0.0015246487791653607,0.06561429470125724,0.0026297542457223155,0.007034889592290483,7.4,68.8,0.00216684808509,0.2844725549221039,2.1098380088806152,0.0178200880232939
1992-04-30,2.6756317424411082,-0.39003531977070865,-0.1,4.1613917,-0.010804176,4.162302,-0.013759613,17.520454623482443,7.54,4.04,0.3527272727272727,1.7,1.7,-0.023686011720731592,-0.027413102173534654,0.04935758935735457,-0.0003283413320023243,0.008489522000498795,7.4,76.0,0.0036010121735943,0.3248175084590912,1.981751799583435,0.0127204759619177
1992-05-31,2.707334125167566,-0.39003531977070865,0.0,4.163453,0.0060043335,4.1613917,-0.010804176,16.562856946672714,7.48,3.75,0.4175,1.63,1.63,0.07051566501910056,-0.016751006648240363,0.014453562308812451,0.007760077469238125,0.00756146666679669,7.4,77.2,0.0021543993970265,0.1472587287425995,1.9861048460006714,0.0011066966350377
1992-06-30,2.770757996806049,-0.39003531977070865,0.0,4.1604896,-0.018938541,4.163453,0.0060043335,15.076999950408936,7.39,3.63,0.32842105263157895,1.77,1.77,0.04997245014361562,-0.004083691645610621,0.1285387533345812,-0.0034636936530139106,0.0032856911647831666,7.6,79.2,0.0021497679364923,0.19706997275352478,1.825685977935791,-0.0234765753801307
1992-07-31,2.739990162263676,-0.4812118250595971,-0.1,4.161874,0.0041017532,4.1604896,-0.018938541,15.203181873668324,7.26,3.66,0.3381818181818182,1.86,1.86,0.061885002640814424,0.010530294193200618,0.03215475291260361,-0.005282055156408116,0.0005117224959834132,7.8,80.4,0.0028591870800456,0.17713427543640137,2.2141785621643066,-0.0268307913781242
1992-08-31,2.7188814819387828,-0.4812118250595971,0.1,4.166548,0.007815838,4.161874,0.0041017532,13.601818214763295,6.84,3.21,0.305,1.97,1.97,-0.04453769906381844,0.034349403802006684,0.0039264219501653486,-0.007754890228955702,0.009164938072931506,7.7,76.6,0.0028510354308393,0.0946073830127716,1.73699152469635,-0.0097849956232529
1992-09-30,2.7422792839828904,-0.9503469298211292,-0.6,4.159983,-0.00022172928,4.166548,0.007815838,14.42190474555606,6.59,3.13,0.3265,2.06,2.06,-0.024938441965815183,-0.027769182068003495,-0.0480635611179796,-0.0025061284239229487,-0.005607554576631202,7.6,76.1,0.0021329549501416,0.17436453700065613,1.8211407661437988,-0.0271587221111522
1992-10-31,2.728217151487821,-0.9503469298211292,0.6,4.165362,0.004371166,4.159983,-0.00022172928,13.696666581290108,6.42,2.91,0.37666666666666665,2.29,2.29,0.026591423611981746,0.00688465877849076,-0.005197091985067459,0.017212947504758658,0.0032931151719015617,7.6,75.6,0.0021284151348259,0.24566252529621124,1.700445294380188,0.025221389668113
1992-11-30,2.6613268650884407,-0.9503469298211292,0.0,4.167058,0.013216972,4.165362,0.004371166,17.636818278919566,6.59,2.86,0.5757142857142857,2.19,2.19,-0.0004037232307836369,-0.0030443189021305272,0.04419353678715865,0.00927854735054412,0.00672889068479865,7.3,73.3,0.0042432878378662,0.1686280071735382,1.481773853302002,0.0485293793292589
1992-12-31,2.6128665066222427,-0.8813735870195377,0.1,4.1664395,-0.0047678947,4.167058,0.013216972,14.424499940872192,6.87,3.13,0.6647368421052632,2.0,2.0,-0.05308418724654418,-0.027555467322498473,0.03449830040486468,0.0298619471895345,0.0037850447982945568,7.4,85.3,0.0028188884064199,0.25650840997695923,2.0712099075317383,0.0306688051203645
1993-01-31,2.592103713253128,-0.8813735870195377,-0.1,4.160696,0.0052895546,4.1664395,-0.0047678947,12.19136363809759,6.77,3.22,0.41904761904761906,2.06,2.06,-0.05756085649730247,-0.0005971575479017943,-0.1397894502078394,0.005582477563855992,0.0016874963663999765,7.4,91.0,0.0014064699927516,0.20145855844020844,1.990410566329956,0.005523344984617
1993-02-28,2.640005267920583,-0.8813735870195377,0.0,4.1684146,-0.002711296,4.160696,0.0052895546,12.408999967575074,6.6,3.0,0.3468421052631579,2.11,2.11,-0.042427908832405326,-0.017504928547412035,0.07662019617246507,0.004015374566716412,0.003832542487244517,7.3,89.3,0.0035075448096781,0.2228051871061325,2.8389692306518555,0.0022180775232181
1993-03-31,2.6531633320277312,-0.8813735870195377,0.0,4.1754866,0.005844116,4.1684146,-0.002711296,13.721578949376157,6.26,2.93,0.31,2.2,2.2,0.060283019677725314,0.0009114109271077808,0.03728172589941536,-0.0060291242924326305,0.004804393879324742,7.1,86.6,0.0020986366569202,0.15806706249713898,1.9494937658309937,-0.0067580928349997
1993-04-30,2.645888701165054,-0.8813735870195377,0.0,4.1746163,-0.011794567,4.1754866,0.005844116,13.606086855349334,5.98,2.95,0.2886956521739131,2.18,2.18,0.017121947225082312,0.002335492955606533,0.04898378186513419,-0.003708253798915262,-0.0008739137323683366,7.0,85.9,0.0013966482717213,0.19365359842777252,2.164163827896118,-0.0174915213116682
1993-05-31,2.6266967256709353,-0.8813735870195377,0.0,4.177452,-0.011739731,4.1746163,-0.011794567,12.840952419099354,5.97,2.87,0.3585,2.12,2.12,-0.005911294660936317,0.0359141880755649,0.0580994760251663,-0.00449266110662494,0.0027394050036360085,7.1,85.6,0.0034831104528203,0.2219294011592865,2.441223382949829,-0.0182620019550512
1993-06-30,2.581392139820594,-0.8813735870195377,0.0,4.1803255,0.003124237,4.177452,-0.011739731,13.6060001373291,6.04,2.96,0.2826315789473684,2.1,2.1,-0.008961573311157434,0.07060295363355351,0.06293855495632705,0.006235337950074804,-0.0037915803418799854,7.1,80.3,0.0027777795639023,0.26761820912361145,2.5114939212799072,-0.0100738606827048
1993-07-31,2.514790143715252,-0.8813735870195377,0.0,4.176806,-0.0047678947,4.1803255,0.003124237,12.52409081025557,5.96,3.07,0.26590909090909093,2.16,2.16,-0.047307092443958254,0.012745920588808524,0.015397326359344987,0.005608189090568816,0.0022526473495334542,7.0,81.5,0.0006932409289763,0.23136956989765167,2.272256374359131,0.0279565243714605
1993-08-31,2.520688338974291,-0.9503469298211292,-0.1,4.1769447,0.010143757,4.176806,-0.0047678947,11.500476201375326,5.81,3.04,0.2580952380952381,2.05,2.05,-0.050973512053612335,0.05314830462101039,-0.029969219817322923,0.0,0.002693116497312964,6.9,77.0,0.0013850417726617,0.28890395164489746,2.617969036102295,0.0068428519680736
1993-09-30,2.4914370046675494,-1.0159731341796878,-1.110223e-16,4.175749,-0.0029625893,4.1769447,0.010143757,11.928636420856822,5.68,3.02,0.24238095238095236,1.91,1.91,-0.004736200887711206,-0.03463246388397856,0.057012530784401605,0.005301387838125171,-0.0012064683528301146,6.8,77.3,0.0020739723991294,0.28907090425491333,2.1235592365264893,-0.0017656222340169
1993-10-31,2.5227020908905393,-1.0159731341796878,0.1,4.179465,0.00018882751,4.175749,-0.0029625893,12.931428409758068,5.36,2.95,0.26571428571428574,2.0,2.0,-0.04185349225647128,-0.06420774137405338,0.01811930682995566,-0.000861504584797057,0.005291488315735116,6.7,77.9,0.0013802624689578,0.2478877156972885,1.9028000831604004,-0.0001915465608766
1993-11-30,2.4369124016700505,-0.8813735870195379,0.2,4.1795044,0.007712364,4.179465,0.00018882751,11.875238100687662,5.33,3.02,0.3735,1.96,1.96,0.03647713522009077,0.024742039919850356,0.12769444732886015,0.0,0.007303652422303131,6.8,82.7,0.0041293933420112,0.28040093183517456,2.323782444000244,0.0112444419080173
1993-12-31,2.294348944858109,-0.8813735870195379,-0.2,4.1824718,0.001057148,4.1795044,0.007712364,14.083809534708658,5.72,3.1,0.384,1.91,1.91,-0.08874805638458039,0.026152897719188495,0.08921012957230978,0.003132317031639076,0.0045590055532489515,6.6,81.2,0.0027434859457509,0.294376403093338,1.7831765413284302,0.012791984171848
1994-01-31,2.327561079064223,-0.7326682560454053,0.2,4.1882963,0.006392479,4.1824718,0.001057148,11.356363556601785,5.77,3.06,0.321,1.94,1.94,-0.10178513606492912,0.025016823763623464,0.10837769928441965,-0.0008595496489332,0.00590527084702952,6.5,88.2,0.0020526863177421,0.22523315250873566,1.7174028158187866,0.0056477570267636
1994-02-28,2.310055416359211,-0.7326682560454053,-0.2,4.187897,0.005271435,4.1882963,0.006392479,11.290476163228353,5.75,2.98,0.3005263157894737,1.85,1.85,0.0403939262259998,0.009296595039918643,0.08344161421398333,0.40545937529728127,0.0028736794669281807,6.6,94.3,0.0,0.18448293209075928,1.8379966020584106,-0.0128749857934176
1994-03-31,2.299180254839205,-0.48121182505959725,0.3,4.1911917,-0.0029172897,4.187897,0.005271435,13.644210464075991,5.97,3.25,0.29526315789473684,1.77,1.77,-0.03485144574400456,-0.012929588672626835,-0.022708206910838413,0.0005158213996843131,0.0005827318302769058,6.6,93.2,0.002730377122857,0.15734776854515076,2.6492974758148193,-0.0111573282568055
1994-04-30,2.409439058118239,-0.29567304756341556,-0.1,4.1990075,-0.0015120506,4.1911917,-0.0029172897,15.223478317260742,6.48,3.5,0.3756521739130435,1.59,1.59,0.0014920536759470693,0.005796058208292543,-0.13970517770809998,0.00041246563371188927,0.010149890606631295,6.5,91.5,0.0027229424584565,0.3976801931858063,2.0049710273742676,-0.0053322740373635
1994-05-31,2.495024779953585,-0.19869011034923464,-0.1,4.2054615,-0.0075478554,4.1990075,-0.0015120506,16.471052671733656,6.97,3.68,0.4444444444444444,1.48,1.48,0.09706527215658545,-0.0180199254775113,-0.03149021792425444,-0.0005843765384438981,0.005896138042652765,6.4,92.6,0.0006795786873841,0.27801910042762756,2.175499677658081,-0.0052881027329565
1994-06-30,2.556750235883665,-0.19869011034923464,-0.1,4.2106323,0.0072426796,4.2054615,-0.0075478554,13.897142818995885,7.18,4.14,0.49399999999999994,1.51,1.51,0.060899391982676576,0.01096623616573833,-0.02408042562829671,-0.0051826388820961355,0.004590495958547436,6.1,92.8,0.0020359694850986,0.3477795720100403,2.364232301712036,0.0054150215451667
1994-07-31,2.5833361935700814,-0.19869011034923464,0.0,4.218093,0.005112171,4.2106323,0.0072426796,13.408636353232644,7.1,4.14,0.4986363636363636,1.52,1.52,0.03491469597542407,0.010976944145858702,-0.006502936987930141,-0.000910594658138475,0.006728449687136262,6.1,91.2,0.0027081939368791,0.56477952003479,2.7626564502716064,-0.0303512507960652
1994-08-31,2.512486996970173,-0.09983407889920064,0.1,4.220414,-0.006495476,4.218093,0.005112171,12.48449993133545,7.3,4.33,0.5245,1.49,1.49,0.048686922411978806,-0.0003890394664756158,-0.012500014055634168,-0.0036969900120480403,0.0013295056794984106,6.1,89.0,0.0033749610165259,0.18375343084335327,2.284783124923706,0.0056038646941507
1994-09-30,2.459125031854403,-0.09983407889920064,-0.1,4.230782,-0.0017127991,4.220414,-0.006495476,11.889130467953889,7.24,4.48,0.4436363636363636,1.55,1.55,-0.04098865498622617,-0.01339707965845971,0.06414246897920073,-0.0070388470978119955,0.006681857512926825,6.0,91.7,0.0040349752121793,0.19237619638442993,2.13395094871521,-0.0038084003377862
1994-10-31,2.4726723650841165,0.29567304756342927,0.4,4.2344246,0.010021687,4.230782,-0.0017127991,13.23333336058117,7.46,4.62,0.5085714285714286,1.5,1.5,-0.060878596052030165,0.029071664157883426,0.03429786482260866,-0.003397729944430772,0.0031405492615519393,5.9,91.5,0.0020113985996852,0.23000168800354004,2.3236935138702393,-0.0183370261364981
1994-11-30,2.4917810531767524,0.5688248987322535,-0.1,4.241823,0.008062363,4.2344246,0.010021687,15.245238031659808,7.74,4.95,0.675,1.4,1.4,0.03677841932218762,-0.004633015262330176,-0.04855454861491104,-0.0004679457268359499,0.00801293123785829,5.8,92.7,0.0006695681535724,0.30668842792510986,2.1631321907043457,-0.0161757379530564
1994-12-31,2.4364495414084915,0.5688248987322535,-0.3,4.2504816,0.0028128624,4.241823,0.008062363,16.38380949837821,7.96,5.29,0.592,1.3,1.3,0.04162412986801822,-0.01389915937720243,-0.019400918989051164,-0.001991215884860509,0.006812622956685388,5.6,91.6,0.0026737983844027,0.19561268389225006,1.9211959838867188,0.0279769921639001
1995-01-31,2.4810231497616027,0.5688248987322535,0.0,4.26168,0.0052170753,4.2504816,0.0028128624,14.177142824445452,7.81,5.6,0.7855,1.3,1.3,-0.0760774782335738,-0.013356578197678992,-0.1181338850108169,-0.007390355609886434,0.010166425922232492,5.5,95.1,0.0020006675562962,0.15591226518154144,2.097728729248047,0.0045968524231643
1995-02-28,2.5079438605115563,0.3900353197707218,-0.2,4.258207,-0.0068473816,4.26168,0.0052170753,12.274285679771786,7.78,5.71,0.6335,1.33,1.33,0.0381715212349345,-0.0019529194426004537,-0.09258178757771596,-0.0009217352909063337,0.001700536197938085,5.6,97.6,0.0026613455495141,0.18747931718826294,1.668933629989624,-0.0034099551670685
1995-03-31,2.507036511296103,0.5688248987322535,0.4,4.260187,0.008084774,4.258207,-0.0068473816,11.470000016061883,7.47,5.77,0.4921052631578947,1.53,1.53,0.03342487086143153,-0.005058340477403611,0.0709609573814376,-0.0008634200246615542,-0.0011286873050115886,5.4,95.1,0.0026542815848733,0.19181585311889648,1.5944693088531494,-0.0208016474399563
1995-04-30,2.5718173775902873,0.5688248987322535,-0.2,4.259563,-0.011940479,4.260187,0.008084774,12.166521735813307,7.2,5.73,0.5391304347826087,1.49,1.49,-0.006329155213824045,0.014444871329896358,0.04496322354154003,-0.0005562953243032354,0.0016603011582869698,5.4,90.3,0.0019860979716295,0.13410502672195435,1.7398362159729004,-0.0429703263142693
1995-05-31,2.5632790207281797,0.09983407889921461,-0.5,4.2640624,0.012854576,4.259563,-0.011940479,12.442631570916427,7.06,5.65,0.581111111111111,1.51,1.51,0.09215987438963502,0.023049587982953312,0.015541259038007738,-0.002252012946695192,-0.0017277257902161836,5.8,92.5,0.0039604012160969,0.21382488310337067,2.2009217739105225,-0.0159536982386265
1995-06-30,2.4920985735627066,-0.09983407889920064,0.3,4.2601323,0.00019073486,4.2640624,0.012854576,12.265909194946289,6.63,5.67,0.4547619047619048,1.66,1.66,-0.01607766157923196,-0.014969683728685013,0.04944135749697054,-0.01216520801748544,0.004898906985118856,5.6,89.8,0.0019743343037168,0.2834611237049103,1.991496205329895,0.0090795660751341
1995-07-31,2.428056568641468,-0.19869011034923464,0.1,4.265083,-0.013842583,4.2601323,0.00019073486,11.89681811766191,6.17,5.47,0.5336363636363637,1.74,1.74,-0.05823720348439565,0.006056075860726651,0.0381462821102847,-0.0005286364906309515,0.0033088514322034968,5.6,92.7,0.0019704439872993,0.19586828351020813,2.1323773860931396,-0.0042631998141606
1995-08-31,2.467423110268301,-0.19869011034923464,0.1,4.2639537,0.015337944,4.265083,-0.013842583,12.514000129699706,6.28,5.42,0.47000000000000003,1.72,1.72,-0.08800205568550545,-0.0034376285807500295,0.02099836844679004,-9.614575704164352e-05,-0.00418989274010606,5.7,94.4,0.0013114755978103,0.233963742852211,2.2772469520568848,0.0062461613232986
1995-09-30,2.477147472015025,-0.19869011034923464,0.0,4.2702355,0.0021414757,4.2639537,0.015337944,12.79826085463814,6.49,5.4,0.5018181818181818,1.73,1.73,0.015153529542090816,-0.006650238822714094,-0.037132839627439296,0.0011411344113128052,0.013169322992450994,5.7,96.2,0.0019639940846598,0.2190409153699875,2.3781585693359375,0.0408074391456274
1995-10-31,2.430236037441673,-0.09983407889920064,0.1,4.2703676,0.00630188,4.2702355,0.0021414757,12.057000017166137,6.2,5.28,0.585,1.71,1.71,0.03678681923186167,-0.0015911732388236288,0.03994071396741106,0.0010438977928224347,0.004025176187479218,5.6,88.9,0.0013071897286218,0.17797636985778809,1.4541047811508179,-0.006110022833095
1995-11-30,2.459983583405983,7.105427357600977e-15,0.0,4.270344,-0.0057911873,4.2703676,0.00630188,14.357272711667148,6.04,5.28,0.6614285714285715,1.7,1.7,-0.03588357879560844,0.00020882276244016396,0.03409309048217146,-0.0004318255491915224,-0.0017591074109057914,5.5,90.2,0.0026092643636133,0.1446712762117386,1.38241446018219,0.002336050663235
1995-12-31,2.515409174506477,7.105427357600977e-15,-0.1,4.2754836,0.0034880638,4.270344,-0.0057911873,12.469047546386719,5.93,5.36,0.5228571428571429,1.81,1.81,0.045501245282038916,0.005647747460594488,-0.030343158364967593,-0.0003960039652146641,0.0026320058946325275,5.6,88.2,0.0013020835172987,0.13072383403778076,1.550011157989502,0.0128038578811482
1996-01-31,2.501785589126426,7.105427357600977e-15,0.0,4.283274,0.0062770844,4.2754836,0.0034880638,11.74849991798401,5.71,5.14,0.6057894736842105,1.8,1.8,0.06121319632919331,0.005512792997423688,0.037364146210318694,0.000695902601724363,0.003464824423083712,5.6,91.0,0.0013003903002832,0.17111022770404816,1.412654161453247,0.0005361593870985
1996-02-29,2.5098614886811723,7.105427357600977e-15,0.0,4.2813363,-0.0007891655,4.283274,0.0062770844,13.473636237057773,5.65,5.0,0.5457142857142857,1.82,1.82,-0.004029321972140121,0.030527602833076983,0.07907964254303046,-0.00043188253466563964,-0.005740078791367509,5.6,89.3,0.0051847167341865,0.20899832248687744,1.4743882417678833,0.0251688971372434
1996-03-31,2.6200444684607964,-0.8813735870195379,-1.0,4.281046,0.0062441826,4.2813363,-0.0007891655,15.032999801635743,5.81,4.83,0.449,1.78,1.78,0.00813710098359044,0.013205697933508453,0.056632037103243604,0.0008755675256058026,0.014529159926465418,5.5,88.5,0.0019373593402267,0.39804163575172424,1.6478923559188843,-0.0115369502585682
1996-04-30,2.7146480754147446,-0.8813735870195379,1.0,4.286027,-0.0023612976,4.281046,0.0062441826,17.762380781627837,6.27,4.96,0.4319047619047619,1.78,1.78,0.09798111386465536,-0.021349925137736037,-0.037219881750427675,0.0015214230034024112,-0.0012250426290405514,5.5,93.7,0.0032206147000417,0.38923364877700806,1.7185032367706299,0.0029829731677954
1996-05-31,2.6091102532473065,-1.0159731341796878,-0.2,4.2900424,-0.002286911,4.286027,-0.0023612976,16.575238000778924,6.51,4.95,0.548,1.61,1.61,0.05147312182145658,-0.008516514101992279,0.0008392708142324068,-0.00044301032220195324,0.009901218260520928,5.6,92.7,0.0038510959020978,0.36347660422325134,1.7814347743988037,0.0043027899798673
1996-06-30,2.5688199191149272,-0.8813735870195379,0.4,4.2966685,-1.5735626e-05,4.2900424,-0.002286911,16.14636369185014,6.74,5.02,0.48,1.48,1.48,-0.08722173398051059,-0.002344607205715832,-0.0027290837794335943,-0.0005510434026207989,0.0074455836229239125,5.6,89.4,0.0019200005898243,0.30013543367385864,1.3213279247283936,0.0056113225568923
1996-07-31,2.608569979937427,-0.8088669356527773,-0.1,4.2981224,0.005094528,4.2966685,-1.5735626e-05,16.395000171661376,6.91,5.09,0.476,1.51,1.51,-0.03713473618381258,-0.017138865222055877,0.009649317632639764,-0.00040748820046543344,0.007593378241184112,5.3,92.4,0.0019163212507642,0.28210219740867615,1.312994122505188,0.0010057669763305
1996-08-31,2.636873922634315,-0.8088669356527773,-0.1,4.30124,0.0011930466,4.2981224,0.005094528,17.97863635149869,6.87,5.15,0.49318181818181817,1.5,1.5,0.05862560203848721,-0.004682996304516074,-0.01606152827753604,-0.00016783753366178544,0.00015374603570972312,5.5,94.7,0.0019126559863327,0.1941879838705063,1.604606032371521,-0.0131672583256721
1996-09-30,2.722112768870702,-0.8088669356527773,0.0,4.305388,-0.005522251,4.30124,0.0011930466,15.760454698042436,6.64,5.05,0.4809523809523809,1.48,1.48,0.0469864387335126,0.010067286188368385,0.0332517563892214,-0.0005276728550813736,0.0051052352845752935,5.1,95.3,0.0012730746467983,0.19202731549739838,1.6037836074829102,0.0036088227295953
1996-10-31,2.7561779341252,-0.8088669356527773,0.0,4.310387,0.0074191093,4.305388,-0.005522251,16.578000020980834,6.83,5.09,0.5285,1.5,1.5,0.09826884912940681,-0.0109282194409559,0.017939970188265875,-0.0005519558575457495,0.006239632118214544,5.2,94.7,0.0031756139738865,0.22505903244018555,2.0218417644500732,0.0134702667695361
1996-11-30,2.704051458533042,-0.48121182505959725,0.4,4.313238,0.0056996346,4.310387,0.0074191093,16.381739201753035,6.53,4.99,0.5595454545454546,1.54,1.54,0.06550884118439981,-0.0054173723518777805,0.07338110480689508,-0.000204060810829354,0.00029609405001806977,5.2,96.5,0.0031655613645611,0.11050082743167877,1.0725080966949463,-0.0058912212700272
1996-12-31,2.7699926463609374,-0.2956730475634159,-0.2,4.3177752,0.006966591,4.313238,0.0056996346,15.996999740600586,6.2,5.03,0.471578947368421,1.65,1.65,-0.05982265626471506,-0.008485793818348242,0.056348398698309765,0.00014404724774630395,0.009144785172068737,5.4,99.2,0.0031555721988096,0.1865861564874649,1.0855921506881714,0.0032052626578629
1997-01-31,2.759406228779201,-0.2956730475634159,-0.2,4.323128,0.008775234,4.3177752,0.006966591,19.260952449980238,6.3,4.91,0.643,1.54,1.54,0.043987352953211545,-0.02370064742620226,0.016403785460948228,-0.00033614252759539553,0.006386648092456149,5.4,96.9,0.0025173078113773,0.2230117917060852,1.5119444131851196,0.0084036825952127
1997-02-28,2.632415768673461,-0.09983407889920051,0.2,4.3263674,-0.00094747543,4.323128,0.008775234,19.473181551153008,6.58,5.03,0.5290476190476191,1.5,1.5,-0.010371087983883864,-0.03836904340661551,0.019181165142470036,-0.000600535695872928,0.0015838703738682014,5.3,97.4,0.0018838310123738,0.09804660826921463,0.9729240536689758,0.0351955573559079
1997-03-31,2.5752932864884586,0.19869011034924833,0.1,4.3319535,0.0055060387,4.3263674,-0.00094747543,20.139473563746403,6.42,5.01,0.5057894736842105,1.49,1.49,-0.12122076086594014,-0.02431392842181257,-0.004366576393724841,0.00024025755725576303,0.011867816799596476,5.2,99.7,0.0018802888648519,0.20562532544136047,1.050157904624939,0.0124946195148858
1997-04-30,2.5122549153226723,0.19869011034924833,-0.3,4.340009,-0.00019645691,4.3319535,0.0055060387,20.169999980926512,6.69,5.14,0.4826315789473684,1.4,1.4,-0.0859645979868704,0.01497758492898349,-0.03215954602624116,1.2011362749309029e-05,0.006326080160110159,5.2,100.0,0.0006259781112074,0.18980300426483154,1.1519078016281128,0.0040688971955757
