h,coef,se,n
0,-0.023976323860097182,0.026348449990588493,383
1,-0.07657168783953239,0.03852320710734828,382
2,-0.12316886705366414,0.04415711166487165,381
3,-0.12821484876121758,0.05109796623345709,380
4,-0.13242890800802343,0.0596894047571962,379
5,-0.14242709129166542,0.07385896795486578,378
6,-0.17395882027358311,0.0782259406620964,377
7,-0.1373092487951908,0.07677521860060674,376
8,-0.07840380638981514,0.09736876471891528,375
9,-0.061386983270494966,0.10074625888149993,374
10,-0.0487830162969658,0.10581184496538432,373
11,0.007105819790467649,0.09532032265003958,372
12,-0.01803264822547135,0.0969896298601125,371
13,-0.03594644088525456,0.1016097024976624,370
14,-0.07310200610663742,0.11339717488662943,369
15,-0.04273585619239384,0.10874662473783893,368
16,-0.0740585286721398,0.11078186515950321,367
17,-0.05474740398994982,0.10064101669644797,366
18,0.028437429321002128,0.09798267119317837,365
19,0.09366319007767743,0.09623779918674204,364
20,0.11011419658484556,0.10766169695340423,363
21,0.10771807236210407,0.1039131116809658,362
22,0.08234872808134241,0.09421157954195931,361
23,0.08423915500043222,0.08881606245604189,360
24,0.15107349562640593,0.0922136815727191,359
25,0.20707676785696094,0.10954657370271044,358
26,0.17964385027698881,0.0859519965335,357
27,0.22431480663044567,0.08980686792854607,356
28,0.2330559506604004,0.07769941497510763,355
29,0.2292854848060415,0.06753886978639943,354
30,0.1999841320566702,0.07441728637786435,353
31,0.19732236328582076,0.08357549043215744,352
32,0.25457574829488294,0.07243910668262993,351
33,0.28609807044540503,0.08024624234343253,350
34,0.30533585628381843,0.09421454030318406,349
35,0.2848623950071669,0.08904609347098788,348
36,0.20195927417171333,0.07867449489812688,347
37,0.2134942092775418,0.08021512262242306,346
38,0.17770519860914646,0.09095978977914075,345
39,0.18034801644898835,0.11117573358839374,344
40,0.13568976108717834,0.11326800476119041,343
41,0.07936799922345017,0.1044262456478112,342
42,0.11139559867478965,0.1018606848654509,341
43,0.11258150529238264,0.10053906192298086,340
44,0.12553557914861813,0.10056370326335728,339
45,0.10224667155489442,0.10536514482278826,338
46,0.08604723328880937,0.09168707321899734,337
47,0.09955501398781053,0.08587267143790032,336
48,0.055519152160741214,0.09792619665620562,335
