date,usa_d2pri_share
2007-12-01,0.2834160322304926
2008-01-01,0.47614268407766774
2008-02-01,0.31741225920040633
2008-03-01,0.48352132046624635
2008-04-01,0.0
2008-05-01,0.4508951824449405
2008-06-01,0.47019484584585736
2008-07-01,0.945500172203407
2008-08-01,0.46750981059213675
2008-09-01,0.6358305640261624
2008-10-01,0.6136964822137058
2008-11-01,0.7856690051212499
2008-12-01,0.4999999999999989
2009-01-01,0.3175847501732512
2009-02-01,0.4873114188734174
2009-03-01,0.5706113789386603
2009-04-01,0.49251358874128703
2009-05-01,0.0
2009-06-01,0.815337781159037
2009-07-01,1.0747674928109508e-14
2009-08-01,0.9925372243619742
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.7827926504465125
2009-12-01,0.5858921481484208
2010-01-01,0.9999999999999997
2010-02-01,0.9999999999999989
2010-03-01,0.4778368799502362
2010-04-01,0.7167881115453075
2010-05-01,5.159250177505098e-16
2010-06-01,0.9902198680345569
2010-07-01,0.0
2010-08-01,0.06238447191120368
2010-09-01,0.07590999757130275
2010-10-01,0.31928531576193697
2010-11-01,0.4711153328513837
2010-12-01,0.48491126580715477
2011-01-01,0.9999999999999983
2011-02-01,0.8833960409836803
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.8669410213445858
2011-07-01,0.9724131955123273
2011-08-01,0.0
2011-09-01,0.9265988405541181
2011-10-01,0.5926530260341881
2011-11-01,0.31710988543303165
2011-12-01,0.14228050891234115
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.9999999999999956
2012-05-01,0.0
2012-06-01,0.32145698226169767
2012-07-01,0.48566213701930727
2012-08-01,0.07940009263500807
2012-09-01,0.10344828294942286
2012-10-01,0.4858973141653157
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.9222417876868912
2013-04-01,0.8059146876298806
2013-05-01,0.6333787397719718
2013-06-01,0.8659859049796682
2013-07-01,0.4944751069387724
2013-08-01,0.4863004576055258
2013-09-01,0.0
2013-10-01,0.45703566029462306
2013-11-01,0.0
2013-12-01,0.0
2014-01-01,0.9731538972122973
2014-02-01,0.47203911220032585
2014-03-01,0.4748145499789219
2014-04-01,0.7449323367231093
2014-05-01,0.8022220955147021
2014-06-01,0.0
2014-07-01,0.826740130461083
2014-08-01,0.0
2014-09-01,0.0
2014-10-01,0.30408226630605034
2014-11-01,0.5822149482506478
2014-12-01,0.9619070345203159
2015-01-01,0.0
2015-02-01,0.47011742710573096
2015-03-01,0.46425331522666224
2015-04-01,0.9868414212833149
2015-05-01,0.0
2015-06-01,0.9857120503019778
2015-07-01,0.7897922700866423
2015-08-01,0.983869544462158
2015-09-01,0.6629525417282984
2015-10-01,0.7335598109819856
2015-11-01,0.24075418947805707
2015-12-01,0.9999999999999983
2016-01-01,0.9885383589214216
2016-02-01,0.9464789604436005
2016-03-01,0.39421213140887407
2016-04-01,0.3961386775633111
2016-05-01,0.4928056067319457
2016-06-01,0.5794667357306663
2016-07-01,0.7822731550380729
2016-08-01,0.8180113252958304
2016-09-01,0.5788986512293381
2016-10-01,0.46560759210614183
2016-11-01,0.631611126104273
2016-12-01,0.7901249453737126
2017-01-01,0.9509132839844776
2017-02-01,0.5788062220353575
2017-03-01,0.5846300886581106
2017-04-01,0.8366104609983704
2017-05-01,0.8735016481529247
2017-06-01,0.4328399558063633
2017-07-01,0.6181012668062011
2017-08-01,0.3071713905239556
2017-09-01,0.8671844018364129
2017-10-01,0.7700145619913564
2017-11-01,0.6855048144744557
2017-12-01,0.8087734528497982
2018-01-01,0.0
2018-02-01,0.9333252641264003
2018-03-01,0.8079777127450445
2018-04-01,0.3567614890877807
2018-05-01,0.4937686983555407
2018-06-01,0.9724347824083494
2018-07-01,0.9829777966012352
2018-08-01,0.0
2018-09-01,1.9431038072188047e-15
2018-10-01,0.1947257565735002
2018-11-01,0.7862570948535074
2018-12-01,0.48020131759280527
2019-01-01,0.9999999999999978
2019-02-01,0.9112654918941786
2019-03-01,0.564539616297527
2019-04-01,0.4886712190340375
2019-05-01,0.7348510639644509
2019-06-01,0.6584613014075363
2019-07-01,0.38367239556432
2019-08-01,0.5792943718021778
2019-09-01,0.0
2019-10-01,0.5964125191498503
2019-11-01,0.0
2019-12-01,0.15863772571086548
2020-01-01,0.4852167690338799
2020-02-01,0.4973118177973996
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.7507600476300477
2020-06-01,0.7203862265094636
2020-07-01,0.5200356325867738
2020-08-01,0.9443336118272527
2020-09-01,0.0
2020-10-01,0.31841912814722834
2020-11-01,0.0
2020-12-01,0.6056367532552307
2021-01-01,0.42833989206775347
2021-02-01,0.5275037468943432
2021-03-01,0.17351874726209168
2021-04-01,0.43278554607257724
2021-05-01,0.2705186145612154
2021-06-01,0.0
2021-07-01,0.393949473608032
2021-08-01,0.0
2021-09-01,0.4352961115717764
2021-10-01,0.566893227026821
2021-11-01,0.5693118477937135
2021-12-01,0.8833409125499682
2022-01-01,0.8999072708386778
2022-02-01,0.24916180658337453
