,CHN-USA,CHN-JPN,CHN-AUS,CHN-FRA,CHN-DEU,CHN-GBR,CHN-RUS,CHN-IND,CHN-IDN,CHN-PAK,CHN-VNM,CHN-CAN
1999-03-01,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065,-0.1092100739479065
1999-04-01,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255,-0.09219906479120255
1999-05-01,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712,-0.19773277640342712
1999-06-01,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233,-0.13518528640270233
1999-07-01,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208,-0.1578456610441208
1999-08-01,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698,-0.1733684241771698
1999-09-01,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977,-0.10435226559638977
1999-10-01,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181,-0.1205897182226181
1999-11-01,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442,-0.0876934677362442
1999-12-01,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848,-0.05117390304803848
2000-01-01,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914,-0.030614908784627914
2000-02-01,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898,-0.03732691705226898
2000-03-01,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426,-0.037090420722961426
2000-04-01,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013,-0.015688668936491013
2000-05-01,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194,0.014059475623071194
2000-06-01,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175,0.037505194544792175
2000-07-01,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837,0.05834871530532837
2000-08-01,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643,0.06014329940080643
2000-09-01,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895,0.07695383578538895
2000-10-01,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351,0.0743996724486351
2000-11-01,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159,0.09934490919113159
2000-12-01,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652,0.10858511924743652
2001-01-01,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695,0.08826179057359695
2001-02-01,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924,0.057961542159318924
2001-03-01,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792,0.05733545124530792
2001-04-01,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063,0.022555848583579063
2001-05-01,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195,0.03201839327812195
2001-06-01,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884,0.03290754556655884
2001-07-01,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797,0.06226319819688797
2001-08-01,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011,0.06127031147480011
2001-09-01,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909,0.08781871944665909
2001-10-01,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022,0.1026034951210022
2001-11-01,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536,0.1294061839580536
2001-12-01,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262,0.15328876674175262
2002-01-01,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033,0.16445018351078033
2002-02-01,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145,0.18359701335430145
2002-03-01,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727,0.12962977588176727
2002-04-01,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973,0.16235126554965973
2002-05-01,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433,0.1668699085712433
2002-06-01,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478,0.18599839508533478
2002-07-01,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233,0.17556634545326233
2002-08-01,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796,0.18263763189315796
2002-09-01,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388,0.19045419991016388
2002-10-01,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869,0.1867412030696869
2002-11-01,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884,0.18791262805461884
2002-12-01,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916,0.19324515759944916
2003-01-01,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576,0.21462926268577576
2003-02-01,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258,0.23699617385864258
2003-03-01,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474,0.24217794835567474
2003-04-01,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209,0.2518308162689209
2003-05-01,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773,0.23637914657592773
2003-06-01,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025,0.25013792514801025
2003-07-01,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149,0.2563503384590149
2003-08-01,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366,0.2633622884750366
2003-09-01,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377,0.26224052906036377
2003-10-01,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501,0.2939963638782501
2003-11-01,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883,0.3151674270629883
2003-12-01,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001,0.3709636926651001
2004-01-01,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503,0.3584355115890503
2004-02-01,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729,0.342964768409729
2004-03-01,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245,0.33914318680763245
2004-04-01,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629,0.3229813575744629
2004-05-01,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551,0.3513262867927551
2004-06-01,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022,0.348544716835022
2004-07-01,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036,0.32140639424324036
2004-08-01,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042,0.3237532377243042
2004-09-01,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077,0.33370155096054077
2004-10-01,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347,0.29047533869743347
2004-11-01,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806,0.3305649161338806
2004-12-01,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776,0.31883564591407776
2005-01-01,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626,0.29041820764541626
2005-02-01,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645,0.23621562123298645
2005-03-01,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779,0.23304243385791779
2005-04-01,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265,0.34447309374809265
2005-05-01,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198,0.3493307828903198
2005-06-01,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402,0.3471772074699402
2005-07-01,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076,0.36046016216278076
2005-08-01,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644,0.3704669773578644
2005-09-01,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156,0.2833940386772156
2005-10-01,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945,0.3708105981349945
2005-11-01,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373,0.3935554027557373
2005-12-01,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446,0.38136106729507446
2006-01-01,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051,0.3913063108921051
2006-02-01,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303,0.40952983498573303
2006-03-01,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389,0.4028230309486389
2006-04-01,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834,0.43066516518592834
2006-05-01,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452,0.4301418960094452
2006-06-01,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452,0.4374641180038452
2006-07-01,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616,0.4396643340587616
2006-08-01,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855,0.45473286509513855
2006-09-01,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728,0.4750027060508728
2006-10-01,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807,0.49370062351226807
2006-11-01,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805,0.5328474044799805
2006-12-01,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043,0.533595085144043
2007-01-01,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053,0.5325276851654053
2007-02-01,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688,0.534795880317688
2007-03-01,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836,0.5534618496894836
2007-04-01,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194,0.5678685903549194
2007-05-01,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106,0.5801841020584106
2007-06-01,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224,0.5709208846092224
2007-07-01,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295,0.5582568645477295
2007-08-01,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583,0.596604585647583
2007-09-01,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402,0.5885102152824402
2007-10-01,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891,0.5996494293212891
2007-11-01,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523,0.6163284182548523
2007-12-01,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466,0.6235095262527466
2008-01-01,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507,0.6366018056869507
2008-02-01,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217,0.6278655529022217
2008-03-01,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135,0.6159632205963135
2008-04-01,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754,0.6462998390197754
2008-05-01,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604,0.6525267362594604
2008-06-01,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083,0.6575282216072083
2008-07-01,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481,0.6618338823318481
2008-08-01,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893,0.6734859943389893
2008-09-01,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446,0.6717649698257446
2008-10-01,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877,0.653618335723877
2008-11-01,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707,0.664586067199707
2008-12-01,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158,0.6718018054962158
2009-01-01,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492,0.6809110641479492
2009-02-01,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809,0.6672148704528809
