h,coef,se,ci_lo,ci_hi,n,F
0,0.06239318387639868,0.5707716233188153,-0.8764425909005341,1.0012289586533314,385,0.1
1,0.2642048392757586,0.5294401629676639,-0.606646733035382,1.135056411586899,384,0.1
2,-0.12699455336718335,0.8775605965446458,-1.5704532834633418,1.3164641767289749,383,0.0
3,0.30120410662540664,0.5674568297798052,-0.63217931797629,1.2345875312271033,382,0.3
4,-0.06955415771588208,0.5091880858676228,-0.9070940275557191,0.7679857121239548,381,0.2
5,0.39727872019002014,1.4547853451056987,-1.9956302311429375,2.7901876715229776,380,0.2
6,10.150654624548782,355.2061554813872,-574.1114785344995,594.4127877835971,379,0.1
7,0.6214551956132587,1.3256093909574214,-1.558978219023988,2.801888610250505,378,0.1
8,-0.2884196063792992,1.659448685326385,-3.0179697951782565,2.4411305824196585,377,0.1
9,-0.022485280449834607,0.35539577692244684,-0.6070593131239576,0.5620887522242884,376,0.1
10,1.331837851840841,8.91999563741581,-13.340249324753861,16.003925028435543,375,0.2
11,0.30418601993541794,0.5796937951221525,-0.6493254214925182,1.257697461363354,374,0.2
12,-0.3907169008464719,0.7414264365699667,-1.6102548641562873,0.8288210624633434,373,0.2
13,0.49350030747281387,2.5472095827687986,-3.6962866133499905,4.683287228295618,372,0.2
14,0.026898056982940132,0.6795993980496635,-1.090943477773086,1.1447395917389664,371,0.2
15,1.2847136094642815,6.335098361926628,-9.135595908245062,11.705023127173625,370,0.2
16,-0.2342890871476486,1.0610153802421296,-1.9795040835902113,1.510925909294914,369,0.2
17,-0.27183137597942264,0.5994126659579881,-1.2577774736210707,0.7141147216622254,368,0.2
18,0.03915484708461935,0.5757069967748251,-0.9077988946217912,0.9861085887910299,367,0.3
19,0.18985816184653131,0.6756369167857356,-0.9214656712307958,1.3011819949238586,366,0.2
20,-0.46459600229029785,1.7833519253538932,-3.3979488848395403,2.4687568802589444,365,0.2
21,0.7421451851784353,3.4139645820659306,-4.873326839916578,6.357617210273448,364,0.2
22,-1.3077660552263375,8.871406488201998,-15.899931193506218,13.284399083053541,363,0.2
23,-1.4515062747475973,4.924658638410384,-9.551848897634816,6.648836348139621,362,0.2
24,-0.36116892745165996,0.7323574115753009,-1.5657896721060856,0.8434518172027657,361,0.2
25,0.5167923046523739,3.2104484269058875,-4.763925434484423,5.797510043789171,360,0.2
26,-0.6006569665091867,2.333666932755807,-4.439197484949292,3.2378835519309193,359,0.1
27,4.020618746771029,116.08927809096852,-186.92925137133662,194.97048886487866,358,0.2
28,1.9602040707959427,47.82795435003137,-76.7097801115226,80.63018825311448,357,0.1
29,-0.2746974292093585,1.5004423920439578,-2.7427055397946054,2.1933106813758885,356,0.1
30,1.3765201282157102,22.94727828869609,-36.36839379361083,39.12143405004225,355,0.1
31,-0.5447459974732762,0.9725620575599656,-2.144468225286172,1.0549762303396197,354,0.2
32,-0.5407514050067482,1.6884511256930699,-3.3180063630332906,2.236503553019794,353,0.1
33,0.17822372327541103,0.4509653827184608,-0.5635483221186081,0.9199957686694301,352,0.0
34,12.983103639258767,986.5194108243704,-1609.6969273132363,1635.663134591754,351,0.1
35,2.229789300333498,14.922694559047075,-22.315858969004086,26.77543756967108,350,0.0
36,-12.219293133407662,1340.0673043819975,-2216.4338591052187,2191.9952728384037,349,0.1
37,-0.9682390785262627,19.90973208678296,-33.71683411310331,31.780355956050787,348,0.1
38,-0.023801769538340387,1.071209170241233,-1.7857840584333093,1.7381805193566287,347,0.2
39,-0.1479287316217389,0.5465055541690392,-1.0468503745458073,0.7509929113023295,346,0.2
40,0.7853964253026647,4.535199419764789,-6.67434278924566,8.24513563985099,345,0.0
41,-0.7043964877351041,3.1662012813817997,-5.912334149074356,4.503541173604148,344,0.0
42,-1.8020243495876895,29.080650015765915,-49.63543700212664,46.031388302951264,343,0.0
43,-0.23155574975690124,0.5625891648718694,-1.1569325780799953,0.6938210785661929,342,0.0
44,-0.14553745938912488,0.6284245041902587,-1.1792037843716527,0.8881288655934029,341,0.1
45,-0.5153761731154646,1.9375471920882898,-3.702357699411529,2.6716053531806,340,0.3
46,-1.5907248327432155,13.093497221910143,-23.12761122768114,19.946161562194707,339,0.0
47,0.7587622334347514,4.6836737256994825,-6.945195481739357,8.462719948608859,338,0.1
48,-0.11802561552407707,0.7181923853812778,-1.2993469654674015,1.0632957344192473,337,0.1
