h,coef,se,n_obs,F_stat,lo90,hi90,lo95,hi95
25,0.04037974892110564,0.09958715456871489,128,203.4150006231989,-0.12344112034443035,0.20420061818664165,-0.15481107403357552,0.23557057187578684
26,0.037709640251379004,0.10133744260549887,128,203.4150006231989,-0.12899045283466665,0.20440973333742463,-0.1609117472553988,0.2363310277581568
27,0.03952400664074949,0.09616664118711923,128,203.4150006231989,-0.11867011811206166,0.19771813139356062,-0.14896261008600423,0.2280106233675032
28,0.05433716396342849,0.0962721689345196,127,202.06061091806987,-0.10403055393385627,0.21270488186071326,-0.13435628714822992,0.24303061507508691
29,0.1178848388417405,0.10151559611807644,127,202.06061091806987,-0.04910831677249525,0.2848779944559763,-0.08108572954968932,0.3168554072331703
30,0.06513298387500488,0.11655346263017222,126,201.5990778942454,-0.12659746215162843,0.2568634299016382,-0.16331180288013267,0.29357777063014245
31,0.029289791394847067,0.14844104232169164,125,207.94030282856394,-0.2148957232243357,0.2734753060140298,-0.2616546515556686,0.3202342343453627
32,0.10312134121912683,0.11123524207796065,124,210.74844902646785,-0.07986063199911844,0.28610331443737214,-0.11489973325367603,0.3211424156919297
33,0.11471708376654091,0.1003781407112665,124,210.74844902646785,-0.05040495770349249,0.2798391252365743,-0.08202407202754142,0.31145823956062324
34,0.11928043443924728,0.10902887110997668,124,210.74844902646785,-0.06007205853666435,0.2986329274151589,-0.094416152936307,0.33297702181480154
35,0.13536719096475616,0.13264214993090878,124,210.74844902646785,-0.08282914567158878,0.3535635276011011,-0.12461142289982505,0.39534580482933734
36,0.03262315347176325,0.1085843103503131,124,210.74844902646785,-0.1459980370545018,0.2112443439980283,-0.18020209481485042,0.24544840175837693
37,-0.017482929462384555,0.1062092454414979,124,210.74844902646785,-0.19219713821364862,0.1572312792888795,-0.22565305052772044,0.19068719160295133
38,-0.04632013698425906,0.1127360203446752,124,210.74844902646785,-0.23177089045124977,0.13913061648273162,-0.26728273685982246,0.1746424628913043
39,-0.05006545914286572,0.12828118531598143,124,210.74844902646785,-0.26108800898765516,0.16095709070192374,-0.3014965823621893,0.20136566407645787
40,-0.1389881235888585,0.12873951789629096,124,210.74844902646785,-0.3507646305282571,0.07278838335054011,-0.3913175786655888,0.11334133148787176
41,-0.20124271343420522,0.14222383087145965,124,210.74844902646785,-0.43520091521775633,0.0327154883493459,-0.48000142194226614,0.07751599507385568
42,-0.1092468706770369,0.12414903518847774,123,211.80859303605638,-0.31347203356208275,0.09497829220800899,-0.35257897964645324,0.13408523829237948
43,-0.08847527536506031,0.10581079002037111,123,211.80859303605638,-0.2625340249485708,0.08558347421845017,-0.2958644238049877,0.11891387307486706
44,-0.06504355526184387,0.09935542319066802,123,211.80859303605638,-0.2284832264104928,0.09839611588680504,-0.2597801847155532,0.12969307419186543
45,-0.10506426657380075,0.09358784531093874,122,245.49379425269623,-0.259016272110295,0.04888773896269347,-0.28849644338324065,0.07836791023563916
46,-0.12660321441029523,0.0940406731894283,121,351.51285104150014,-0.2813001218069048,0.02809369298631431,-0.31092293386157466,0.05771650504098422
47,-0.05978404033145347,0.09322734255762162,120,359.76516461397296,-0.21314301883874104,0.09357493817583411,-0.24250963174439183,0.1229415510814849
48,-0.041689010110047615,0.10545694776810612,120,359.76516461397296,-0.21516568918858217,0.13178766896848695,-0.2483846277355356,0.16500660751544038
