h,coef,se,n_obs,lo90,hi90,lo95,hi95
0,-0.019850278260243225,0.03378920595447455,382,-0.07543352205535386,0.035732965534867406,-0.08607712193101334,0.046376565410526885
1,-0.0076484952326643,0.03988372335150234,381,-0.07325722014588563,0.057960229680557036,-0.08582059300160888,0.07052360253628029
2,-0.026439918070377728,0.04481215574412261,380,-0.10015591426945941,0.04727607812870396,-0.11427174332885803,0.061391907188102585
3,-0.03558774994820408,0.04820498598509089,379,-0.11488495189367859,0.043709451997270436,-0.1300695224789822,0.058894022582574056
4,-0.03750393165447271,0.0529066353175917,378,-0.12453534675191105,0.04952748344296564,-0.14120093687695245,0.06619307356800702
5,-0.02429182186033803,0.05492869967343977,377,-0.11464953282314645,0.0660658891024704,-0.13195207322027996,0.08336842949960391
6,-0.013597522506347881,0.05920105809287086,376,-0.11098326306912044,0.08378821805642468,-0.12963159636837476,0.102436551355679
7,0.007847869711370064,0.06295115559263284,375,-0.09570678123851095,0.11140252066125109,-0.1155363952501903,0.13123213467293043
8,-0.010268800945922845,0.06687873552338587,374,-0.1202843208818926,0.0997467189900469,-0.14135112257175914,0.12081352067991345
9,-0.02243323493735155,0.07200689542818506,373,-0.14088457791671596,0.09601810804201287,-0.16356674997659426,0.11870028010189115
10,-0.007995496480635566,0.07226813384997918,372,-0.12687657666385133,0.1108855837025802,-0.14964103882659477,0.1336500458653236
11,-0.018515496858363914,0.07541587392561527,371,-0.14257460946600103,0.1055436157492732,-0.16633060975256986,0.129299616035842
12,-0.040400671463367434,0.07983908837184121,370,-0.17173597183504621,0.09093462890831136,-0.1968852846721762,0.11608394174544134
13,-0.07153320249210667,0.07967237085620052,369,-0.20259425255055652,0.0595278475663432,-0.2276910493702597,0.08462464438604635
14,-0.08623154105498343,0.07973397631040953,368,-0.21739393208560712,0.04493084997564026,-0.2425101346233861,0.07004705251341925
15,-0.045429471518833336,0.0778361871188306,367,-0.17346999932930968,0.082611056291643,-0.1979883982717413,0.10712945523407463
16,-0.02293846418971348,0.07474296693407728,366,-0.14589064479627062,0.10001371641684365,-0.16943467938050497,0.12355775100107799
17,-0.03300747194704219,0.07530722525184154,365,-0.15688785748632153,0.09087291359223715,-0.18060963344065162,0.11459468954656722
18,0.0033818499112004815,0.07259848510348389,364,-0.11604265808403053,0.12280635790643149,-0.13891118089162796,0.1456748807140289
19,0.03491910923400556,0.07138008250904987,363,-0.08250112649338148,0.1523393449613926,-0.10498585248373218,0.17482407095174332
20,0.06443895145217567,0.06846502978437773,362,-0.04818602254312569,0.177063925447477,-0.06975250692520467,0.198630409829556
21,0.0734629360806994,0.06947972888168018,361,-0.0408312179296645,0.18775709009106328,-0.06271733252739375,0.20964320468879255
22,0.04383895010798251,0.06918426030103333,360,-0.06996915808721732,0.15764705830318235,-0.09176220008204282,0.17944010029800783
23,0.025249576044198935,0.07407681650870239,359,-0.0966067871126165,0.14710593920101436,-0.11994098431285775,0.17044013640125563
24,0.01060920605985005,0.07015371987263085,358,-0.10479366313062768,0.1260120752503278,-0.1268920848905064,0.1481104970102065
25,0.08586778159756003,0.06994770507363542,357,-0.02919619324857023,0.2009317564436903,-0.05122972034676537,0.22296528354188544
26,0.11289603926396664,0.07764202257184662,356,-0.014825087866721029,0.2406171663946543,-0.03928232497685273,0.265074403504786
27,0.0979587433001744,0.0810355757714982,355,-0.03534477884394013,0.23126226544428893,-0.060870985211962075,0.2567884718123109
28,0.13119167881225163,0.07963932252971573,354,0.00018499325086926421,0.262198364373634,-0.024901393345991202,0.28728475097049444
29,0.14306254569096594,0.08659347719357897,353,0.0006162757075285352,0.28550881567440334,-0.026660669608448845,0.3127857609903807
30,0.15766320127594952,0.08525519460995735,352,0.017418406142569676,0.29790799640932936,-0.009436980159566899,0.32476338271146593
31,0.14410011401473935,0.08796888312847957,351,-0.0006086987316095416,0.28880892676108827,-0.028318896917080616,0.3165191249465593
32,0.10694511223801714,0.0876290151797314,350,-0.03720461773264103,0.2510948422086753,-0.06480775751425641,0.2786979819902907
33,0.08616595221614391,0.08367398676103717,349,-0.051477756005762224,0.22380966043805006,-0.07783506183548893,0.25016696626777674
34,0.12139996505294665,0.08077515504106486,348,-0.011475164989605047,0.25427509509549834,-0.03691933882754048,0.2797192689334338
35,0.10688623264643116,0.08800560555789282,347,-0.03788298849630253,0.2516554537891649,-0.06560475424703877,0.2793772195399011
36,0.10530744497821197,0.08720646039024463,346,-0.03814718236374044,0.2487620723201644,-0.0656172173866675,0.27623210734309145
37,0.04976999127601687,0.08206837211999322,345,-0.085232480861372,0.18477246341340572,-0.11108401807916984,0.21062400063120357
38,0.08046634212725334,0.08013357020205858,344,-0.051353380855133024,0.2122860651096397,-0.07659545546878146,0.23752813972328815
39,0.10273814236497646,0.08294708718762744,343,-0.0337098160586707,0.23918610078862362,-0.05983814852277332,0.26531443325272625
40,0.1147992404563353,0.08457598724603253,342,-0.024328258563388216,0.2539267394760588,-0.050969694545888455,0.28056817545855905
41,0.13329244468748372,0.08313736916835565,341,-0.0034685275944613403,0.27005341696942875,-0.029656798882493368,0.2962416882574608
42,0.11725531036387644,0.08076533262076217,340,-0.015603661797277332,0.2501142825250302,-0.041044741572817414,0.2755553623005703
43,0.143211121203219,0.07738295434087201,339,0.015916161312484522,0.27050608109395347,-0.008459469304890166,0.29488171171132815
44,0.150117023201078,0.07368607484544801,338,0.028903430080316025,0.27133061632183997,0.0056923165039999,0.2945417298981561
45,0.1625529155318944,0.0737568850569275,337,0.04122283961324867,0.28388299145054013,0.017989420820316515,0.3071164102434723
46,0.1157118095822854,0.06573330534613023,336,0.0075805222879011674,0.22384309687666964,-0.013125468896129852,0.24454908806070064
47,0.08117498510581343,0.06490152417295358,335,-0.02558802215869521,0.18793799237032208,-0.046032002273175596,0.20838197248480245
48,0.07174842198539609,0.06478257483390727,334,-0.03481891361638137,0.17831575758717355,-0.05522542468906215,0.19872226865985432
