h,tau,beta_boot
3,0.1,-0.13291139240506333
3,0.1,0.740506329113924
3,0.1,-0.056962025316455556
3,0.1,-0.2088607594936709
3,0.1,-0.1708860759493671
3,0.1,-0.018987341772151778
3,0.1,0.1708860759493671
3,0.1,0.4367088607594938
3,0.1,-0.056962025316455556
3,0.1,-0.2088607594936709
3,0.1,0.2088607594936709
3,0.1,1.0443037974683547
3,0.1,0.5506329113924053
3,0.1,0.09493670886075956
3,0.1,-0.13291139240506333
3,0.1,0.018987341772152
3,0.1,-0.7784810126582278
3,0.1,0.2088607594936709
3,0.1,0.05696202531645578
3,0.1,-0.09493670886075956
3,0.1,0.4367088607594938
3,0.1,0.018987341772152
3,0.1,-0.056962025316455556
3,0.1,-0.5886075949367089
3,0.1,-0.47468354430379733
3,0.1,-0.1708860759493671
3,0.1,-0.2088607594936709
3,0.1,-0.2088607594936709
3,0.1,-0.13291139240506333
3,0.1,0.6645569620253164
3,0.1,0.018987341772152
3,0.1,-0.1708860759493671
3,0.1,-0.018987341772151778
3,0.1,0.1708860759493671
3,0.1,0.6265822784810129
3,0.1,0.4367088607594938
3,0.1,0.4367088607594938
3,0.1,-0.056962025316455556
3,0.1,1.2721518987341773
3,0.1,-0.3227848101265822
3,0.1,0.1708860759493671
3,0.1,0.1708860759493671
3,0.1,0.09493670886075956
3,0.1,-0.740506329113924
3,0.1,0.09493670886075956
3,0.1,0.6265822784810129
3,0.1,-0.6645569620253164
3,0.1,-0.28481012658227844
3,0.1,0.47468354430379756
3,0.1,0.1708860759493671
3,0.1,0.1708860759493671
3,0.1,0.8544303797468356
3,0.1,-0.056962025316455556
3,0.1,-0.8544303797468354
3,0.1,-0.09493670886075956
3,0.1,0.2088607594936709
3,0.1,0.018987341772152
3,0.1,-0.43670886075949356
3,0.1,0.1708860759493671
3,0.1,0.05696202531645578
3,0.1,0.4367088607594938
3,0.1,0.4367088607594938
3,0.1,-0.360759493670886
3,0.1,0.39873417721519
3,0.1,0.3227848101265822
3,0.1,-0.1708860759493671
3,0.1,0.8544303797468356
3,0.1,0.6265822784810129
3,0.1,0.4367088607594938
3,0.1,0.6265822784810129
3,0.1,0.1708860759493671
3,0.1,0.05696202531645578
3,0.1,-0.5886075949367089
3,0.1,0.24683544303797467
3,0.1,0.05696202531645578
3,0.1,-0.9683544303797468
3,0.1,-0.9683544303797468
3,0.1,-1.2721518987341773
3,0.1,0.9683544303797471
3,0.1,-0.1708860759493671
3,0.1,0.47468354430379756
3,0.1,-1.310126582278481
3,0.1,0.5886075949367089
3,0.1,0.5126582278481013
3,0.1,-0.740506329113924
3,0.1,0.3227848101265822
3,0.1,0.47468354430379756
3,0.1,0.24683544303797467
3,0.1,-0.2088607594936709
3,0.1,-0.2088607594936709
3,0.1,-0.1708860759493671
3,0.1,0.8544303797468356
3,0.1,0.018987341772152
3,0.1,-0.28481012658227844
3,0.1,-0.13291139240506333
3,0.1,-0.018987341772151778
3,0.1,-0.24683544303797467
3,0.1,0.28481012658227844
3,0.1,-0.1708860759493671
3,0.1,0.05696202531645578
3,0.1,-0.056962025316455556
3,0.1,0.24683544303797467
3,0.1,-0.09493670886075956
3,0.1,-0.056962025316455556
3,0.1,-0.09493670886075956
3,0.1,1.1582278481012658
3,0.1,0.740506329113924
3,0.1,-0.13291139240506333
3,0.1,-1.2341772151898733
3,0.1,0.7025316455696204
3,0.1,-0.13291139240506333
3,0.1,-0.018987341772151778
3,0.1,0.3227848101265822
3,0.1,-0.2088607594936709
3,0.1,1.0063291139240507
3,0.1,0.13291139240506333
3,0.1,-0.2088607594936709
3,0.1,0.05696202531645578
3,0.1,-0.3227848101265822
3,0.1,0.28481012658227844
3,0.1,-0.9683544303797468
3,0.1,-0.056962025316455556
3,0.1,-0.360759493670886
3,0.1,0.05696202531645578
3,0.1,-1.2341772151898733
3,0.1,0.13291139240506333
3,0.1,0.018987341772152
3,0.1,-0.7784810126582278
3,0.1,0.24683544303797467
3,0.1,-0.056962025316455556
3,0.1,-0.24683544303797467
3,0.1,-0.056962025316455556
3,0.1,-0.8544303797468354
3,0.1,0.05696202531645578
3,0.1,0.1708860759493671
3,0.1,-0.1708860759493671
3,0.1,-1.5
3,0.1,0.05696202531645578
3,0.1,0.7025316455696204
3,0.1,0.778481012658228
3,0.1,-0.2088607594936709
3,0.1,-0.056962025316455556
3,0.1,-0.28481012658227844
3,0.1,-0.018987341772151778
3,0.1,0.5506329113924053
3,0.1,-0.13291139240506333
3,0.1,-0.28481012658227844
3,0.1,0.09493670886075956
3,0.1,-0.5126582278481012
3,0.1,0.5126582278481013
3,0.1,0.018987341772152
3,0.1,-0.09493670886075956
3,0.1,-0.2088607594936709
3,0.1,0.13291139240506333
3,0.1,0.8164556962025316
3,0.1,0.6265822784810129
3,0.1,-0.09493670886075956
3,0.1,0.47468354430379756
3,0.1,0.4367088607594938
3,0.1,0.018987341772152
3,0.1,0.28481012658227844
3,0.1,0.28481012658227844
3,0.1,0.24683544303797467
3,0.1,0.28481012658227844
3,0.1,-0.018987341772151778
3,0.1,0.3227848101265822
3,0.1,0.13291139240506333
3,0.1,-0.24683544303797467
3,0.1,-0.056962025316455556
3,0.1,-0.2088607594936709
3,0.1,-0.13291139240506333
3,0.1,0.39873417721519
3,0.1,0.8924050632911391
3,0.1,-0.13291139240506333
3,0.1,0.24683544303797467
3,0.1,0.28481012658227844
3,0.1,0.6265822784810129
3,0.1,-0.3227848101265822
3,0.1,-0.1708860759493671
3,0.1,0.13291139240506333
3,0.1,-0.056962025316455556
3,0.1,-1.0443037974683544
3,0.1,-0.018987341772151778
3,0.1,-0.09493670886075956
3,0.1,0.3607594936708862
3,0.1,0.2088607594936709
3,0.1,0.5126582278481013
3,0.1,-0.24683544303797467
3,0.1,-0.5126582278481012
3,0.1,0.5126582278481013
3,0.1,-0.09493670886075956
3,0.1,0.018987341772152
3,0.1,0.13291139240506333
3,0.1,-0.018987341772151778
3,0.1,-0.018987341772151778
3,0.1,0.5506329113924053
3,0.1,0.09493670886075956
3,0.1,1.0822784810126582
3,0.1,-0.43670886075949356
3,0.1,-0.056962025316455556
3,0.1,1.4240506329113924
3,0.1,0.09493670886075956
3,0.1,-0.13291139240506333
3,0.1,0.018987341772152
3,0.1,0.5126582278481013
3,0.1,-0.13291139240506333
3,0.1,0.28481012658227844
3,0.1,0.24683544303797467
3,0.1,1.0063291139240507
3,0.1,0.13291139240506333
3,0.1,-0.2088607594936709
3,0.1,0.05696202531645578
3,0.1,-0.056962025316455556
3,0.1,-0.7784810126582278
3,0.1,-0.09493670886075956
3,0.1,-0.09493670886075956
3,0.1,1.1582278481012658
3,0.1,0.3227848101265822
3,0.1,0.2088607594936709
3,0.1,0.8924050632911391
3,0.1,-0.056962025316455556
3,0.1,0.09493670886075956
3,0.1,-0.3227848101265822
3,0.1,-0.09493670886075956
3,0.1,0.39873417721519
3,0.1,-0.2088607594936709
3,0.1,-0.2088607594936709
3,0.1,-0.018987341772151778
3,0.1,0.5126582278481013
3,0.1,0.5886075949367089
3,0.1,0.7025316455696204
3,0.1,-0.018987341772151778
3,0.1,-0.13291139240506333
3,0.1,-0.1708860759493671
3,0.1,1.5
3,0.1,0.1708860759493671
3,0.1,-0.018987341772151778
3,0.1,-1.0822784810126582
3,0.1,0.6645569620253164
3,0.1,-1.0822784810126582
3,0.1,0.09493670886075956
3,0.1,1.4620253164556964
3,0.1,-0.24683544303797467
3,0.1,-0.24683544303797467
3,0.1,-0.018987341772151778
3,0.1,-0.09493670886075956
3,0.1,-0.13291139240506333
3,0.1,0.28481012658227844
3,0.1,-0.13291139240506333
3,0.1,-0.018987341772151778
3,0.1,-0.740506329113924
3,0.1,-1.4620253164556962
3,0.1,-0.2088607594936709
3,0.1,-0.8164556962025317
3,0.1,-0.09493670886075956
3,0.1,0.13291139240506333
3,0.1,0.5886075949367089
3,0.1,-0.24683544303797467
3,0.1,-0.056962025316455556
3,0.1,-0.8544303797468354
3,0.1,-0.2088607594936709
3,0.1,-0.09493670886075956
3,0.1,-0.09493670886075956
3,0.1,-0.43670886075949356
3,0.1,1.0443037974683547
3,0.1,-1.1962025316455696
3,0.1,-0.056962025316455556
3,0.1,0.4367088607594938
3,0.1,0.1708860759493671
3,0.1,-0.09493670886075956
3,0.1,-0.056962025316455556
3,0.1,0.28481012658227844
3,0.1,1.1202531645569622
3,0.1,-0.6265822784810127
3,0.1,-0.09493670886075956
3,0.1,1.0822784810126582
3,0.1,-0.550632911392405
3,0.1,-0.47468354430379733
3,0.1,-1.5
3,0.1,0.47468354430379756
3,0.1,1.0063291139240507
3,0.1,0.28481012658227844
3,0.1,-0.2088607594936709
3,0.1,-1.4620253164556962
3,0.1,-0.13291139240506333
3,0.1,0.5886075949367089
3,0.1,-0.018987341772151778
3,0.1,-0.13291139240506333
3,0.1,0.4367088607594938
3,0.1,0.13291139240506333
3,0.1,-0.09493670886075956
3,0.1,-0.360759493670886
3,0.1,0.39873417721519
3,0.1,-0.056962025316455556
3,0.1,-0.9683544303797468
3,0.1,-0.3987341772151898
3,0.1,-0.7025316455696202
3,0.1,0.5886075949367089
3,0.1,-0.2088607594936709
3,0.1,0.6645569620253164
3,0.1,-0.24683544303797467
3,0.1,0.28481012658227844
3,0.1,0.09493670886075956
3,0.1,-0.360759493670886
3,0.1,0.47468354430379756
3,0.1,-1.2721518987341773
3,0.1,-0.018987341772151778
3,0.1,-0.018987341772151778
3,0.1,-0.056962025316455556
3,0.1,-0.13291139240506333
3,0.1,0.5886075949367089
3,0.1,0.018987341772152
3,0.1,-0.43670886075949356
3,0.1,0.5886075949367089
3,0.1,-0.2088607594936709
3,0.1,-0.8924050632911392
3,0.1,-0.550632911392405
3,0.1,-0.1708860759493671
3,0.1,0.740506329113924
3,0.1,-0.09493670886075956
3,0.1,-0.7784810126582278
3,0.1,-0.3227848101265822
3,0.1,0.5126582278481013
3,0.1,-0.056962025316455556
3,0.1,-0.09493670886075956
3,0.1,0.1708860759493671
3,0.1,-0.3227848101265822
3,0.1,-0.3987341772151898
3,0.1,-0.1708860759493671
3,0.1,-0.13291139240506333
3,0.1,-0.1708860759493671
3,0.1,0.05696202531645578
3,0.1,0.4367088607594938
3,0.1,0.7025316455696204
3,0.1,-1.2721518987341773
3,0.1,0.2088607594936709
3,0.1,1.3860759493670889
3,0.1,-0.8924050632911392
3,0.1,0.24683544303797467
3,0.1,-0.24683544303797467
3,0.1,-0.1708860759493671
3,0.1,0.1708860759493671
3,0.1,-0.2088607594936709
3,0.1,0.09493670886075956
3,0.1,0.39873417721519
3,0.1,-0.3227848101265822
3,0.1,-0.47468354430379733
3,0.1,1.1962025316455698
3,0.1,0.2088607594936709
3,0.1,0.05696202531645578
3,0.1,0.1708860759493671
3,0.1,0.13291139240506333
3,0.1,0.13291139240506333
3,0.1,-0.018987341772151778
3,0.1,-0.5886075949367089
3,0.1,0.28481012658227844
3,0.1,-0.24683544303797467
3,0.1,-0.018987341772151778
3,0.1,0.24683544303797467
3,0.1,0.5886075949367089
3,0.1,-0.09493670886075956
3,0.1,0.5506329113924053
3,0.1,0.05696202531645578
3,0.1,-0.13291139240506333
3,0.1,0.28481012658227844
3,0.1,0.09493670886075956
3,0.1,-0.1708860759493671
3,0.1,1.1582278481012658
3,0.1,-0.13291139240506333
3,0.1,0.24683544303797467
3,0.1,-0.09493670886075956
3,0.1,-0.24683544303797467
3,0.1,-0.3227848101265822
3,0.1,-0.09493670886075956
3,0.1,-0.6645569620253164
3,0.1,0.28481012658227844
3,0.1,-0.3227848101265822
3,0.1,0.2088607594936709
3,0.1,-0.018987341772151778
3,0.1,0.4367088607594938
3,0.1,0.6645569620253164
3,0.1,-0.018987341772151778
3,0.1,0.09493670886075956
3,0.1,-0.13291139240506333
3,0.1,-0.056962025316455556
3,0.1,0.09493670886075956
3,0.1,-1.2721518987341773
3,0.1,-0.1708860759493671
3,0.1,-1.1582278481012658
3,0.1,0.13291139240506333
3,0.1,0.09493670886075956
3,0.1,-0.28481012658227844
3,0.1,0.018987341772152
3,0.1,-0.018987341772151778
3,0.1,-0.7784810126582278
3,0.1,-0.1708860759493671
3,0.1,-0.13291139240506333
3,0.1,-0.1708860759493671
3,0.1,-0.13291139240506333
3,0.1,-0.056962025316455556
3,0.1,0.09493670886075956
3,0.1,0.1708860759493671
3,0.1,0.778481012658228
3,0.1,0.09493670886075956
3,0.1,0.6645569620253164
3,0.1,-0.43670886075949356
3,0.1,-0.018987341772151778
3,0.1,0.24683544303797467
3,0.1,-0.2088607594936709
3,0.1,-0.056962025316455556
3,0.1,-0.018987341772151778
3,0.1,0.778481012658228
3,0.1,0.39873417721519
3,0.1,0.05696202531645578
3,0.1,-1.1962025316455696
3,0.1,-0.09493670886075956
3,0.1,0.13291139240506333
3,0.1,0.24683544303797467
3,0.1,1.0822784810126582
3,0.1,0.13291139240506333
3,0.1,-0.2088607594936709
3,0.1,-0.09493670886075956
3,0.1,-0.13291139240506333
3,0.1,0.8544303797468356
3,0.1,-0.056962025316455556
3,0.1,-0.13291139240506333
3,0.1,-0.018987341772151778
3,0.1,0.018987341772152
3,0.1,0.28481012658227844
3,0.1,-0.13291139240506333
3,0.1,0.28481012658227844
3,0.1,0.1708860759493671
3,0.1,0.8164556962025316
3,0.1,-1.2341772151898733
3,0.1,0.3227848101265822
3,0.5,-0.24683544303797467
3,0.5,0.05696202531645578
3,0.5,-0.09493670886075956
3,0.5,-1.4620253164556962
3,0.5,-0.43670886075949356
3,0.5,-0.5126582278481012
3,0.5,-0.1708860759493671
3,0.5,-0.09493670886075956
3,0.5,0.28481012658227844
3,0.5,-0.13291139240506333
3,0.5,0.6265822784810129
3,0.5,-0.24683544303797467
3,0.5,-0.930379746835443
3,0.5,-0.28481012658227844
3,0.5,-0.24683544303797467
3,0.5,0.018987341772152
3,0.5,-0.056962025316455556
3,0.5,0.018987341772152
3,0.5,0.24683544303797467
3,0.5,0.13291139240506333
3,0.5,-0.018987341772151778
3,0.5,-0.360759493670886
3,0.5,-0.056962025316455556
3,0.5,-0.47468354430379733
3,0.5,0.740506329113924
3,0.5,-0.09493670886075956
3,0.5,-0.43670886075949356
3,0.5,-0.5126582278481012
3,0.5,-0.1708860759493671
3,0.5,-0.7025316455696202
3,0.5,-0.09493670886075956
3,0.5,-0.056962025316455556
3,0.5,-0.018987341772151778
3,0.5,-0.056962025316455556
3,0.5,-0.740506329113924
3,0.5,0.1708860759493671
3,0.5,0.05696202531645578
3,0.5,-0.2088607594936709
3,0.5,-1.4240506329113924
3,0.5,-1.1962025316455696
3,0.5,-0.1708860759493671
3,0.5,0.018987341772152
3,0.5,-0.1708860759493671
3,0.5,-0.24683544303797467
3,0.5,-0.43670886075949356
3,0.5,-0.9683544303797468
3,0.5,-0.13291139240506333
3,0.5,0.018987341772152
3,0.5,-0.5126582278481012
3,0.5,-1.3860759493670887
3,0.5,-0.28481012658227844
3,0.5,-0.8544303797468354
3,0.5,0.09493670886075956
3,0.5,-0.018987341772151778
3,0.5,-0.2088607594936709
3,0.5,0.05696202531645578
3,0.5,0.018987341772152
3,0.5,-0.1708860759493671
3,0.5,-0.13291139240506333
3,0.5,-0.28481012658227844
3,0.5,-0.3987341772151898
3,0.5,-0.24683544303797467
3,0.5,-0.056962025316455556
3,0.5,-1.0822784810126582
3,0.5,-0.24683544303797467
3,0.5,-0.018987341772151778
3,0.5,-0.13291139240506333
3,0.5,0.39873417721519
3,0.5,-0.740506329113924
3,0.5,-0.3227848101265822
3,0.5,-0.8544303797468354
3,0.5,-0.056962025316455556
3,0.5,-0.018987341772151778
3,0.5,-1.2721518987341773
3,0.5,-0.1708860759493671
3,0.5,-0.47468354430379733
3,0.5,0.018987341772152
3,0.5,0.09493670886075956
3,0.5,-0.056962025316455556
3,0.5,0.1708860759493671
3,0.5,-0.056962025316455556
3,0.5,-0.018987341772151778
3,0.5,-0.09493670886075956
3,0.5,-0.09493670886075956
3,0.5,-0.3227848101265822
3,0.5,0.39873417721519
3,0.5,0.09493670886075956
3,0.5,0.018987341772152
3,0.5,0.09493670886075956
3,0.5,0.018987341772152
3,0.5,-0.3227848101265822
3,0.5,-0.5126582278481012
3,0.5,0.018987341772152
3,0.5,0.24683544303797467
3,0.5,0.018987341772152
3,0.5,-0.8544303797468354
3,0.5,-0.5126582278481012
3,0.5,-0.740506329113924
3,0.5,-0.056962025316455556
3,0.5,-0.24683544303797467
3,0.5,0.24683544303797467
3,0.5,-0.09493670886075956
3,0.5,0.1708860759493671
3,0.5,0.018987341772152
3,0.5,-0.3227848101265822
3,0.5,-0.2088607594936709
3,0.5,0.2088607594936709
3,0.5,-0.3227848101265822
3,0.5,-0.47468354430379733
3,0.5,-0.3227848101265822
3,0.5,-0.056962025316455556
3,0.5,-0.8544303797468354
3,0.5,-0.28481012658227844
3,0.5,-0.09493670886075956
3,0.5,0.09493670886075956
3,0.5,-0.2088607594936709
3,0.5,-0.056962025316455556
3,0.5,0.05696202531645578
3,0.5,-0.09493670886075956
3,0.5,-0.24683544303797467
3,0.5,0.1708860759493671
3,0.5,-0.2088607594936709
3,0.5,-0.28481012658227844
3,0.5,-0.13291139240506333
3,0.5,-0.24683544303797467
3,0.5,0.13291139240506333
3,0.5,-0.43670886075949356
3,0.5,-0.3227848101265822
3,0.5,0.018987341772152
3,0.5,-0.056962025316455556
3,0.5,0.05696202531645578
3,0.5,-0.056962025316455556
3,0.5,0.24683544303797467
3,0.5,0.018987341772152
3,0.5,0.09493670886075956
3,0.5,-0.056962025316455556
3,0.5,-0.1708860759493671
3,0.5,-0.9683544303797468
3,0.5,-1.2341772151898733
3,0.5,0.5126582278481013
3,0.5,0.09493670886075956
3,0.5,0.2088607594936709
3,0.5,-0.9683544303797468
3,0.5,-0.018987341772151778
3,0.5,-0.018987341772151778
3,0.5,-0.056962025316455556
3,0.5,-0.24683544303797467
3,0.5,-0.1708860759493671
3,0.5,0.018987341772152
3,0.5,-0.5886075949367089
3,0.5,-0.3227848101265822
3,0.5,-0.360759493670886
3,0.5,0.018987341772152
3,0.5,-0.018987341772151778
3,0.5,-0.3987341772151898
3,0.5,-0.018987341772151778
3,0.5,-0.28481012658227844
3,0.5,-0.28481012658227844
3,0.5,-0.3987341772151898
3,0.5,-0.28481012658227844
3,0.5,-0.360759493670886
3,0.5,-0.7025316455696202
3,0.5,-0.13291139240506333
3,0.5,-1.2721518987341773
3,0.5,-0.09493670886075956
3,0.5,0.24683544303797467
3,0.5,-0.5886075949367089
3,0.5,-0.09493670886075956
3,0.5,-0.018987341772151778
3,0.5,-0.3987341772151898
3,0.5,-0.09493670886075956
3,0.5,0.09493670886075956
3,0.5,0.13291139240506333
3,0.5,-0.740506329113924
3,0.5,-0.09493670886075956
3,0.5,-0.24683544303797467
3,0.5,-0.1708860759493671
3,0.5,-0.056962025316455556
3,0.5,-0.24683544303797467
3,0.5,-0.28481012658227844
3,0.5,0.05696202531645578
3,0.5,-0.09493670886075956
3,0.5,-0.2088607594936709
3,0.5,-0.5126582278481012
3,0.5,-0.018987341772151778
3,0.5,-0.2088607594936709
3,0.5,-0.13291139240506333
3,0.5,-0.740506329113924
3,0.5,-0.3987341772151898
3,0.5,0.9303797468354431
3,0.5,-0.6265822784810127
3,0.5,0.05696202531645578
3,0.5,-1.2721518987341773
3,0.5,-0.2088607594936709
3,0.5,-0.24683544303797467
3,0.5,-0.550632911392405
3,0.5,-0.24683544303797467
3,0.5,-0.056962025316455556
3,0.5,-0.09493670886075956
3,0.5,0.1708860759493671
3,0.5,-0.2088607594936709
3,0.5,-0.2088607594936709
3,0.5,-0.09493670886075956
3,0.5,0.5506329113924053
3,0.5,0.09493670886075956
3,0.5,-0.1708860759493671
3,0.5,0.28481012658227844
3,0.5,-0.13291139240506333
3,0.5,-0.018987341772151778
3,0.5,-0.13291139240506333
3,0.5,-0.930379746835443
3,0.5,-0.13291139240506333
3,0.5,-0.2088607594936709
3,0.5,-0.360759493670886
3,0.5,-0.1708860759493671
3,0.5,-0.47468354430379733
3,0.5,-0.47468354430379733
3,0.5,-0.7025316455696202
3,0.5,-0.018987341772151778
3,0.5,0.09493670886075956
3,0.5,0.4367088607594938
3,0.5,0.09493670886075956
3,0.5,0.018987341772152
3,0.5,0.6265822784810129
3,0.5,0.05696202531645578
3,0.5,-0.018987341772151778
3,0.5,0.28481012658227844
3,0.5,-0.6265822784810127
3,0.5,0.4367088607594938
3,0.5,-0.018987341772151778
3,0.5,-0.056962025316455556
3,0.5,-0.2088607594936709
3,0.5,-0.3227848101265822
3,0.5,-0.8924050632911392
3,0.5,-0.3227848101265822
3,0.5,-0.2088607594936709
3,0.5,-0.24683544303797467
3,0.5,-0.5126582278481012
3,0.5,-0.018987341772151778
3,0.5,0.018987341772152
3,0.5,-0.3227848101265822
3,0.5,-0.09493670886075956
3,0.5,-0.056962025316455556
3,0.5,-0.550632911392405
3,0.5,-0.3987341772151898
3,0.5,-0.018987341772151778
3,0.5,-0.8544303797468354
3,0.5,-0.24683544303797467
3,0.5,-0.09493670886075956
3,0.5,-0.056962025316455556
3,0.5,-0.09493670886075956
3,0.5,-0.018987341772151778
3,0.5,-0.1708860759493671
3,0.5,-0.47468354430379733
3,0.5,-0.360759493670886
3,0.5,0.09493670886075956
3,0.5,-0.3227848101265822
3,0.5,-0.13291139240506333
3,0.5,-0.3987341772151898
3,0.5,-0.5886075949367089
3,0.5,-0.13291139240506333
3,0.5,-0.1708860759493671
3,0.5,0.3227848101265822
3,0.5,-0.7025316455696202
3,0.5,-0.056962025316455556
3,0.5,-0.13291139240506333
3,0.5,-0.8164556962025317
3,0.5,-0.8924050632911392
3,0.5,-0.2088607594936709
3,0.5,0.018987341772152
3,0.5,-0.5886075949367089
3,0.5,-0.43670886075949356
3,0.5,-0.360759493670886
3,0.5,-0.3227848101265822
3,0.5,-0.09493670886075956
3,0.5,-0.3227848101265822
3,0.5,-0.13291139240506333
3,0.5,0.1708860759493671
3,0.5,-0.6265822784810127
3,0.5,-0.7025316455696202
3,0.5,-0.09493670886075956
3,0.5,0.05696202531645578
3,0.5,0.018987341772152
3,0.5,0.1708860759493671
3,0.5,-0.2088607594936709
3,0.5,0.47468354430379756
3,0.5,-0.550632911392405
3,0.5,-1.2721518987341773
3,0.5,-0.09493670886075956
3,0.5,-0.13291139240506333
3,0.5,-0.1708860759493671
3,0.5,-0.6645569620253164
3,0.5,-0.3987341772151898
3,0.5,-0.09493670886075956
3,0.5,0.2088607594936709
3,0.5,-0.5126582278481012
3,0.5,-0.056962025316455556
3,0.5,-0.28481012658227844
3,0.5,0.05696202531645578
3,0.5,0.5886075949367089
3,0.5,-0.2088607594936709
3,0.5,0.3227848101265822
3,0.5,-0.1708860759493671
3,0.5,-0.1708860759493671
3,0.5,-0.43670886075949356
3,0.5,-0.09493670886075956
3,0.5,0.6645569620253164
3,0.5,-0.09493670886075956
3,0.5,-0.1708860759493671
3,0.5,0.09493670886075956
3,0.5,-0.3227848101265822
3,0.5,-0.740506329113924
3,0.5,-0.09493670886075956
3,0.5,-0.24683544303797467
3,0.5,-0.1708860759493671
3,0.5,-0.28481012658227844
3,0.5,-0.1708860759493671
3,0.5,-0.5126582278481012
3,0.5,-1.4620253164556962
3,0.5,-0.28481012658227844
3,0.5,-0.018987341772151778
3,0.5,0.09493670886075956
3,0.5,-1.3481012658227849
3,0.5,-0.018987341772151778
3,0.5,-0.24683544303797467
3,0.5,-0.24683544303797467
3,0.5,-0.2088607594936709
3,0.5,-0.43670886075949356
3,0.5,-0.7784810126582278
3,0.5,0.05696202531645578
3,0.5,-0.930379746835443
3,0.5,-0.056962025316455556
3,0.5,-0.018987341772151778
3,0.5,-0.1708860759493671
3,0.5,-0.056962025316455556
3,0.5,-0.13291139240506333
3,0.5,-0.09493670886075956
3,0.5,-0.13291139240506333
3,0.5,-0.018987341772151778
3,0.5,-0.018987341772151778
3,0.5,0.018987341772152
3,0.5,-0.018987341772151778
3,0.5,0.47468354430379756
3,0.5,-0.43670886075949356
3,0.5,0.24683544303797467
3,0.5,-0.018987341772151778
3,0.5,-0.3227848101265822
3,0.5,-0.13291139240506333
3,0.5,-0.1708860759493671
3,0.5,-0.09493670886075956
3,0.5,0.05696202531645578
3,0.5,-0.1708860759493671
3,0.5,-0.740506329113924
3,0.5,0.8544303797468356
3,0.5,-0.056962025316455556
3,0.5,-0.09493670886075956
3,0.5,-0.360759493670886
3,0.5,-0.09493670886075956
3,0.5,-0.09493670886075956
3,0.5,-0.47468354430379733
3,0.5,-0.5886075949367089
3,0.5,-1.5
3,0.5,-0.28481012658227844
3,0.5,-0.24683544303797467
3,0.5,-0.13291139240506333
3,0.5,-0.2088607594936709
3,0.5,-0.550632911392405
3,0.5,-0.360759493670886
3,0.5,-0.13291139240506333
3,0.5,0.3607594936708862
3,0.5,-0.1708860759493671
3,0.5,-0.056962025316455556
3,0.5,0.018987341772152
3,0.5,-0.1708860759493671
3,0.5,-0.2088607594936709
3,0.5,0.2088607594936709
3,0.5,-0.3227848101265822
3,0.5,-1.2721518987341773
3,0.5,-0.43670886075949356
3,0.5,-0.360759493670886
3,0.5,-0.5126582278481012
3,0.5,0.3607594936708862
3,0.5,-0.24683544303797467
3,0.5,-0.018987341772151778
3,0.5,0.018987341772152
3,0.5,-0.13291139240506333
3,0.5,-0.1708860759493671
3,0.5,-0.1708860759493671
3,0.5,-0.1708860759493671
3,0.5,-0.24683544303797467
3,0.5,-0.056962025316455556
3,0.5,1.1962025316455698
3,0.5,0.3227848101265822
3,0.5,-0.360759493670886
3,0.5,-0.740506329113924
3,0.5,-0.550632911392405
3,0.5,-1.120253164556962
3,0.5,-0.2088607594936709
3,0.5,0.4367088607594938
3,0.5,-0.8544303797468354
3,0.5,-0.018987341772151778
