h,coef,se,n_obs,lo90,hi90,lo95,hi95
0,-0.11329329701214874,0.21453720583277536,382,-0.4662070006070642,0.23962040658276673,-0.5337862204443884,0.30719962642009097
1,-0.046108719831806866,0.1716799875943732,381,-0.3285222994245508,0.23630485976093707,-0.3826014955167783,0.29038405585316457
2,-0.08802380948989708,0.24525565663399937,380,-0.49146936465282604,0.3154217456730319,-0.5687248964925358,0.3926772775127417
3,-0.16658682251795653,0.376472664162791,379,-0.7858843550657477,0.45271071002983465,-0.9044732442770269,0.5712995992411138
4,-0.20448591713713427,0.45802135817494555,378,-0.9579310513349197,0.5489592170606512,-1.1022077791600275,0.693235944885759
5,-0.2658623614832152,0.6013517476453002,377,-1.2550859863597341,0.7233612633933036,-1.4445117868680035,0.9127870639015732
6,-0.2739892643862447,0.622091318635051,376,-1.2973294835409035,0.7493509547684141,-1.4932882489109445,0.945309720138455
7,-0.24494406389672463,0.5866520634405709,375,-1.2099867082564637,0.7200985804630144,-1.3947821082402434,0.9048939804467941
8,-0.3967082357969218,0.846310786090129,374,-1.7888894789151841,0.9954730073213405,-2.0554773765335748,1.2620609049397309
9,-0.265123203061961,0.5935989497078592,373,-1.2415934753313893,0.7113470692074674,-1.4285771444893651,0.8983307383654431
10,-0.18955734658871393,0.4734818388729176,372,-0.9684349715346634,0.5893202783572355,-1.1175817507796324,0.7384670576022045
11,-0.155014559421204,0.438443458891368,371,-0.8762540492975044,0.5662249304550964,-1.0143637388482851,0.7043346200058772
12,-0.13404067336938397,0.40596446363743455,370,-0.8018522160529638,0.5337708693141958,-0.9297310220987557,0.6616496753599878
13,-0.15788396018268713,0.4412131259124163,369,-0.883679552308612,0.5679116319432377,-1.022661686971023,0.7068937666056487
14,0.0011799160407690579,0.32178470105189405,368,-0.5281559171895966,0.5305157492711348,-0.6295180980209433,0.6318779301024814
15,0.08822286308202365,0.391779117167007,367,-0.5562537846577028,0.7326995108217501,-0.67966420656531,0.8561099327293573
16,0.21994056396738415,0.6311089826292225,366,-0.8182337124576871,1.2581148403924554,-1.017033041985892,1.4569141699206603
