h,coef,se,n_obs,lo90,hi90,lo95,hi95
22,0.10921396853000961,0.09561794160613582,174,-0.04807754541208381,0.26650548247210304,-0.07819719701801658,0.2966251340780358
23,0.13489059370660986,0.08804816493351772,174,-0.009948637609026784,0.2797298250222465,-0.03768380956308487,0.3074649969763046
24,0.11079204828443646,0.09149386506659114,174,-0.03971535975010597,0.2612994563189789,-0.06853592724608217,0.2901200238149551
25,0.13918998784248304,0.0850592466987977,174,-0.0007324729770391836,0.27911244866200524,-0.027526135687160447,0.30590611137212653
26,0.11258261344300138,0.08825650617241725,174,-0.032599339210624995,0.2577645660966278,-0.0604001386549364,0.28556536554093914
27,0.1025542233435089,0.09231646853498555,174,-0.04930636739654233,0.25441481408356015,-0.07838605498506278,0.28349450167208057
28,0.11796692415538554,0.08629556396294548,174,-0.02398927856365979,0.25992312687443087,-0.05117238121198761,0.28710622952275866
29,0.15297911283274165,0.0871433671283585,174,0.009628273906591905,0.29632995175889143,-0.017821886738840997,0.3237801124043243
30,0.12431983516168925,0.09335527730391982,174,-0.029249596003258868,0.27788926632663735,-0.058656508353993594,0.3072961786773721
31,0.10094039939323597,0.09799399507914562,174,-0.06025972251195859,0.2621405212984305,-0.09112783096188944,0.2930086297483614
32,0.11228510669263632,0.09952607887511833,174,-0.051435293056933326,0.27600550644220595,-0.08278600790259559,0.3073562212878682
33,0.08531653003892158,0.10581452782258427,174,-0.08874836822922956,0.2593814283070727,-0.1220799444933436,0.29271300457118676
34,0.03725619286811084,0.09898831263738056,174,-0.12557958142038017,0.20009196715660188,-0.15676089990115505,0.23127328563737676
35,0.032558479345708324,0.0994542453126057,174,-0.13104375419352807,0.19616071288494472,-0.16237184146699885,0.2274888001584155
36,-0.03580644832619537,0.09063617556616858,174,-0.18490295713254268,0.11329006048015194,-0.21345335243588578,0.14184045578349505
37,-0.0472885944265028,0.09273456498493951,174,-0.19983695382672828,0.10525976497372269,-0.22904834179698425,0.13447115294397866
38,-0.08599980527578874,0.08796291785659222,174,-0.23069880514988295,0.05869919459830547,-0.25840712427470947,0.08640751372313199
39,-0.09648351725436224,0.09399803670366125,174,-0.25111028763188503,0.058143253123160515,-0.2807196691935383,0.08775263468481379
40,-0.14523317500010255,0.09660436097326171,174,-0.30414734880111804,0.013680998800912975,-0.33457772250769546,0.04411137250749039
41,-0.17649375680333626,0.09976929888160845,174,-0.34061425346358215,-0.01237326014309037,-0.37204158261128883,0.019054069004616286
42,-0.11804997108189359,0.09506814798877188,174,-0.2744370745234233,0.038337132359636136,-0.30438354113988647,0.06828359897609927
43,-0.12011905954286219,0.09011320370989866,174,-0.2683552796456455,0.028117160559921098,-0.29674093881426356,0.05650281972853917
44,-0.12220150519395569,0.07920046855906404,174,-0.25248627597361606,0.008083265585704671,-0.2774344235697212,0.03303141318180984
45,-0.14275521993073964,0.07955479964534676,174,-0.27362286534733504,-0.011887574514144211,-0.2986826272356193,0.013172187374139999
46,-0.11718272828392007,0.0853392571938164,174,-0.25756580636774806,0.0232003497999079,-0.2844476723838002,0.05008221581596006
47,-0.0926436570122206,0.10043092051907893,174,-0.25785252126610547,0.07256520724166424,-0.2894882612296153,0.10420094720517409
48,-0.1174821443857427,0.11332702238628103,174,-0.303905096211175,0.06894080743968961,-0.33960310826285356,0.10463881949136813
