r2_ar2_insample,r2_ols_insample,r2_ols_oos,r2_rf_oos,r2_xgb_oos,ml_gain_rf,ml_gain_xgb,rf_partial_r2,xgb_partial_r2
0.9811145898745085,0.9969150859096956,0.9962425992877156,0.9793436631047392,0.9805307328672141,-0.016898936182976443,-0.015711866420501486,0.0022610523236984426,0.0037136353874388517
