dyad,h,coef,se,lo90,hi90
Germany,22,1.843912922169693,1.4757178719379205,-0.5836429771681861,4.271468821507572
Germany,23,1.4202010388144117,1.6490196378494923,-1.292436265448003,4.132838343076827
Germany,24,1.7544155308096379,1.698115745842794,-1.0389848711017584,4.547815932721035
Germany,25,1.5901188941170403,1.7537567280901547,-1.2948109235912644,4.475048711825345
Germany,26,1.7550521108751127,1.7846588362949423,-1.1807116748300674,4.690815896580293
Germany,27,1.7794026626870618,1.7347232885104305,-1.0742171469125963,4.63302247228672
Germany,28,2.4018255662704178,1.7639762151719722,-0.4999153076874765,5.3035664402283125
Germany,29,2.1390226776093186,1.7415350633265487,-0.7258025015628542,5.0038478567814915
Germany,30,2.1298498780633963,1.8941072956234275,-0.9859566232371422,5.245656379363934
Germany,31,1.885461916874192,1.8545470975760971,-1.165268058638488,4.936191892386872
Germany,32,2.099236429978191,1.8464064289184765,-0.9381021455927026,5.136575005549085
Germany,33,1.938847377554339,1.6035813958866385,-0.6990440186791815,4.576738773787859
Germany,34,1.808700969999336,1.3985125432056866,-0.4918521635740185,4.10925410357269
Germany,35,1.467456862625113,1.4687527289686921,-0.9486413765283856,3.8835551017786116
Germany,36,1.4529939539970655,1.4360408213474947,-0.9092931971195632,3.8152811051136943
Germany,37,1.2062884053666494,1.4143947780776784,-1.1203910045711316,3.5329678153044304
Germany,38,1.663630802933767,1.3298081059447138,-0.5239035313452871,3.851165137212821
Germany,39,1.615141732378106,1.3231690294019651,-0.5614713209881264,3.7917547857443386
Germany,40,1.8078343971719733,1.3079842720208912,-0.34379973030239297,3.9594685246463395
Germany,41,1.1437003633436689,1.290502449836194,-0.9791761666368703,3.266576893324208
Germany,42,1.0377833954335074,1.2926601651396572,-1.0886425762212286,3.1642093670882434
Germany,43,1.2448733755700232,1.2982037201233843,-0.8906717440329439,3.3804184951729903
Germany,44,1.328284694442118,1.2124000275993716,-0.6661133509588482,3.322682739843084
Germany,45,1.6887104279667255,1.2026699725365808,-0.2896816768559498,3.667102532789401
Germany,46,2.060022986297554,1.24560750062892,0.010998647762980429,4.109047324832128
Germany,47,1.9878897225025867,1.3035659409995755,-0.15647625044171498,4.132255695446888
Germany,48,2.129866905572271,1.3792479740277632,-0.13899601170339926,4.398729822847942
India,0,-0.07207714787796249,0.09202932093878756,-0.22346538082226802,0.07931108506634305
India,1,-0.07763177339802496,0.13054211639259222,-0.2923735548638392,0.13711000806778925
India,2,-0.07592566271478063,0.16496148563381957,-0.3472873065824138,0.19543598115285254
India,3,-0.2962425755672484,0.21125304879980192,-0.6437538408429226,0.05126868970842574
India,4,-0.14688696676716972,0.25927664970483766,-0.5733970555316277,0.2796231219972882
India,5,-0.11498355812614136,0.2857914617859321,-0.5851105127639997,0.355143396511717
India,6,-0.07746952799607243,0.28123565275127027,-0.5401021767719121,0.38516312077976717
India,7,-0.0874028926682513,0.27709412538719536,-0.5432227289301876,0.36841694359368504
India,8,-0.010732843000141656,0.2947277540756652,-0.4955599984546109,0.4740943124543276
India,9,0.03392175179169499,0.31421339619105515,-0.48295928494259077,0.5508027885259807
India,10,-0.22850489634856785,0.3134784884519054,-0.7441770098519522,0.2871672171548165
India,11,-0.19583312868076064,0.3117052422931585,-0.7085882522530064,0.3169219948914851
India,12,-0.13172167883135444,0.3404304582772013,-0.6917297826973506,0.42828642503464176
India,13,-0.20087664044444864,0.3711494075195019,-0.8114174158140293,0.409664134925132
India,14,-0.3196859337508613,0.40592696645030996,-0.9874357935616211,0.34806392605989855
India,15,-0.4460768913586435,0.43631998309158065,-1.1638232635442938,0.2716694808270067
India,16,-0.4229043687594185,0.4653548306282708,-1.188413065142924,0.342604327624087
India,17,-0.37767173641577756,0.43961300038910706,-1.1008351220558588,0.34549164922430353
India,18,-0.3126045875910677,0.4262340746914909,-1.01375964045857,0.3885504652764348
India,19,-0.3945623390363835,0.45246388944329635,-1.138865437170606,0.34974075909783897
India,20,-0.4582446295946738,0.4514104335322698,-1.2008147927552577,0.28432553356590995
India,21,-0.5078020680857662,0.46251479682819946,-1.2686389088681542,0.2530347726966219
India,22,-0.4667310991485465,0.42530453845017496,-1.1663570648990844,0.23289486660199132
India,23,-0.419877211355697,0.42386525267881653,-1.1171355520123503,0.27738112930095615
India,24,-0.585335092250034,0.45824804040350536,-1.3391531187138002,0.16848293421373228
India,25,-0.6746769485100685,0.5129526126134197,-1.5184839962591439,0.1691300992390069
India,26,-0.33585623718590796,0.520352850336031,-1.191836675988679,0.520124201616863
India,27,-0.33369330457867363,0.5364699897869776,-1.2161864377782519,0.5487998286209045
India,28,-0.14083150208284678,0.4714565501134496,-0.9163775270194714,0.6347145228537778
India,29,-0.023976338555030452,0.44680697194539787,-0.7589738074052099,0.711021130295149
India,30,-0.05378664560817015,0.47410786347595585,-0.8336940810261175,0.7261207898097772
India,31,0.07528905648450746,0.5343395090483212,-0.8036994358999808,0.9542775488689957
India,32,0.39016909326460336,0.5229213146245578,-0.4700364692927943,1.250374655822001
