h,coef_2sls,lo90_2sls,hi90_2sls,ar_lo,ar_hi
0,-0.021687161993812154,-0.0677962748471921,0.02442195085956779,-0.06893481196810028,0.022560637188457716
6,-0.15834210515102143,-0.26985870007502066,-0.04682551022702219,-0.27261229421425265,-0.051327166187042916
12,-0.020067223557269642,-0.1551777356623045,0.11504328854776522,-0.15851391638531365,0.10958920305946995
18,0.027956665252489188,-0.10373478317209603,0.1596481136770744,-0.10270262830190713,0.1586159588068854
24,0.12527325257770627,-0.028713528395279103,0.2792600335506916,-0.02750662993811015,0.27304395861759423
36,0.15194376721218106,0.010456315196316818,0.29343121922804527,0.011565247966180192,0.2923222864581819
48,0.005655487680705562,-0.1606287298799897,0.17193970524140081,-0.15932544810244043,0.16522721245456806
