h,coef,se,n_obs,lo90,hi90,lo95,hi95
29,0.19059986912012009,0.08064412210271527,353,0.057940288261153466,0.32325944997908673,0.032537389798798166,0.348662348441442
30,0.20339256625596283,0.0907997838594075,352,0.054026921807237505,0.35275821070468816,0.02542498989152414,0.3813601426204015
31,0.13700585969753562,0.10806483489122387,351,-0.04076079369852764,0.3147725130935989,-0.07480121668926315,0.3488129360843344
32,0.214463020751516,0.09436203112598553,350,0.059237479549269806,0.3696885619537622,0.02951343974458437,0.3994126017584476
33,0.22787122809509042,0.07968047799363209,349,0.09679684179556564,0.3589456143946152,0.07169749122757152,0.3840449649626093
34,0.28623212812751286,0.09564579573955241,348,0.12889479413594915,0.44356946211907655,0.09876636847799014,0.4736978877770356
35,0.24140033419033818,0.09135082862327158,347,0.09112822110505642,0.39167244727561995,0.06235271008872589,0.4204479582919505
36,0.1608562783969234,0.08310237293281163,346,0.024152874922448275,0.29755968187139853,-0.0020243725513873767,0.3237369293452342
37,0.14914004053711366,0.08089251652586002,345,0.016071850852073938,0.28220823022215336,-0.009409291853571977,0.3076893729277993
38,0.11010430153902515,0.0826252060826048,344,-0.025814162466859747,0.24602276554491004,-0.051841102382880255,0.27204970546093055
39,0.10561642984061155,0.08837319991241895,343,-0.039757484015317604,0.2509903436965407,-0.06759504198772957,0.27882790166895266
40,0.1011836659371511,0.09441524579120357,342,-0.05412941338937878,0.256496745263681,-0.08387021581360789,0.2862375476879101
41,0.07612919816276634,0.1022420733436989,341,-0.09205901248761836,0.24431740881315103,-0.12426526559088352,0.2765236619164162
42,0.0753784242398454,0.09760000625313847,340,-0.08517358604656737,0.23593043452625817,-0.11591758801630599,0.2666744364959968
43,0.07352984011758791,0.08674300085165972,339,-0.06916239628339231,0.21622207651856812,-0.09648644155166512,0.24354612178684093
44,0.08741866255804098,0.0845902187441516,338,-0.05173224727608838,0.22656957239217035,-0.07837816618049614,0.2532154912965781
45,0.04170833031011221,0.09194101983016303,337,-0.109534647310506,0.1929513079307304,-0.13849606855700733,0.22191272917723173
46,0.10504328949750508,0.10873005116909286,336,-0.07381764467565269,0.2839042236706628,-0.10806761079391691,0.31815418978892707
47,0.06725269221794468,0.09410753969602777,335,-0.087554210582021,0.22205959501791034,-0.11719808558626975,0.2517034700221591
48,0.03514428542910128,0.09856555899309598,334,-0.1269960591145416,0.19728462997274415,-0.15804421019736684,0.2283327810555694
