h,coef_2sls,lo90_2sls,hi90_2sls,ar_lo,ar_hi
0,-0.021687161993812154,-0.0677962748471921,0.02442195085956779,-0.07043473736410943,0.027060413376485154
6,-0.15834210515102143,-0.26985870007502066,-0.04682551022702219,-0.28712279441275823,-0.029561415889284515
12,-0.020067223557269642,-0.1551777356623045,0.11504328854776522,-0.17609444880792235,0.13596000169338307
18,0.027956665252489188,-0.10373478317209603,0.1596481136770744,-0.12840609588637852,0.1843194263913568
24,0.12527325257770627,-0.028713528395279103,0.2792600335506916,-0.037524982889966974,0.2880714880453794
36,0.15194376721218106,0.010456315196316818,0.29343121922804527,-0.025255347245885518,0.32914288167024774
48,0.005655487680705562,-0.1606287298799897,0.17193970524140081,-0.18637150314885775,0.19768247851026888
