h,coef,se,n
0,-0.0932955683242745,0.15774490902893024,284
6,-0.15437261890395174,0.16397462980386476,282
12,0.07696813685598076,0.2219519203357079,276
24,0.14221823111756554,0.2386627500290382,264
36,-0.09114155161038723,0.567036654466963,252
48,0.17768114199762994,0.6284085874071335,240
