date,lwip,lgop,lwti,lpri,pri,u_wip,u_gop,pri_jp,pri_aus,pri_cds,pri_fra,pri_ger,pri_india,pri_indo,pri_pak,pri_rus,pri_vn,pri_uk,Period,lpri_jp,dlpri_jp,lpri_aus,dlpri_aus,lpri_cds,dlpri_cds,lpri_fra,dlpri_fra,lpri_ger,dlpri_ger,lpri_india,dlpri_india,lpri_indo,dlpri_indo,lpri_pak,dlpri_pak,lpri_rus,dlpri_rus,lpri_vn,dlpri_vn,lpri_uk,dlpri_uk,dlpri,llwip,llgop,l2lwip,l2lgop,d2pri,d2pri_jp,vix,lgold,lbrent,tb3ms,gs10,tedrate,reer,indpro,cny_usd,dxy,us_spread,us_ig_oas,us_bbb_oas,em_oas,bdi,gscpi,epu,term_spread,lreer,dvix,lbdi,lip,lepu,cny_vol,ldxy,brent_wti_spread
1990-01-01,4.135465552038807,4.109584311746399,2.8768162433604516,-0.5688248987322411,-0.5999999999999927,2.890270779,-0.340788195529255,3.399999999999997,1.7000000000000002,-6.299999999999997,0.9000000000000008,2.700000000000002,-2.499999999999997,-3.7000000000000006,6.299999999999995,0.30000000000000004,-6.800000000000003,2.0999999999999996,360.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6418538689613342,0.0,1.3083328008651733,0.0,-1.2527629137039185,0.0,-1.5475624799728394,0.0,1.9878743886947632,0.0,0.2623642683029175,0.0,-2.054123640060425,0.0,1.1314021348953247,0.0,0.0,4.139441013336182,4.118795871734619,4.131744861602783,4.124588489532471,-0.10000000149011612,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,4.139524248198193,4.113802048264543,2.8490794560394908,-0.7326682560454053,-0.7999999999999927,0.997852803,1.76621221018541,3.399999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.499999999999997,-3.7000000000000006,6.299999999999995,0.30000000000000004,-6.800000000000003,2.0999999999999996,361.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.05129331350326538,1.3083328008651733,0.0,-1.2527629137039185,0.0,-1.5475624799728394,0.0,1.9878743886947632,0.0,0.2623642683029175,0.0,-2.054123640060425,0.0,1.1314021348953247,0.0,-0.16384336352348328,4.135465621948242,4.109584331512451,4.139441013336182,4.118795871734619,-0.20000000298023224,0.0,23.910500049591064,6.016425416397235,3.056442453207576,7.64,8.21,0.63,,61.729,4.7339,,1.68,,,,2800.79,,,0.5700000000000012,,,7.9376567992256275,4.122753836695779,,0.1373896699147926,,0.1796262098471244
1990-03-01,4.143738195061332,4.128462905396807,2.7648802389313962,-0.8088669356527773,-0.8999999999999927,-6.8534674,1.59064053334787,3.399999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.399999999999997,-3.7000000000000006,6.299999999999995,0.6000000000000001,-6.800000000000003,2.0999999999999996,362.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.2237753868103027,0.028987526893615723,-1.5475624799728394,0.0,1.9878743886947632,0.0,0.4700036346912384,0.20763936638832092,-2.054123640060425,0.0,1.1314021348953247,0.0,-0.07619868218898773,4.139524459838867,4.113801956176758,4.135465621948242,4.109584331512451,0.10000000149011612,0.0,23.262631767674495,6.032630482473802,2.986363523549891,7.74,8.47,0.61,,62.2896,4.7339,,1.68,,,,2876.68001,,,0.7300000000000004,,-0.6478682819165691,7.964392133869058,4.131794477668938,,0.1373896699147926,,0.13728406751040012
1990-04-01,4.133442190877719,4.123999363091875,2.6683266462620705,-0.8088669356527773,-0.8999999999999927,-4.485259791,-0.238662691053113,3.399999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.1999999999999966,-3.7000000000000006,6.299999999999995,1.1,-6.800000000000003,2.0999999999999996,363.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.1631507873535156,0.06062459945678711,-1.5475624799728394,0.0,1.9878743886947632,0.0,0.7419373393058777,0.2719337046146393,-2.054123640060425,0.0,1.1314021348953247,0.0,0.0,4.143738269805908,4.128462791442871,4.139524459838867,4.113801956176758,0.10000000149011612,0.0,20.06227259202437,5.97396227197184,2.911658725675654,7.9,8.59,0.7,,62.5999,4.7339,,1.58,,,,2933.731822727273,,,0.6899999999999995,,-3.2003591756501244,7.98403055122862,4.136763680660687,,0.0,,0.14677848674425764
1990-05-01,4.144599843059943,4.114774607029828,2.6480353855701897,-0.8088669356527773,-0.8999999999999927,-3.758462253,0.730446640101484,3.399999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.1999999999999966,-3.7000000000000006,6.299999999999995,1.1,-6.800000000000003,2.0999999999999996,364.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.1631507873535156,0.0,-1.5475624799728394,0.0,1.9878743886947632,0.0,0.7419373393058777,0.0,-2.054123640060425,0.0,1.1314021348953247,0.0,0.0,4.133442401885986,4.12399959564209,4.143738269805908,4.128462791442871,0.0,0.0,21.40349998474121,5.924897302835869,2.8101316623218655,7.77,8.79,0.9,,62.4359,4.7339,,1.5,,,,2994.6111111111113,,,1.0199999999999996,,1.3412273927168386,8.004569656079127,4.134140430454805,,0.0,,0.141805016059795
1990-06-01,4.148147853929191,4.101144225359306,2.5640014339353754,-0.8088669356527773,-0.8999999999999927,-0.767166099,-0.346604302446064,3.599999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.1999999999999966,-3.7000000000000006,6.299999999999995,1.2000000000000002,-6.800000000000003,2.0999999999999996,365.0,1.5260562896728516,0.04445171356201172,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.1631507873535156,0.0,-1.5475624799728394,0.0,1.9878743886947632,0.0,0.7884573340415955,0.04651999473571777,-2.054123640060425,0.0,1.1314021348953247,0.0,0.0,4.144599914550781,4.114774703979492,4.133442401885986,4.12399959564209,0.0,0.20000000298023224,18.09772725538774,5.910932136216061,2.7943668924091614,7.74,8.76,0.62,,62.6258,4.7339,,1.71,,,,2983.1363636363635,,,1.0199999999999996,,-3.305772729353471,8.00073049705904,4.137177333774534,,0.0,,0.14633150683897167
1990-07-01,4.147998434917729,4.10287147125,2.6589994665888073,-0.8088669356527773,-0.8999999999999927,7.740614638,-0.89974187617403,3.599999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.1999999999999966,-1.3000000000000007,6.299999999999995,1.4000000000000001,-6.800000000000003,2.0999999999999996,366.0,1.5260562896728516,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.1631507873535156,0.0,-0.832909107208252,0.7146533727645874,1.9878743886947632,0.0,0.8754687309265137,0.08701139688491821,-2.054123640060425,0.0,1.1314021348953247,0.0,0.0,4.148148059844971,4.101144313812256,4.144599914550781,4.114774703979492,0.0,-0.20000000298023224,16.822380837940035,5.864568236419437,2.71501005203727,7.73,8.48,0.63,,62.8382,4.7339,,1.79,,,,3212.85,,,0.75,,-1.2753464174477038,8.07491367268526,4.140563168801484,,0.0,,0.1510086181018946
1990-08-01,4.153454625909485,4.042448138620265,3.027663800899006,-0.8088669356527773,-0.8999999999999927,6.449692647,-7.92903356128256,3.599999999999997,1.7000000000000002,-6.299999999999997,1.0000000000000009,2.700000000000002,-2.1999999999999966,-0.7000000000000007,6.299999999999995,1.4000000000000001,-6.800000000000003,2.0999999999999996,367.0,1.5260562896728516,0.0,0.9932518005371094,0.0,-1.9878743886947632,0.0,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.1631507873535156,0.0,-0.5306282639503479,0.30228084325790405,1.9878743886947632,0.0,0.8754687309265137,0.0,-2.054123640060425,0.0,1.1314021348953247,0.0,0.0,4.147998332977295,4.102871417999268,4.148148059844971,4.101144313812256,0.0,0.0,18.39285727909633,5.893107229491114,2.8431107270365525,7.62,8.47,0.49,,62.7284,4.7339,,1.77,,,,3451.181818181818,,,0.8500000000000005,,1.5704764411562948,8.146472007361226,4.13881429564595,,0.0,,0.18411126044774528
1990-09-01,4.155459730367675,4.086211175725372,3.235699546820326,-0.8088669356527773,-0.8999999999999927,9.528901568,2.06353345534928,3.299999999999997,1.7000000000000002,-6.099999999999997,1.0000000000000009,2.700000000000002,-2.1999999999999966,-0.7000000000000007,6.299999999999995,1.4000000000000001,-5.5000000000000036,2.0999999999999996,368.0,1.4586150646209717,-0.06744122505187988,0.9932518005371094,0.0,-1.9600948095321655,0.027779579162597656,0.6931471824645996,0.0,1.3083328008651733,0.0,-1.1631507873535156,0.0,-0.5306282639503479,0.0,1.9878743886947632,0.0,0.8754687309265137,0.0,-1.8718022108078003,0.1823214292526245,1.1314021348953247,0.0,0.0,4.153454780578613,4.042448043823242,4.147998332977295,4.102871417999268,0.0,-0.30000001192092896,28.175217255302098,5.978201986874404,3.302017405002643,7.45,8.75,0.67,,62.9475,4.7339,,1.69,,,,3110.318181818182,,,1.2999999999999998,,9.782359976205768,8.04248030920634,4.142301045642955,,0.0,,0.27435360410363696
1990-10-01,4.1547875204798865,4.0919120727837175,3.293167973677838,-0.8088669356527773,-0.8999999999999927,-0.974249357,-0.977700161262485,3.3999999999999972,1.7000000000000002,-6.099999999999997,1.0000000000000009,2.5000000000000018,-2.1999999999999966,-0.7000000000000007,6.299999999999995,1.6,-5.5000000000000036,2.0999999999999996,369.0,1.4816045761108398,0.022989511489868164,0.9932518005371094,0.0,-1.9600948095321655,0.0,0.6931471824645996,0.0,1.2527629137039185,-0.05556988716125488,-1.1631507873535156,0.0,-0.5306282639503479,0.0,1.9878743886947632,0.0,0.9555114507675171,0.08004271984100342,-1.8718022108078003,0.0,1.1314021348953247,0.0,0.0,4.155459880828857,4.086211204528809,4.153454780578613,4.042448043823242,0.0,0.4000000059604645,29.10736836885151,5.964401627558293,3.552458175502739,7.36,8.89,1.17,,62.9523,4.7339,,1.94,,,,2977.55,,,1.5300000000000002,,0.9321511135494127,7.998856093699712,4.142377296756973,,0.0,,0.31675862868241333
1990-11-01,4.149967993022577,4.1054887181362645,3.184638932108805,-0.7326682560454053,-0.7999999999999927,0.305731877,0.637046214822562,3.3999999999999972,1.7000000000000002,-6.099999999999997,1.300000000000001,2.5000000000000018,-2.1999999999999966,-0.40000000000000074,6.299999999999995,1.6,-5.5000000000000036,2.0999999999999996,370.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9600948095321655,0.0,0.832909107208252,0.13976192474365234,1.2527629137039185,0.0,-1.1631507873535156,0.0,-0.3364722430706024,0.19415602087974548,1.9878743886947632,0.0,0.9555114507675171,0.0,-1.8718022108078003,0.0,1.1314021348953247,0.0,0.07619868218898773,4.154787540435791,4.091912269592285,4.155459880828857,4.086211204528809,0.10000000149011612,-0.10000000149011612,29.625652479088824,5.942116727477643,3.5841467606581725,7.17,8.72,0.95,,62.5845,4.7339,,2.13,,,,2949.190476190476,,,1.5500000000000007,,0.5182841102373139,7.989285996824535,4.136517643613296,,0.0,,0.29097878698033464
1990-12-01,4.147896229564655,4.108969724580772,3.014080057391301,-0.65266656608235,-0.6999999999999927,-4.446716592,0.915094960841902,3.3999999999999972,1.7000000000000002,-6.099999999999997,1.400000000000001,2.5000000000000018,-2.1999999999999966,-0.40000000000000074,6.299999999999995,1.7000000000000002,-5.5000000000000036,2.0999999999999996,371.0,1.4816045761108398,0.0,0.9932518005371094,0.0,-1.9600948095321655,0.0,0.8754687309265137,0.04255962371826172,1.2527629137039185,0.0,-1.1631507873535156,0.0,-0.3364722430706024,0.0,1.9878743886947632,0.0,0.9932518005371094,0.037740349769592285,-1.8718022108078003,0.0,1.1314021348953247,0.0,0.08000168949365616,4.149968147277832,4.1054887771606445,4.154787540435791,4.091912269592285,0.0,0.0,24.885714394705637,5.944713552418529,3.4985440539005013,7.06,8.39,1.29,,61.7887,5.2352,,2.27,,,,2986.181818181818,,,1.330000000000001,,-4.739938084383187,8.001750866460345,4.12372049984849,,0.05811357291777009,,0.3139051217916964
