h,coef,se,n
0,0.07783444223377955,0.3961082415662459,189
1,0.090231147452414,0.5985036810390473,188
2,0.34053562773897283,0.9087788191394521,187
3,0.539580830369232,1.482495815128441,186
4,0.11161859791627649,0.8304697146797984,185
5,0.1177068425017751,0.8660950707925255,184
6,0.3347598953546367,1.1918185310606848,183
7,-0.20757890326513007,1.3380609775764796,182
8,-0.22800686047776253,1.3107202337455703,181
9,-0.0025734168007147673,1.016064737627858,180
10,0.885106296934282,2.0739004533661216,179
11,1.196846888266009,3.1432869981452356,178
12,1.3816017613062286,3.8007691288455674,177
13,0.5984294808913546,1.684468291382407,176
14,0.4012982366398319,1.0559335944114072,175
15,0.06865754737759744,0.8596799732836348,174
16,0.15191961276741495,0.5419762862893992,173
17,0.7815899675181299,2.0262965630400234,172
18,-0.9698019507927711,3.7851237719753033,171
19,-1.6379586197883782,5.524008297211383,170
20,-0.4761420781172774,1.7531805956434794,169
21,-0.10359108755130819,1.4327578534767842,168
22,-1.0417841660570275,3.514355326944662,167
23,-0.5117823002758541,2.1589480228089752,166
24,0.011338108451354856,1.0157017266286366,165
25,0.1644768405824948,1.0957353613169283,164
26,-0.42727841089742924,2.0561291460868576,163
27,0.23848589502726014,0.8931867189769231,162
28,0.8307291824434699,2.3607799929636006,161
29,1.0837265868202905,3.1402775596824934,160
30,1.813231798769607,5.45816830076304,159
31,1.3779289623997215,4.526226144895781,158
32,1.1345010561840354,3.808319734675799,157
33,0.9413511052979402,3.0614510594772364,156
34,0.7201923971236965,2.149085494750096,155
35,0.1326255505739482,0.8860654377975811,154
36,-0.30889335306778776,1.6585347230371306,153
37,0.671268542069356,1.625043901001648,152
38,0.2902471251081806,0.8870046902220309,151
39,-0.1174472691138817,0.9495894376738273,150
40,0.8173186594945037,2.2874493336849158,149
41,1.5873211868542967,4.331759564153676,148
42,1.2614746903918785,3.8096933335476746,147
43,1.2902442105487353,3.6665245395012422,146
44,2.885243645794617,13.3349240170469,145
45,4.0812637260160045,18.669053260609978,144
46,4.502121254366102,20.360711502925465,143
47,4.53455329953249,23.82726581577564,142
48,3.5034995771693502,17.389450138059647,141
