Period_dt,lwti,lpri,d2pri,llwip,dllgop,dl2lgop,vix,gs10,brent,gold,bdi,cny_usd,indpro,gpr_chn_l1,gpr_usa_l1,L1_lwti,L2_lwti,L3_lwti,L1_lpri,L2_lpri,composite_gpr,delta2_cgi,delta1_cgi,gdelt_score_z,icews_score_z,swb_score_z,nyt_score_z,sentiment_score_z
1990-12-01,3.014080057391301,-0.65266656608235,0.0,4.149968,0.013576508,0.005701065,24.88571439470564,8.39,-0.0856027067576712,0.0025968249408858,0.01246486963581,0.1006556609029365,-0.0127971437648062,0.4958877563476562,4.112239837646484,3.184638932108805,3.293167973677838,3.235699546820326,-0.7326682560454053,-0.8088669356527773,1.2016305078194762,1.7543803159371567,1.8026413417945149,3.0,,0.39290088348451135,0.21199063997391693,
1991-01-01,2.9193545811678483,-0.65266656608235,-0.1,4.1478963,0.0034809113,0.013576508,23.363000106811523,8.08,-0.1566190837034171,-0.012600999760818,0.0337836705857306,0.0,-0.0073665965881337,0.2029273360967636,3.9765121936798096,3.014080057391301,3.184638932108805,3.293167973677838,-0.65266656608235,-0.7326682560454053,0.8725301279785439,-2.1317417216354473,-0.3291003798409323,0.8725301279785439,,,,
1991-02-01,2.7229241959568555,-0.65266656608235,0.0,4.149921,-0.0040602684,0.0034809113,27.429091106761582,8.09,-0.1821045444740372,0.0175920602020394,-0.0020677944427678,0.0,-0.0032611910765636,0.2514294981956482,9.602984428405762,2.9193545811678483,3.014080057391301,3.184638932108805,-0.65266656608235,-0.65266656608235,-2.5893869975574804,-3.1328167456950924,-3.4619171255360244,-2.5893869975574804,,,,
1991-03-01,2.690085646126911,-0.65266656608235,0.0,4.1428766,-0.0051369667,-0.0040602684,21.59842109680176,7.85,-0.1875615083546979,-0.0530178872839073,0.1041889627146819,0.0,-0.0074159360650281,0.3037070035934448,8.503796577453613,2.7229241959568555,2.9193545811678483,3.014080057391301,-0.65266656608235,-0.65266656608235,-0.7220261928037095,5.329277930289795,1.8673608047537709,-1.4815735173859526,,,0.03752113177853351,
1991-04-01,2.735213086047495,-0.65266656608235,0.0,4.138894,0.0042204857,-0.0051369667,17.918499851226805,8.11,-0.0234872326778603,-0.001347690565244,0.0697188648732058,0.0,-0.0057710392662917,0.2415063381195068,3.819074869155884,2.690085646126911,2.7229241959568555,2.9193545811678483,-0.65266656608235,-0.65266656608235,0.10072495758289834,-1.044609654367163,0.8227511503866078,-0.5225708032076152,,,0.7240207183734119,
1991-05-01,2.7513470068555343,-0.65266656608235,0.0,4.1461363,-0.0233531,0.0042204857,17.37272735075517,8.04,0.0050963847648035,-0.0137451590383292,0.0082945217511571,0.0129807872721905,0.0026351435941132,0.2490359842777252,2.4060089588165283,2.735213086047495,2.690085646126911,2.7229241959568555,-0.65266656608235,-0.65266656608235,-0.09920568022593418,-1.0226817881954404,-0.19993063780883252,-0.7096129927415394,,,0.5112016322896711,
1991-06-01,2.6979503492674155,-0.5688248987322413,0.1,4.1506424,-0.0029945374,-0.0233531,16.932272737676445,8.07,0.0003554207626832,-0.0039981600237997,0.0120433088487832,0.0085237922906864,0.0093701506011978,0.2772677838802337,2.1132302284240723,2.7513470068555343,2.735213086047495,2.690085646126911,-0.65266656608235,-0.65266656608235,-0.49799632889689993,-0.19886001086213323,-0.39879064867096575,-0.9065106170885795,,-0.08948204070522031,,
1991-07-01,2.755370857292282,-0.5688248987322413,-0.1,4.1522126,0.0032577515,-0.0029945374,17.13499994277954,8.28,-0.0545892067093212,0.0270028981378507,-0.0298372027493751,0.0037320438913193,0.0080704132490545,0.2818019390106201,2.1353442668914795,2.6979503492674155,2.7513470068555343,2.735213086047495,-0.5688248987322413,-0.65266656608235,0.05238059249605155,0.9491675700639173,0.5503769213929515,0.06724005321356967,,,0.037521131778533424,
1991-08-01,2.764872351047766,-0.5688248987322413,0.0,4.153505,0.016630173,0.0032577515,17.294090964577414,8.27,0.0654818899308979,0.0026415777673216,0.0798793518097902,-0.0015844171262751,0.0027966918655684,0.2810149490833282,2.6572444438934326,2.755370857292282,2.6979503492674155,2.7513470068555343,-0.5688248987322413,-0.5688248987322413,-0.023718948852837467,-0.6264764627418404,-0.07609954134888902,-2.1368488112129023,,0.1975052686228476,1.8681866960315423,
1991-09-01,2.769710496528017,-0.5688248987322413,0.0,4.153055,-0.0116353035,0.016630173,15.681363712657582,7.9,0.019187404290816,-0.0314390533993833,0.0168544575849196,0.0047828726944032,-1.1339677612909329e-05,0.2112361341714859,2.526709079742432,2.764872351047766,2.755370857292282,2.6979503492674155,-0.5688248987322413,-0.5688248987322413,1.3466428092535034,1.44646129945523,1.370361758106341,1.3466428092535034,,,,
1991-10-01,2.82908891820611,-0.5688248987322413,0.0,4.15602,0.017308235,-0.0116353035,16.956499767303466,7.65,0.0362142193125096,-0.0214744795649108,-0.0129647468548981,0.0006867048645426,0.0079016589511224,0.2104260176420211,2.7077460289001465,2.769710496528017,2.764872351047766,2.755370857292282,-0.5688248987322413,-0.5688248987322413,-0.8475169863561803,-3.5645215537160246,-2.194159795609684,-2.300893903762812,,,0.6058599310504513,
1991-11-01,2.7913253699306564,-0.5688248987322413,0.0,4.1588306,-0.00073719025,0.017308235,16.36391299703847,7.53,0.0798486414836157,0.0281318468103197,0.0194904415418211,0.0008345465651318,-0.0005466018382946,0.2407792508602142,2.334829092025757,2.82908891820611,2.769710496528017,2.764872351047766,-0.5688248987322413,-0.5688248987322413,-0.45054481280837144,2.5911319691574928,0.3969721735478089,-0.2356756374196735,,,-0.6654139881970693,
1991-12-01,2.647754155303587,-0.5688248987322413,0.0,4.1591544,0.0040545464,-0.00073719025,17.77350010871887,7.42,-0.0506872516908223,0.0041176365108848,0.0406217513631244,0.003164940314829,-0.0015836157055426,0.3820476233959198,2.30000376701355,2.7913253699306564,2.82908891820611,2.769710496528017,-0.5688248987322413,-0.5688248987322413,0.5234866483891554,0.5770592876497179,0.9740314611975268,-1.314279400674967,,,2.3612526974532777,
1992-01-01,2.6106650814746124,-0.4812118250595971,0.1,4.151137,0.006696701,0.0040545464,18.347619102114724,7.09,-0.1367334612094204,0.0043219349723928,-0.0059028927115498,0.006685538700762,-0.0048743843095229,0.2532747685909271,2.528790235519409,2.647754155303587,2.7913253699306564,2.82908891820611,-0.5688248987322413,-0.5688248987322413,-0.805192496081176,-2.3027106056678583,-1.3286791444703314,-1.6974276737478768,,-0.5550731542427777,-0.16307666025287357,
1992-02-01,2.6177538858718776,-0.4812118250595971,-0.1,4.1554,0.0018620491,0.006696701,17.68318167599765,7.03,-0.013524132210168,-0.0203307848819189,0.065038681038926,0.0038107847223627,-0.0052512640267554,0.3745461404323578,2.361933946609497,2.6106650814746124,2.647754155303587,2.7913253699306564,-0.4812118250595971,-0.5688248987322413,0.625469881212528,2.7593415217640356,1.4306623772937042,1.066763102018519,,,0.18417666040653696,
1992-03-01,2.6099852118403235,-0.3900353197707086,0.1,4.162302,-0.013759613,0.0018620491,17.47736850537752,7.34,-0.0060820216173214,-0.0015246487791653,0.0656142947012572,0.0026297542457223,0.0070348895922904,0.2844725549221039,2.1098380088806152,2.6177538858718776,2.6106650814746124,2.647754155303587,-0.4812118250595971,-0.4812118250595971,-0.7401614874705085,-2.7962937459767403,-1.3656313686830366,-0.49125540632352616,,,-0.9890675686174907,
1992-04-01,2.675631742441108,-0.3900353197707086,-0.1,4.1613917,-0.010804176,-0.013759613,17.520454623482443,7.54,-0.0236860117207315,-0.0274131021735346,0.0493575893573545,-0.0003283413320023,0.0084895220004987,0.3248175084590912,1.981751799583435,2.6099852118403235,2.6177538858718776,2.6106650814746124,-0.3900353197707086,-0.4812118250595971,0.8950677285202535,3.0008605846737986,1.635229215990762,1.0547362924804398,,,0.7353991645600672,
1992-05-01,2.707334125167566,-0.3900353197707086,0.0,4.163453,0.0060043335,-0.010804176,16.562856946672714,7.48,0.0705156650191005,-0.0167510066482403,0.0144535623088124,0.0077600774692381,0.0075614666667966,0.1472587287425995,1.9861048460006716,2.675631742441108,2.6099852118403235,2.6177538858718776,-0.3900353197707086,-0.3900353197707086,0.30191668677990113,-2.2283802577311143,-0.5931510417403524,-0.4479949611434446,,,1.0518283347032469,
1992-06-01,2.770757996806049,-0.3900353197707086,0.0,4.1604896,-0.018938541,0.0060043335,15.076999950408936,7.39,0.0499724501436156,-0.0040836916456106,0.1285387533345812,-0.0034636936530139,0.0032856911647831,0.1970699727535247,1.825685977935791,2.707334125167566,2.675631742441108,2.6099852118403235,-0.3900353197707086,-0.3900353197707086,0.4980666656814796,0.7893010206419309,0.19614997890157848,0.38860622871006745,,,0.6075271026528918,
1992-07-01,2.739990162263676,-0.4812118250595971,-0.1,4.161874,0.0041017532,-0.018938541,15.203181873668324,7.26,0.0618850026408144,0.0105302941932006,0.0321547529126036,-0.0052820551564081,0.0005117224959834,0.1771342754364013,2.214178562164306,2.770757996806049,2.707334125167566,2.675631742441108,-0.3900353197707086,-0.3900353197707086,-1.7935439801928772,-2.487760624775935,-2.291610645874357,-1.7935439801928772,,,,
1992-08-01,2.7188814819387828,-0.4812118250595971,0.1,4.166548,0.007815838,0.0041017532,13.601818214763297,6.84,-0.0445376990638184,0.0343494038020066,0.0039264219501653,-0.0077548902289557,0.0091649380729315,0.0946073830127716,1.73699152469635,2.739990162263676,2.770757996806049,2.707334125167566,-0.4812118250595971,-0.3900353197707086,3.0,7.085154626067234,4.793543980192878,3.0,,,3.0,
1992-09-01,2.7422792839828904,-0.9503469298211292,-0.6,4.159983,-0.00022172928,0.007815838,14.42190474555606,6.59,-0.0249384419658151,-0.0277691820680034,-0.0480635611179796,-0.0025061284239229,-0.0056075545766312,0.1743645370006561,1.8211407661437988,2.7188814819387828,2.739990162263676,2.770757996806049,-0.4812118250595971,-0.4812118250595971,0.32547928111336716,-7.468064699079511,-2.6745207188866327,-0.35589207785681953,,0.7681492802074786,0.5641806409894424,
1992-10-01,2.728217151487821,-0.9503469298211292,0.6,4.165362,0.004371166,-0.00022172928,13.696666581290108,6.42,0.0265914236119817,0.0068846587784907,-0.0051970919850674,0.0172129475047586,0.0032931151719015,0.2456625252962112,1.700445294380188,2.7422792839828904,2.7188814819387828,2.739990162263676,-0.9503469298211292,-0.4812118250595971,-1.8678732291870797,0.4811682085861859,-2.1933525103004468,-2.5893869975574804,,-2.1263068652676496,-0.887925824736109,
1992-11-01,2.6613268650884407,-0.9503469298211292,0.0,4.167058,0.013216972,0.004371166,17.636818278919566,6.59,-0.0004037232307836,-0.0030443189021305,0.0441935367871586,0.0092785473505441,0.0067288906847986,0.1686280071735382,1.481773853302002,2.728217151487821,2.7422792839828904,2.7188814819387828,-0.9503469298211292,-0.9503469298211292,-1.328802876745813,2.7324228627417138,0.5390703524412666,-1.8792501512936806,,,-0.7783556021979455,
1992-12-01,2.6128665066222427,-0.8813735870195377,0.1,4.1664395,-0.0047678947,0.013216972,14.424499940872192,6.87,-0.0530841872465441,-0.0275554673224984,0.0344983004048646,0.0298619471895345,0.0037850447982945,0.2565084099769592,2.0712099075317383,2.6613268650884407,2.728217151487821,2.7422792839828904,-0.9503469298211292,-0.9503469298211292,-1.1934525978712371,-0.4037200735666906,0.13535027887457596,-1.262981968616475,,,-1.1239232271259996,
1993-01-01,2.592103713253128,-0.8813735870195377,-0.1,4.160696,0.0052895546,-0.0047678947,12.19136363809759,6.77,-0.0575608564973024,-0.0005971575479017,-0.1397894502078394,0.0055824775638559,0.0016874963663999,0.2014585584402084,1.990410566329956,2.6128665066222427,2.6613268650884407,2.728217151487821,-0.8813735870195377,-0.9503469298211292,2.669221294395974,3.7273236133926346,3.8626738922672113,2.669221294395974,,,,
1993-02-01,2.640005267920583,-0.8813735870195377,0.0,4.1684146,-0.002711296,0.0052895546,12.408999967575074,6.6,-0.0424279088324053,-0.017504928547412,0.076620196172465,0.0040153745667164,0.0038325424872445,0.2228051871061325,2.8389692306518555,2.592103713253128,2.6128665066222427,2.6613268650884407,-0.8813735870195377,-0.8813735870195377,-2.5893869975574804,-9.121282184220666,-5.258608291953454,-2.5893869975574804,,,,
1993-03-01,2.6531633320277312,-0.8813735870195377,0.0,4.1754866,0.005844116,-0.002711296,13.721578949376156,6.26,0.0602830196777253,0.0009114109271077,0.0372817258994153,-0.0060291242924326,0.0048043938793247,0.1580670624971389,1.9494937658309937,2.640005267920583,2.592103713253128,2.6128665066222427,-0.8813735870195377,-0.8813735870195377,0.17968323360451313,8.027678523115448,2.7690702311619937,0.6688879441234837,,,-0.30952147691445747,
1993-04-01,2.645888701165054,-0.8813735870195377,0.0,4.1746163,-0.011794567,0.005844116,13.606086855349334,5.98,0.0171219472250823,0.0023354929556065,0.0489837818651341,-0.0037082537989152,-0.0008739137323683,0.1936535984277725,2.164163827896118,2.6531633320277312,2.640005267920583,2.592103713253128,-0.8813735870195377,-0.8813735870195377,0.6843411788678677,-2.264412285898639,0.5046579452633546,3.0,,,-1.6313176422642646,
1993-05-01,2.6266967256709357,-0.8813735870195377,0.0,4.177452,-0.011739731,-0.011794567,12.840952419099354,5.97,-0.0059112946609363,0.0359141880755649,0.0580994760251663,-0.0044926611066249,0.002739405003636,0.2219294011592865,2.441223382949829,2.645888701165054,2.6531633320277312,2.640005267920583,-0.8813735870195377,-0.8813735870195377,0.2921285183741356,-0.8968706057570868,-0.3922126604937321,-1.1581034314443954,,2.0049147060932344,0.029574280473567766,
1993-06-01,2.581392139820594,-0.8813735870195377,0.0,4.1803255,0.003124237,-0.011739731,13.6060001373291,6.04,-0.0089615733111574,0.0706029536335535,0.062938554956327,0.0062353379500748,-0.0037915803418799,0.2676182091236114,2.5114939212799072,2.6266967256709357,2.645888701165054,2.6531633320277312,-0.8813735870195377,-0.8813735870195377,-1.042198456784184,-0.9421143146645876,-1.3343269751583196,-1.3904546597095064,,-0.46893334635175465,-1.2672073642912907,
1993-07-01,2.514790143715252,-0.8813735870195377,0.0,4.176806,-0.0047678947,0.003124237,12.52409081025557,5.96,-0.0473070924439582,0.0127459205888085,0.0153973263593449,0.0056081890905688,0.0022526473495334,0.2313695698976516,2.272256374359131,2.581392139820594,2.6266967256709357,2.645888701165054,-0.8813735870195377,-0.8813735870195377,-0.08432240752524911,2.2922030244172547,0.9578760492589349,2.1529652292041965,,,-2.3216100442546947,
1993-08-01,2.520688338974291,-0.9503469298211292,-0.1,4.1769447,0.010143757,-0.0047678947,11.500476201375326,5.81,-0.0509735120536123,0.0531483046210103,-0.0299692198173229,0.0,0.0026931164973129,0.2889039516448974,2.617969036102295,2.514790143715252,2.581392139820594,2.6266967256709357,-0.8813735870195377,-0.8813735870195377,0.6539545589457506,-0.21959908278793516,0.7382769664709997,1.752291245689019,,-0.7916850316143234,1.0012574627625561,
1993-09-01,2.4914370046675494,-1.0159731341796878,-1.110223e-16,4.175749,-0.0029625893,0.010143757,11.928636420856822,5.68,-0.0047362008877112,-0.0346324638839785,0.0570125307844016,0.0053013878381251,-0.0012064683528301,0.2890709042549133,2.1235592365264893,2.520688338974291,2.514790143715252,2.581392139820594,-0.9503469298211292,-0.8813735870195377,1.6390748351852604,0.2468433097685101,0.9851202762395098,2.539379114347741,,,0.73877055602278,
1993-10-01,2.5227020908905398,-1.0159731341796878,0.1,4.179465,0.00018882751,-0.0029625893,12.931428409758068,5.36,-0.0418534922564712,-0.0642077413740533,0.0181193068299556,-0.000861504584797,0.0052914883157351,0.2478877156972885,1.9028000831604004,2.4914370046675494,2.520688338974291,2.514790143715252,-1.0159731341796878,-0.9503469298211292,0.14052381821749815,-2.483671293207272,-1.4985510169677623,-1.1193584941451558,,,1.400406130580152,
1993-11-01,2.4369124016700505,-0.8813735870195379,0.2,4.1795044,0.007712364,0.00018882751,11.875238100687662,5.33,0.0364771352200907,0.0247420399198503,0.1276944473288601,0.0,0.0073036524223031,0.2804009318351745,2.323782444000244,2.5227020908905398,2.4914370046675494,2.520688338974291,-1.0159731341796878,-1.0159731341796878,-0.028037180892400943,1.3299900178578632,-0.1685609991098991,0.4732885005470596,,-0.006613364759425703,-0.5507866784648368,
1993-12-01,2.294348944858109,-0.8813735870195379,-0.2,4.1824718,0.001057148,0.007712364,14.083809534708658,5.72,-0.0887480563845803,0.0261528977191884,0.0892101295723097,0.003132317031639,0.0045590055532489,0.294376403093338,1.7831765413284302,2.4369124016700505,2.5227020908905398,2.4914370046675494,-0.8813735870195379,-1.0159731341796878,0.03737070816854182,0.23396888817084185,0.06540788906094276,1.6453740122725191,,,-1.5706325959354355,
1994-01-01,2.327561079064223,-0.7326682560454053,0.2,4.1882963,0.006392479,0.001057148,11.356363556601783,5.77,-0.1017851360649291,0.0250168237636234,0.1083776992844196,-0.0008595496489332,0.0059052708470295,0.2252331525087356,1.7174028158187866,2.294348944858109,2.4369124016700505,2.5227020908905398,-0.8813735870195379,-0.8813735870195379,-1.492240290446138,-1.5950188876756226,-1.5296109986146798,-2.2379233299903714,,,-0.746557250901905,
1994-02-01,2.310055416359211,-0.7326682560454053,-0.2,4.187897,0.005271435,0.006392479,11.290476163228352,5.75,0.0403939262259998,0.0092965950399186,0.0834416142139833,0.4054593752972812,0.0028736794669281,0.1844829320907592,1.8379966020584104,2.327561079064223,2.294348944858109,2.4369124016700505,-0.7326682560454053,-0.8813735870195379,-1.1284023546212285,1.8934489344395895,0.36383793582490953,-1.0359626463554181,,-0.8038972575431774,-1.54534715996509,
1994-03-01,2.299180254839205,-0.4812118250595972,0.3,4.1911917,-0.0029172897,0.005271435,13.644210464075991,5.97,-0.0348514457440045,-0.0129295886726268,-0.0227082069108384,0.0005158213996843,0.0005827318302769,0.1573477685451507,2.64929747581482,2.310055416359211,2.327561079064223,2.294348944858109,-0.7326682560454053,-0.7326682560454053,0.9055466097217938,1.6701110285181127,2.0339489643430224,0.11487149781072736,,1.4879304751050835,1.1138378562495703,
1994-04-01,2.409439058118239,-0.2956730475634155,-0.1,4.1990075,-0.0015120506,-0.0029172897,15.223478317260742,6.48,0.001492053675947,0.0057960582082925,-0.1397051777080999,0.0004124656337118,0.0101498906066312,0.3976801931858063,2.004971027374268,2.299180254839205,2.310055416359211,2.327561079064223,-0.4812118250595972,-0.7326682560454053,0.694493146103805,-2.245002427961011,-0.21105346361798882,0.42601820391443396,,,0.962968088293176,
1994-05-01,2.495024779953585,-0.1986901103492346,-0.1,4.2054615,-0.0075478554,-0.0015120506,16.471052671733656,6.97,0.0970652721565854,-0.0180199254775113,-0.0314902179242544,-0.0005843765384438,0.0058961380426527,0.2780191004276275,2.175499677658081,2.409439058118239,2.299180254839205,2.310055416359211,-0.2956730475634155,-0.4812118250595972,-1.5241530820906724,-2.0075927645764886,-2.218646228194477,-1.8408643758199617,,,-1.207441788361383,
1994-06-01,2.556750235883665,-0.1986901103492346,-0.1,4.2106323,0.0072426796,-0.0075478554,13.897142818995883,7.18,0.0608993919826765,0.0109662361657383,-0.0240804256282967,-0.0051826388820961,0.0045904959585474,0.3477795720100403,2.364232301712036,2.495024779953585,2.409439058118239,2.299180254839205,-0.1986901103492346,-0.2956730475634155,0.12903848044520577,3.8718377907303556,1.6531915625358782,0.8046494000268574,,,-0.5465724391364458,
1994-07-01,2.5833361935700814,-0.1986901103492346,0.0,4.218093,0.005112171,0.0072426796,13.408636353232644,7.1,0.034914695975424,0.0109769441458587,-0.0065029369879301,-0.0009105946581384,0.0067284496871362,0.56477952003479,2.7626564502716064,2.556750235883665,2.495024779953585,2.409439058118239,-0.1986901103492346,-0.1986901103492346,-0.8921002740059154,-2.6743303169869996,-1.0211387544511212,-0.9885004655177004,,-1.417561610468089,-0.2702387460319566,
1994-08-01,2.512486996970173,-0.0998340788992006,0.1,4.220414,-0.006495476,0.005112171,12.48449993133545,7.3,0.0486869224119788,-0.0003890394664756,-0.0125000140556341,-0.003696990012048,0.0013295056794984,0.1837534308433532,2.284783124923706,2.5833361935700814,2.556750235883665,2.495024779953585,-0.1986901103492346,-0.1986901103492346,-1.4968744876074576,0.416364540849579,-0.6047742136015422,-2.0957089760906675,,,-0.8980399991242474,
1994-09-01,2.459125031854403,-0.0998340788992006,-0.1,4.230782,-0.0017127991,-0.006495476,11.889130467953889,7.24,-0.0409886549862261,-0.0133970796584597,0.0641424689792007,-0.0070388470978119,0.0066818575129268,0.1923761963844299,2.13395094871521,2.512486996970173,2.5833361935700814,2.556750235883665,-0.0998340788992006,-0.1986901103492346,-0.09601616621860726,2.0056325349903923,1.4008583213888504,-0.6948054860701038,,,0.5027731536328893,
1994-10-01,2.4726723650841165,0.2956730475634292,0.4,4.2344246,0.010021687,-0.0017127991,13.23333336058117,7.46,-0.0608785960520301,0.0290716641578834,0.0342978648226086,-0.0033977299444307,0.0031405492615519,0.23000168800354,2.3236935138702397,2.459125031854403,2.512486996970173,2.5833361935700814,-0.0998340788992006,-0.0998340788992006,-1.2397427030913857,-2.544584858261629,-1.1437265368727785,-1.5570794414871005,,,-0.9224059646956709,
1994-11-01,2.4917810531767524,0.5688248987322535,-0.1,4.241823,0.008062363,0.010021687,15.245238031659808,7.74,0.0367784193221876,-0.0046330152623301,-0.048554548614911,-0.0004679457268359,0.0080129312378582,0.3066884279251098,2.1631321907043457,2.4726723650841165,2.459125031854403,2.512486996970173,0.2956730475634292,-0.0998340788992006,-0.4790863757116366,1.9043828642525276,0.7606563273797491,-1.7059631696695,,0.24635417233826376,0.02234987019632624,
1994-12-01,2.4364495414084915,0.5688248987322535,-0.3,4.2504816,0.0028128624,0.008062363,16.38380949837821,7.96,0.0416241298680182,-0.0138991593772024,-0.0194009189890511,-0.0019912158848605,0.0068126229566853,0.19561268389225,1.9211959838867188,2.4917810531767524,2.4726723650841165,2.459125031854403,0.5688248987322535,0.2956730475634292,-0.13444522773277057,-0.41601517940088306,0.344641147978866,1.0167766748758784,,0.2870615921011103,-1.7071739501753005,
1995-01-01,2.4810231497616027,0.5688248987322535,0.0,4.26168,0.0052170753,0.0028128624,14.177142824445452,7.81,-0.0760774782335738,-0.0133565781976789,-0.1181338850108169,-0.0073903556098864,0.0101664259222324,0.1559122651815414,2.097728729248047,2.4364495414084915,2.4917810531767524,2.4726723650841165,0.5688248987322535,0.5688248987322535,0.11949211654451208,-0.09070380370158337,0.25393734427728265,0.6634210398589182,-0.9233306219801742,0.19401606121460382,0.5438619870847006,
1995-02-01,2.5079438605115563,0.3900353197707218,-0.2,4.258207,-0.0068473816,0.0052170753,12.274285679771786,7.78,0.0381715212349345,-0.0019529194426004,-0.0925817875777159,-0.0009217352909063,0.001700536197938,0.1874793171882629,1.668933629989624,2.4810231497616027,2.4364495414084915,2.4917810531767524,0.5688248987322535,0.5688248987322535,0.18753568056856787,-0.18589378025322686,0.06804356402405579,-1.0246786922304638,1.6959603955861766,,-0.10867466165000914,
1995-03-01,2.507036511296103,0.5688248987322535,0.4,4.260187,0.008084774,-0.0068473816,11.470000016061883,7.47,0.0334248708614315,-0.0050583404774036,0.0709609573814376,-0.0008634200246615,-0.0011286873050115,0.1918158531188964,1.5944693088531494,2.5079438605115563,2.4810231497616027,2.4364495414084915,0.3900353197707218,0.5688248987322535,-1.1156510061621117,-1.3712302507547354,-1.3031866867306796,-2.1308549279500597,-3.0,,1.7839019094637238,
