lwip,lgop,lwti,lpri,pri,date,u_wip,u_gop,pri_jp,pri_aus,pri_cds,pri_fra,pri_ger,pri_india,pri_indo,pri_pak,pri_rus,pri_vn,pri_uk,Period,lpri_jp,dlpri_jp,lpri_aus,dlpri_aus,lpri_cds,dlpri_cds,lpri_fra,dlpri_fra,lpri_ger,dlpri_ger,lpri_india,dlpri_india,lpri_indo,dlpri_indo,lpri_pak,dlpri_pak,lpri_rus,dlpri_rus,lpri_vn,dlpri_vn,lpri_uk,dlpri_uk,dlpri,llwip,llgop,l2lwip,l2lgop,d2pri,d2pri_jp
4.6080061608072995,4.296052551327317,3.4959891660411455,0.5688248987322541,0.6000000000000075,16680,-1.702152151,-0.508931623196055,-2.2000000000000015,5.000000000000001,5.000000000000001,6.299999999999999,5.499999999999999,4.5000000000000036,3.700000000000001,6.999999999999994,7.899999999999999,5.2999999999999945,4.699999999999998,548.0,-1.1631507873535156,-0.06453847885131836,1.7917594909667969,0.0,1.7917594909667969,0.0,1.9878743886947632,0.0,1.8718022108078003,0.0,1.7047480344772339,0.0,1.5475624799728394,-0.06187546253204346,2.079441547393799,0.0,2.186051368713379,0.0,1.8405495882034302,0.0,1.7404661178588867,0.017699480056762695,0.0876130759716034,4.6071672439575195,4.301790714263916,4.603971004486084,4.301844596862793,-0.10000000149011612,-0.10000000149011612
4.613771091925373,4.296871116330952,3.444447365455972,0.5688248987322541,0.6000000000000075,16710,-3.237561162,-0.186805360765648,-2.3000000000000016,5.1000000000000005,5.000000000000001,6.299999999999999,5.499999999999999,4.5000000000000036,3.700000000000001,6.999999999999994,7.899999999999999,5.499999999999995,4.699999999999998,549.0,-1.193922519683838,-0.030771732330322266,1.808288812637329,0.016529321670532227,1.7917594909667969,0.0,1.9878743886947632,0.0,1.8718022108078003,0.0,1.7047480344772339,0.0,1.5475624799728394,0.0,2.079441547393799,0.0,2.186051368713379,0.0,1.8718022108078003,0.03125262260437012,1.7404661178588867,0.0,0.0,4.608006000518799,4.2960524559021,4.6071672439575195,4.301790714263916,-0.10000000149011612,0.10000000149011612
4.624366747310445,4.30467032893099,3.382000325640033,0.6526665660823618,0.7000000000000075,16741,-1.580203217,1.05931337855326,-2.4000000000000017,5.1000000000000005,5.300000000000001,6.399999999999999,5.599999999999999,4.600000000000003,3.700000000000001,6.999999999999994,7.899999999999999,5.499999999999995,4.799999999999998,550.0,-1.2237753868103027,-0.029852867126464844,1.808288812637329,0.0,1.8405495882034302,0.0487900972366333,2.0014801025390625,0.013605713844299316,1.8870697021484375,0.015267491340637207,1.722766637802124,0.018018603324890137,1.5475624799728394,0.0,2.079441547393799,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.01739180088043213,0.08384166657924652,4.613770961761475,4.296871185302734,4.608006000518799,4.2960524559021,0.10000000149011612,0.0
4.630967553965104,4.3073445881556145,3.4011973816621555,0.5688248987322541,0.6000000000000075,16771,1.372451292,-1.0077922758933,-2.4000000000000017,5.1000000000000005,5.300000000000001,6.399999999999999,5.599999999999999,4.600000000000003,3.700000000000001,6.999999999999994,7.899999999999999,5.499999999999995,4.799999999999998,551.0,-1.2237753868103027,0.0,1.808288812637329,0.0,1.8405495882034302,0.0,2.0014801025390625,0.0,1.8870697021484375,0.0,1.722766637802124,0.0,1.5475624799728394,0.0,2.079441547393799,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,-0.08384166657924652,4.624366760253906,4.304670333862305,4.613770961761475,4.296871185302734,-0.20000000298023224,0.10000000149011612
4.629712543388278,4.3001561388628575,3.4925617615131275,0.6526665660823618,0.7000000000000075,16802,2.09378562,-1.54535292765745,-2.4000000000000017,5.1000000000000005,5.300000000000001,6.399999999999999,5.599999999999999,4.600000000000003,3.700000000000001,6.999999999999994,7.899999999999999,5.499999999999995,4.799999999999998,552.0,-1.2237753868103027,0.0,1.808288812637329,0.0,1.8405495882034302,0.0,2.0014801025390625,0.0,1.8870697021484375,0.0,1.722766637802124,0.0,1.5475624799728394,0.0,2.079441547393799,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,0.08384166657924652,4.630967617034912,4.307344436645508,4.624366760253906,4.304670333862305,0.20000000298023224,0.0
4.638375728839149,4.300107257782722,3.431006093434505,0.6526665660823618,0.7000000000000075,16833,-8.562413666,0.307552697685206,-2.600000000000002,5.1000000000000005,5.300000000000001,6.399999999999999,5.599999999999999,4.600000000000003,3.700000000000001,7.099999999999993,7.899999999999999,5.499999999999995,4.799999999999998,553.0,-1.2809338569641113,-0.057158470153808594,1.808288812637329,0.0,1.8405495882034302,0.0,2.0014801025390625,0.0,1.8870697021484375,0.0,1.722766637802124,0.0,1.5475624799728394,0.0,2.0918641090393066,0.012422561645507812,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,0.0,4.6297125816345215,4.300156116485596,4.630967617034912,4.307344436645508,-0.10000000149011612,-0.20000000298023224
4.641516579933182,4.298291960697314,3.4499001092727166,0.6526665660823618,0.7000000000000075,16861,3.148295732,-1.42676991533046,-2.700000000000002,5.1000000000000005,5.300000000000001,6.399999999999999,5.599999999999999,4.600000000000003,3.700000000000001,7.099999999999993,7.899999999999999,5.499999999999995,4.799999999999998,554.0,-1.3083328008651733,-0.02739894390106201,1.808288812637329,0.0,1.8405495882034302,0.0,2.0014801025390625,0.0,1.8870697021484375,0.0,1.722766637802124,0.0,1.5475624799728394,0.0,2.0918641090393066,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,0.0,4.638375759124756,4.300107479095459,4.6297125816345215,4.300156116485596,0.0,0.10000000149011612
4.645604585403068,4.299123634009702,3.5474157656362264,0.9503469298211393,1.1000000000000076,16892,2.134012803,-0.863845910904544,-2.5000000000000018,5.2,5.300000000000001,6.399999999999999,5.599999999999999,4.600000000000003,3.700000000000001,7.099999999999993,7.899999999999999,5.499999999999995,4.799999999999998,555.0,-1.2527629137039185,0.05556988716125488,1.8245493173599243,0.016260504722595215,1.8405495882034302,0.0,2.0014801025390625,0.0,1.8870697021484375,0.0,1.722766637802124,0.0,1.5475624799728394,0.0,2.0918641090393066,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,0.2976803779602051,4.64151668548584,4.29829216003418,4.638375759124756,4.300107479095459,0.4000000059604645,0.30000001192092896
4.652350483588862,4.292900582424687,3.5622083026878215,0.9503469298211393,1.1000000000000076,16922,-1.303879321,0.0222681503282615,-2.5000000000000018,5.2,5.300000000000001,6.399999999999999,5.699999999999998,4.600000000000003,3.600000000000001,7.099999999999993,7.899999999999999,5.499999999999995,4.799999999999998,556.0,-1.2527629137039185,0.0,1.8245493173599243,0.0,1.8405495882034302,0.0,2.0014801025390625,0.0,1.9021074771881104,0.015037775039672852,1.722766637802124,0.0,1.5260562896728516,-0.021506190299987793,2.0918641090393066,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,0.0,4.645604610443115,4.299123764038086,4.64151668548584,4.29829216003418,-0.4000000059604645,-0.20000000298023224
4.655618023077321,4.292858916268479,3.5600094160699065,0.8813735870195485,1.0000000000000075,16953,-0.695696813,-0.470652618607337,-2.3000000000000016,5.2,5.4,6.499999999999998,5.699999999999998,4.600000000000003,3.600000000000001,7.099999999999993,7.899999999999999,5.499999999999995,4.799999999999998,557.0,-1.193922519683838,0.058840394020080566,1.8245493173599243,0.0,1.8562979698181152,0.01574838161468506,2.0149030685424805,0.013422966003417969,1.9021074771881104,0.0,1.722766637802124,0.0,1.5260562896728516,0.0,2.0918641090393066,0.0,2.186051368713379,0.0,1.8718022108078003,0.0,1.7578579187393188,0.0,-0.06897334009408951,4.652350425720215,4.292900562286377,4.645604610443115,4.299123764038086,-0.10000000149011612,0.20000000298023224
