date,coef,se
1995-05-31,0.18268439515612192,0.08600122123137509
1995-06-30,0.15700306506929132,0.07729631888522558
1995-07-31,0.15912135777675704,0.07679060689190885
1995-08-31,0.14267282862212427,0.082081183679573
1995-09-30,0.09798736437264823,0.08832247151070138
1995-10-31,0.03947774852303378,0.0949450039545715
1995-11-30,0.03269447650322795,0.10575778009143144
1995-12-31,0.039846323746969906,0.10901542455872498
1996-01-31,0.07358765719362513,0.12089929562822482
1996-02-29,0.12612189546790015,0.11702490579337835
1996-03-31,0.12375061702038077,0.11381512503202823
1996-04-30,0.14172115425036236,0.07111564006716822
1996-05-31,0.1332111760735998,0.073155698357152
1996-06-30,0.11411354062136607,0.07318805676130746
1996-07-31,0.12212460844671245,0.07368399751124594
1996-08-31,0.1146048421177422,0.07560639445072419
1996-09-30,0.11200098191554207,0.07405557974685031
1996-10-31,0.12672319484789837,0.07819997826436559
1996-11-30,0.1324349055148821,0.0789639180005585
1996-12-31,0.11509698467697962,0.0743394200472407
1997-01-31,0.07277108414954128,0.07176116561938709
1997-02-28,0.03802352868942181,0.06969086083006328
1997-03-31,0.01730410711421272,0.07223127069896397
1997-04-30,-0.010516248661017726,0.06774814097563378
1997-05-31,-0.01760770943692177,0.0675422938403252
1997-06-30,-0.022013935999795932,0.06468959319289634
1997-07-31,-0.022333551114361288,0.06374265411316855
1997-08-31,-0.018485900943996502,0.06440701678966508
1997-09-30,-0.028289258808357347,0.06313640165123828
1997-10-31,0.026513553758380846,0.06489451301892038
1997-11-30,0.002592117897181316,0.045437219124934584
1997-12-31,0.04785929861554386,0.05611056094727503
1998-01-31,0.04845793358524301,0.05622243278343778
1998-02-28,0.03336217659855426,0.05576028891251699
1998-03-31,0.03791481431224147,0.057151557029965105
1998-04-30,0.02803602008142602,0.05419120774652858
1998-05-31,-0.004557017037407629,0.05897928947748803
1998-06-30,0.005355985700271772,0.06264547741516466
1998-07-31,0.02974622632866638,0.06747211917453744
1998-08-31,0.008030125937084928,0.06086770469519124
1998-09-30,0.03127745205024158,0.06214958686641068
1998-10-31,0.030031639653814383,0.07033267230899887
1998-11-30,0.030202103076993676,0.07214988811182094
1998-12-31,0.01944776471279478,0.0779208342074537
1999-01-31,0.0010847980142002364,0.07416941160890168
1999-02-28,0.006066871945298116,0.06684885160996377
1999-03-31,0.007582697603259357,0.06577309231714083
1999-04-30,-0.01280770145969044,0.058185323226106714
1999-05-31,-0.02205445302955427,0.055484861345103775
1999-06-30,-0.014348904467729465,0.039323055454201124
1999-07-31,0.010346207012709458,0.044223221888845234
1999-08-31,0.015837686838881863,0.04233088029160177
1999-09-30,0.01059016511569652,0.043749351312608646
1999-10-31,0.010241621746117563,0.048164741930225234
1999-11-30,0.022736309994510817,0.05238871980395917
1999-12-31,0.026033828731457553,0.05466325984970755
2000-01-31,0.020927029808653613,0.05439039437430657
2000-02-29,0.03133530181701108,0.057227379113774526
2000-03-31,0.026966499113898815,0.05773990337139685
2000-04-30,0.029308238401890868,0.05510933669690743
2000-05-31,0.019034852483422175,0.06145465519969958
2000-06-30,0.02299189800720081,0.06122480525768551
2000-07-31,0.030041722107517897,0.06027549020493414
2000-08-31,0.003911164756398901,0.06332480137584025
2000-09-30,0.017982980185571158,0.06469263428945982
2000-10-31,0.020144186546216157,0.06528544233894679
2000-11-30,0.0048641529832289514,0.06519822715407748
2000-12-31,-0.04270380999824635,0.07152281140515979
2001-01-31,-0.04308034299580843,0.07658812579552057
2001-02-28,-0.046080746290553365,0.07891946622102318
2001-03-31,-0.05796765801879188,0.0783024473206722
2001-04-30,-0.030653854772514807,0.09092409667445925
2001-05-31,-0.02140175180016519,0.08859658524721858
2001-06-30,-0.0325876527112254,0.08582442966608937
2001-07-31,-0.062124790650607116,0.07958328128966773
2001-08-31,-0.06492926532613989,0.0639538079175923
2001-09-30,-0.07857198138969032,0.06209288447311856
2001-10-31,-0.07672161274455382,0.06197941537089432
2001-11-30,-0.0880874449952396,0.05585769851977474
2001-12-31,-0.09800195889215385,0.0538842271013296
2002-01-31,-0.09841356253802148,0.052126667618978176
2002-02-28,-0.08990672135037558,0.04849927847891797
2002-03-31,-0.09753266785427514,0.04390249334780143
2002-04-30,-0.1008963064581073,0.04591914498485257
2002-05-31,-0.08402798174598829,0.044920018175175304
2002-06-30,-0.08211874603545886,0.045916714876990505
2002-07-31,-0.07466354481933865,0.04601437599683621
2002-08-31,-0.07714556875215987,0.045745081888274655
2002-09-30,-0.07764985202370175,0.04669694934554862
2002-10-31,-0.08213954056022015,0.04328556625244397
2002-11-30,-0.07789676570372417,0.04866845664190362
2002-12-31,-0.08334807739887119,0.04623958991578124
2003-01-31,-0.08481239523598236,0.04633421336763325
2003-02-28,-0.0635852349958603,0.048544209684206856
2003-03-31,-0.06582235863206279,0.047738874884586266
2003-04-30,-0.08274276805555873,0.04778008840969088
2003-05-31,-0.08896133219392124,0.04944858521201524
2003-06-30,-0.10846070782403736,0.05900247737585434
2003-07-31,-0.05942774948386012,0.04061744975777954
2003-08-31,-0.04560871123573919,0.04300375748556181
2003-09-30,-0.012319714657990685,0.042148718445090674
2003-10-31,0.00030938460306253156,0.04128326107480996
2003-11-30,-0.002863440932098181,0.04713466937674208
2003-12-31,-0.004248826980480749,0.04925805757878579
2004-01-31,0.0011269347415133234,0.050640024079007265
2004-02-29,0.015604160024609529,0.04919237979329567
2004-03-31,0.0017778004085697192,0.054535095764254984
2004-04-30,-0.010482999207103515,0.05610414522495414
2004-05-31,0.0735859620187842,0.06075994088280077
2004-06-30,0.10567869934629082,0.07102039092688545
2004-07-31,0.1088470267474547,0.07318207571655047
2004-08-31,0.11948902543168885,0.0783211373715408
2004-09-30,0.08111764052178587,0.09509074010967784
2004-10-31,0.03434121651159566,0.10400922183354516
2004-11-30,0.039914924391890386,0.1037767047987831
2004-12-31,0.016491118112581353,0.10671636084679254
2005-01-31,0.009406317637490441,0.10521494450772224
2005-02-28,0.009539882802860436,0.10596521207455725
2005-03-31,0.03749919128903854,0.10008110329499557
2005-04-30,0.03195798505208622,0.09673303257182159
2005-05-31,0.05003799201232363,0.09331606451469737
2005-06-30,0.02059752816249654,0.09843619679848416
2005-07-31,0.009981562169300984,0.10223316210743051
2005-08-31,0.027208070642112246,0.10155947811562069
2005-09-30,0.01953313226552158,0.0970775236541988
2005-10-31,0.004869943967556835,0.09443197068141039
2005-11-30,-0.001962727688844881,0.09362352038639994
2005-12-31,-0.009189164841370516,0.09789351477917839
2006-01-31,-0.006015193021252262,0.10060767338568823
2006-02-28,-0.01967994198509278,0.10504526493644376
2006-03-31,-0.020248206296275453,0.10507338171413634
2006-04-30,-0.0491211746760137,0.10637840446517627
2006-05-31,-0.017195796029286652,0.10331716715049119
2006-06-30,0.014622955455765429,0.10846139711451615
2006-07-31,-0.009291719350789837,0.1047861259207643
2006-08-31,0.07649665520825384,0.11389961790870479
2006-09-30,0.07991366396071113,0.11178676141944263
2006-10-31,0.029350738808984263,0.11427822821492396
2006-11-30,0.03207158675679517,0.11922688384956749
2006-12-31,0.0411739481954262,0.12564070172591418
2007-01-31,0.03611918253700076,0.12822380481799298
2007-02-28,0.0297504248464685,0.12639563318998115
2007-03-31,-0.03122808968742489,0.12806950663430006
2007-04-30,0.010894562458998818,0.12025344181893025
2007-05-31,0.04367618641651563,0.11708938495889769
2007-06-30,0.03703562486422742,0.11491159739512166
2007-07-31,0.045499698066882914,0.10551836396514183
2007-08-31,0.10066776719061804,0.0956610974473515
2007-09-30,0.09267258988357366,0.09885243034397857
2007-10-31,0.04196064184933957,0.11236786018766033
2007-11-30,0.0789618352808371,0.1452347155520774
2007-12-31,0.06270127937448866,0.19566444860885973
2008-01-31,-0.020601297409667745,0.22523443697753837
2008-02-29,0.008764564889010255,0.2321876951062363
2008-03-31,-0.016590631187722967,0.2539591289734703
2008-04-30,-0.022455682459116305,0.2470279384639722
2008-05-31,-0.12443089862234506,0.2559870705242573
