r2_ar2_insample,r2_ols_insample,r2_ols_oos,r2_rf_oos,r2_xgb_oos,ml_gain_rf,ml_gain_xgb,rf_partial_r2,xgb_partial_r2
0.9811145898745085,0.9969221808080972,0.9961637452157882,0.9793967523524381,0.9837562910291645,-0.01676699286335015,-0.012407454186623701,0.002129418099232838,0.006820596933661771
