wti_importance_true,placebo_p,null_pct95,null_pct99,F_granger_linear,p_granger_linear,r2_ar_only,r2_with_wti,r2_gain_wti
0.17242436456339627,0.27,0.2015286571857281,0.22477769834786934,0.6522497177817268,0.5819543012197778,0.1876010436343024,0.2086995320034638,0.021098488369161394
