h,n,F,coef,se,lo90,hi90
0,381,53.39608517036513,-0.039256263469852115,0.02160831146419256,-0.07480193582844888,-0.0037105911112553513
1,380,58.64703242980878,-0.03560200764518129,0.032971025057117,-0.08983934386413875,0.01863532857377618
2,379,69.64991793663816,-0.05197186478781646,0.04363011624304394,-0.12374340600762375,0.019799676431990834
3,378,92.57923348931044,-0.08065586899940058,0.04418421772249858,-0.15333890715291076,-0.007972830845890413
4,377,96.28752847044657,-0.09433960362380844,0.04935823600514184,-0.17553390185226675,-0.013145305395350124
5,376,36.70016690844443,-0.12267301384207485,0.07464909414955176,-0.2454707737180875,0.00012474603393779204
6,375,41.347089127165965,-0.17188700053793582,0.07968682006780896,-0.30297181954948155,-0.04080218152639009
7,374,31.05073193224573,-0.2002067549715889,0.09541385819360802,-0.3571625517000741,-0.04325095824310371
8,373,28.919554499894208,-0.2255097357606246,0.11144501326905344,-0.40883678258821754,-0.0421826889330317
9,372,22.137002670211682,-0.2955335452526242,0.14333689995157398,-0.5313227456729634,-0.05974434483228502
10,371,26.32349822044474,-0.29704152981321386,0.17598704283525665,-0.586540215277211,-0.007542844349216649
11,370,27.18471831993535,-0.21593701503616103,0.19870196884513353,-0.5428017537864056,0.1109277237140836
12,369,24.69409244453816,-0.243469010059016,0.20076557361141326,-0.5737283786497909,0.08679035853175882
13,368,22.2331964442247,-0.29842862041914486,0.23243881904478186,-0.6807904777478111,0.08393323690952131
14,367,18.684422345394076,-0.48843723040499754,0.2553226027478122,-0.9084429119251487,-0.06843154888484643
15,366,19.456434231066602,-0.361555769984534,0.33668625855340373,-0.9154046653048831,0.1922931253358151
16,365,16.985105736425027,-0.38431861336084694,0.39311133299435136,-1.0309867561365549,0.262349529414861
17,364,16.357867305230613,-0.3441310325761151,0.4762873569182479,-1.127623734706633,0.4393616695544027
18,363,11.02782895926865,-0.45382795697514666,0.5293987494824078,-1.3246888998737076,0.4170329859234142
19,362,12.25190435272741,-0.965273323126894,1.195104503490475,-2.9312202313687257,1.0006735851149375
20,361,8.475631688004626,-1.818742394381843,1.935733795734028,-5.00302448836432,1.365539699600633
21,360,6.58965136899664,-1.196682633497403,1.9647253928293122,-4.428655904701621,2.0352906377068156
22,359,7.20526959118122,-0.37295583318336867,1.9098755582367066,-3.514701126482751,2.7687894601160137
23,358,7.330460660926507,-0.2646879603853449,1.770094712324917,-3.1764937621598337,2.647117841389144
24,357,7.333543080534297,-0.15764649580523837,1.9008140723984293,-3.2844856449006543,2.9691926532901776
25,356,7.350959557570993,-0.09892138029681519,2.2660336017700873,-3.8265466552086087,3.6287038946149783
26,355,7.514820851231275,0.2256494651810499,2.630630594325607,-4.1017378624845735,4.553036792846673
27,354,7.712375799291364,0.007342263314058073,2.6266728617081405,-4.313534594195833,4.328219120823949
28,353,6.995166136479346,0.4313727144472068,2.65503566173186,-3.9361609491017022,4.798906377996116
29,352,7.129947144199895,0.13394854676153045,2.070420713133457,-3.2718935263430065,3.5397906198660674
30,351,6.525996308566328,-0.5297462576127145,1.7809373631016405,-3.459388219914913,2.399895704689484
31,350,6.537666983094838,-0.4419316823477857,1.7383971581642987,-3.301595007528057,2.4177316428324858
32,349,6.60937115741794,-0.014366602918016724,1.9300355788132073,-3.189275130065743,3.1605419242297095
33,348,6.824393281672917,0.20095889990625437,1.8485654350837335,-2.839931240806487,3.241849040618996
34,347,6.98233649358702,0.8401363041339209,1.692936541184422,-1.9447443061144534,3.6250169143822952
35,346,7.137823936197178,0.7872920653171604,1.5305073266828104,-1.7303924870760627,3.3049766177103836
36,345,7.332859179652735,0.5773213623324409,1.512952106564409,-1.9114848529660118,3.0661275776308936
37,344,7.437151054471813,-0.3938353776902659,1.4939120956674274,-2.851320775063184,2.0636500196826524
38,343,7.569131864919058,0.1161527284712065,1.3849901668208928,-2.1621560959491624,2.3944615528915754
39,342,7.59751744166443,0.22954643970297184,1.3279818203448177,-1.9549836547642534,2.414076534170197
40,341,7.8215773448422,0.24275463027879596,1.2489578640453263,-1.8117810560757657,2.2972903166333576
41,340,8.038585541272141,0.24315023515373468,1.3615731787909335,-1.9966376439573512,2.4829381142648206
42,339,8.20639437259454,0.015481938651646487,1.5901232403553887,-2.6002707917329677,2.6312346690362607
43,338,8.209806349530643,0.4247097603074508,1.7789119565434486,-2.501600408206522,3.3510199288214237
44,337,8.341494316191579,0.6811485785874538,1.9582309712754413,-2.540141369160647,3.9024385263355548
45,336,8.49356461100735,0.4886659144976875,1.5960071180296567,-2.136765794661098,3.114097623656473
46,335,7.68052710231985,-0.16872776525269728,1.517830231693461,-2.665558496388441,2.3281029658830463
47,334,7.64847721187062,-1.2924409671250032,1.7956052573857397,-4.246211615524546,1.6613296812745388
48,333,7.407567977094381,-0.8466372736438643,1.8658645432871592,-3.9159844473512413,2.2227099000635127
