h,coef,se,n,lo90,hi90
0,-0.00696074945448422,2.014684047091608,2674,-3.321116006920179,3.307194508011211
1,-0.013159273599692017,0.6615608425747792,2667,-1.1014268596352037,1.0751083124358198
2,-0.1560576066826374,4.311966983923639,2660,-7.249243295237024,6.93712808187175
3,-0.5057020428206336,7.068860253458301,2653,-12.133977159759539,11.122573074118272
4,-0.02809632950583343,0.7835117795943226,2646,-1.316973206938494,1.2607805479268273
5,0.18547967338804375,2.5620622047082446,2639,-4.029112653357019,4.400072000133107
6,0.25727835530043053,2.1617107727698075,2632,-3.298735865905903,3.813292576506764
7,0.22887784675829215,1.3122430043518951,2625,-1.9297618954005755,2.38751758891716
8,0.20663126614281077,1.3002145457557608,2618,-1.932221661625416,2.3454841939110374
9,0.2712722887113736,2.5907979937154226,2611,-3.990590410950497,4.533134988373244
10,0.08088165906809577,0.5031507394704711,2604,-0.7468013073608292,0.9085646254970207
11,0.3999381824939417,44.23946191438832,2597,-72.37397666667485,73.17385303166273
12,-0.12787648147662858,0.41474259124220464,2590,-0.8101280440700552,0.5543750811167981
13,-0.30732315204031624,0.7554422898806472,2583,-1.550025718893981,0.9353794148133484
14,-0.046667014372258724,0.42934443266149475,2576,-0.7529386061004176,0.6596045773559002
15,-0.19540552985912618,1.8962707948587776,2569,-3.3147709874018156,2.923959927683563
16,0.8909731406456189,11.730942848152692,2562,-18.40642784456556,20.1883741258568
17,0.12359582153764419,0.2757863040855892,2555,-0.33007264868315,0.5772642917584384
18,0.0682204484287964,0.42979645626844915,2548,-0.6387947221328025,0.7752356189903953
19,-0.1040733343620343,0.8180996006102755,2541,-1.4498471773659376,1.2417005086418689
20,-0.05403820208981525,0.3447656066212009,2534,-0.6211776249816908,0.5131012208020603
21,-0.12606662832062648,5.8148164586440405,2527,-9.691439702790074,9.43930644614882
22,-0.11355691617862897,0.6522155973351011,2520,-1.1864515737948704,0.9593377414376125
23,-0.006619207316248732,0.48205650032895075,2513,-0.7996021503573728,0.7863637357248753
24,0.019859434449397643,0.43342950470674235,2506,-0.6931321007931935,0.7328509696919888
25,-0.07862502111388063,0.8498972466588024,2499,-1.4767059918676106,1.3194559496398495
26,-0.11686887044903872,0.47264554948205484,2492,-0.8943707993470189,0.6606330584489415
27,-0.17247579416312073,0.6783445101417009,2485,-1.2883525133462188,0.9434009250199773
28,-0.018335215332036924,0.5059251509148713,2478,-0.8505820885870004,0.8139116579229264
29,-0.5040414168408403,1.558361645582067,2471,-3.0675463238233407,2.0594634901416597
30,-0.07985206825048995,0.8697845703556752,2464,-1.5106476864855758,1.3509435499845959
31,0.07414083861678931,0.4837429461296218,2457,-0.7216163077664386,0.8698979850000172
32,-0.19120970561684064,0.44842993358277955,2450,-0.9288769463605131,0.5464575351268317
33,-0.19987920347395685,0.8137666452457916,2443,-1.5385253349032841,1.1387669279553703
34,-0.021022548922465006,0.376179466678425,2436,-0.6398377716084741,0.5977926737635441
35,-0.48626310551688273,1.313144063261506,2429,-2.64638508958206,1.6738588785482944
36,-0.0765848229571599,0.9492676642709109,2422,-1.6381301306828084,1.4849604847684885
37,-0.2801750850703473,0.719307762881973,2415,-1.4634363550111928,0.9030861848704983
38,-0.3217987014098646,0.9199648748246322,2408,-1.8351409204963847,1.1915435176766553
39,-0.013028883679356866,0.5303558001227968,2401,-0.8854641748813576,0.859406407522644
40,0.36825786200165417,10.46534849720088,2394,-16.847240415893793,17.583756139897105
41,0.0372778109645292,0.2857690698454698,2387,-0.4328123089312686,0.5073679308603269
42,0.1369896217144292,1.3893194229954016,2380,-2.1484408291130066,2.4224200725418648
43,0.26635469711091464,1.0148380544904034,2373,-1.4030539025257989,1.9357632967476284
44,0.0950211009882486,1.1290386890580368,2366,-1.762247542512222,1.9522897444887193
45,-0.04093812354865572,0.38937106448452796,2359,-0.6814535246257042,0.5995772775283928
46,0.011657492223439706,0.36420631938197556,2352,-0.5874619031599101,0.6107768876067895
47,-0.3018404794456948,0.8574804272902062,2345,-1.712395782338084,1.1087148234466944
48,-0.20427318740265762,0.7079446400499861,2338,-1.3688421202848848,0.9602957454795696
