h,n,F,coef,se,lo90,hi90
0,380,11.861132401315437,-0.11755875142353034,0.11308119740922891,-0.3035773211617119,0.06845981831465123
1,379,11.77543002485383,-0.2265216093246636,0.18795218917334425,-0.5357029605148149,0.08265974186548769
2,378,11.201133280043532,-0.20443715304008947,0.2633296480706481,-0.6376144241163056,0.2287401180361267
3,377,11.261992821238614,-0.08844304572266992,0.2544735239020353,-0.507051992541518,0.33016590109617816
4,376,11.110551855585804,-0.09713834692229284,0.23598641418548102,-0.48533599825740914,0.29105930441282346
5,375,11.159036724791656,-0.07776529846432823,0.2633567123516554,-0.5109870902828013,0.3554564933541449
6,374,11.203105876692062,0.013096617976771086,0.2938188341290687,-0.4702353641655469,0.49642860011908907
7,373,11.325896205650125,0.058803578244805976,0.3635815355017616,-0.5392880476555918,0.6568952041452037
8,372,11.013751972639463,-0.04120583973326575,0.3921982787181946,-0.6863720082246959,0.6039603287581644
9,371,10.876451674052142,-0.1447226352765938,0.4095429738062323,-0.8184208271878459,0.5289755566346583
10,370,10.947792151931695,-0.12496557830127131,0.3964362097541929,-0.7771031433469187,0.527171986744376
11,369,10.424718982601133,0.029410253084279248,0.47806151614777426,-0.7570009409788094,0.8158214471473679
12,368,10.496470004400425,-0.11684217714082479,0.5161148253795642,-0.9658510648902079,0.7321667106085583
13,367,10.754404960865097,-0.14404529779585573,0.5061286924158792,-0.976626996819977,0.6885364012282655
14,366,10.934346300145506,-0.052218882301531266,0.519346130911279,-0.9065432676505852,0.8021055030475227
15,365,11.215548106011221,0.002879162089811871,0.41548245261866706,-0.6805894724678955,0.6863477966475192
16,364,11.448015264242992,-0.15295290427093278,0.43899277391477975,-0.8750960173607455,0.5691902088188799
17,363,11.720512083831311,-0.12001066532320692,0.48449029902427326,-0.9169972072181365,0.6769758765717226
18,362,11.56981216217337,-0.24187003528459172,0.6070116782994648,-1.2404042460872113,0.7566641755180279
19,361,11.691501020757144,-0.24466305802525312,0.5623816121081454,-1.1697808099431524,0.6804546938926461
20,360,12.356243366091618,-0.29139204583134415,0.5874895234296158,-1.2578123118730622,0.6750282202103739
21,359,12.04413042234348,-0.08340693847731018,0.47987709349481245,-0.8728047572762767,0.7059908803216564
22,358,12.399323865262852,-0.025390619855897967,0.44378917136616836,-0.7554238067532449,0.704642567041449
23,357,12.25591686505966,0.24416416757139814,0.4696842527809511,-0.5284664282532664,1.0167947633960628
24,356,12.234005282984684,0.07670030695499008,0.4795098584226534,-0.7120934101502748,0.865494024060255
25,355,12.229656848589126,0.07657385324819188,0.47840328637737967,-0.7103995528425977,0.8635472593389815
26,354,12.380090658462386,0.1022542346136106,0.5368694618670617,-0.780896030157706,0.9854044993849272
27,353,12.353839508848784,0.06296916372411943,0.5086192377444547,-0.7737094823655086,0.8996478098137475
28,352,12.69373685074308,0.0027657149385049706,0.47226437654807085,-0.7741091844830716,0.7796406143600816
29,351,12.685942371790617,0.10689831872696232,0.4633694332023731,-0.6553443988909414,0.8691410363448661
30,350,12.497323664401947,-0.045534679443335335,0.49291427024549866,-0.8563786539971806,0.7653092951105099
31,349,12.31852666868806,-0.1672701409461297,0.5154674391202616,-1.01521407829896,0.6806737964067007
32,348,12.350911361094397,-0.31917044213059853,0.5208615226088295,-1.175987646822123,0.5376467625609259
33,347,12.330250048923368,-0.35451139259384945,0.526619418273062,-1.2208003356530366,0.5117775504653376
34,346,11.904991786364016,-0.4517155802786874,0.5713162536045688,-1.3915308174582033,0.48809965690082835
35,345,12.31855677493111,-0.4444790764591744,0.5891418787028961,-1.4136174669254387,0.5246593140070898
36,344,12.396882496487438,-0.19510446504682477,0.5478100502320695,-1.0962519976785792,0.7060430675849296
37,343,12.596219653304274,-0.2934301216428139,0.5868930367924876,-1.258869167166456,0.6720089238808282
38,342,12.376309407476624,-0.31460298339879955,0.6675122548889949,-1.4126606426911963,0.7834546758935972
39,341,12.120360159814792,-0.2840657399410702,0.6716327538806702,-1.3889016200747728,0.8207701401926324
40,340,11.945302535856579,-0.21173426144741825,0.6432532177820492,-1.2698858046988892,0.8464172818040527
41,339,11.830319112681686,-0.13349035573992296,0.6683017128688413,-1.232846673409167,0.9658659619293211
42,338,11.83403203249549,-0.395705756620373,0.6689372683456246,-1.4961075630489256,0.7046960498081796
43,337,11.523472691622809,-0.4764911081856553,0.7579146673192156,-1.723260735925765,0.7702785195544544
44,336,11.28328146456686,-0.6115767025130481,0.9153580278184524,-2.1173406582744025,0.8941872532483062
45,335,11.140638316661825,-0.5063824162625679,0.9610991024522008,-2.0873904397964385,1.0746256072713025
46,334,10.904042258192666,-0.7943381735603907,1.0658647384014963,-2.5476856682308524,0.9590093211100708
47,333,10.790156514092368,-0.8151523507840466,1.049778583512067,-2.542038120661397,0.9117334190933037
48,332,10.559282954310302,-0.8048787755724334,1.1622791839825268,-2.71682803322369,1.1070704820788233
