h,n,F,coef,se,lo90,hi90
0,83,40.43402248201646,0.10116987498691418,0.12859334142914672,-0.11036617166403218,0.31270592163786054
1,82,40.2920213552841,0.002265647439369714,0.19234238321657401,-0.3141375729518946,0.318668867830634
2,81,41.87491932397691,0.0263868592870675,0.2689052081129261,-0.41596220805869594,0.468735926632831
3,80,72.15130195969891,-0.03206539867890377,0.2647056984676533,-0.46750627265819344,0.40337547530038587
4,79,73.95698925936973,-0.055139376397030676,0.24602621991139442,-0.45985250815127454,0.34957375535721313
5,78,73.63661699918305,-0.12548961671751463,0.2641834614604469,-0.5600714108199498,0.30909217738492056
6,77,73.92718489509178,-0.26203554356177544,0.24299908993621777,-0.6617690465068538,0.13769795938330281
7,76,73.84527362556936,-0.175445126408181,0.21412474412631308,-0.5276803304959661,0.17679007767960403
8,75,74.42423422950887,0.05508057155635019,0.22986869563849677,-0.32305343276897697,0.4332145758816774
9,74,72.3269548224344,0.019375066189537722,0.18913847505818404,-0.29175772528117505,0.3305078576602505
10,73,66.42444252916455,-0.06531889217638563,0.1705802641087768,-0.3459234266353235,0.2152856422825522
11,72,65.66051712472333,-0.026483579185248938,0.21518037732646078,-0.38045529988727694,0.327488141516779
12,71,64.52347334446108,-0.24796339193161318,0.2372909908721888,-0.6383070719163637,0.14238028805313738
13,70,64.17481059645907,-0.20679222575094222,0.2348499776039347,-0.5931204389094148,0.17953598740753038
14,69,63.600608199678376,-0.24135192665557584,0.20039121163031953,-0.5709954697874515,0.08829161647629982
15,68,61.97283270260526,-0.17412264847110906,0.16928237874994687,-0.45259216151477166,0.10434686457255352
16,67,61.3588236201405,-0.3675310301673835,0.16680357696108855,-0.6419229142683742,-0.09313914606639279
17,66,60.96265196976954,-0.43097033976702254,0.2942446031113615,-0.9150027118852122,0.05306203235116719
18,65,59.7912730264116,-0.15453869092178021,0.2629909286724726,-0.5871587685879976,0.27808138674443716
19,64,59.08878274623104,0.047820504340179405,0.27193236875508237,-0.39950824226193105,0.4951492509422899
20,63,58.218737465896375,0.10775425617605992,0.26993596040865586,-0.33629039869617894,0.5517989110482988
21,62,57.37844037895806,-0.03815485599768611,0.22241480222400012,-0.4040272056561663,0.3277174936607941
22,61,61.212354094147884,-0.23307271335817897,0.21244961327473544,-0.5825523271951187,0.11640690047876084
23,60,62.26228385641749,-0.5899975072651488,0.3661905313463882,-1.1923809313299574,0.012385916799659835
24,59,64.17948612597226,-0.09032525364067297,0.18027801950126818,-0.3868825957202591,0.20623208843891322
25,58,63.9204817451372,0.051194807534962875,0.2451105368241792,-0.3520120255408119,0.4544016406107376
26,57,64.84927756195404,-0.21938414885443772,0.23332559747878362,-0.6032047567070368,0.16443645899816137
27,56,65.33368472865556,0.00624615327973179,0.20430572463608995,-0.32983676374663623,0.34232907030609977
28,55,66.88013709929658,-0.17323628322420395,0.24622395502832478,-0.5782746892457982,0.2318021227973903
29,54,68.17974059251749,-0.49998263390082665,0.41010270376474034,-1.1746015815938247,0.17463631379217126
30,53,66.70762619048502,-0.49496907795264,0.22874252679517074,-0.8712505345306958,-0.11868762137458416
31,52,64.09728557635074,-0.4364088408099275,0.24602284625604168,-0.8411164229011161,-0.03170125871873891
32,51,61.87796630597863,-0.18785638763916568,0.22547066647872843,-0.5587556339966739,0.18304285871834258
33,50,58.083316310984195,0.11909705633030183,0.2206167369132617,-0.2438174758920137,0.48201158855261733
34,49,58.263266763166996,0.49672158351973683,0.3403950437382959,-0.06322826342975985,1.0566714304692335
35,48,58.56027424631035,0.35447129276553824,0.38183099864827297,-0.2736407000108708,0.9825832855419473
36,47,60.31342471532872,0.020264558070983627,0.358484651759919,-0.5694426940740832,0.6099718102160504
37,46,57.82309364300373,0.312282478582707,0.23447538565021184,-0.07342953081189146,0.6979944879773055
38,45,57.59241139860784,0.4724311944998625,0.20998933096339267,0.12699874506508152,0.8178636439346434
39,44,46.642163347955645,0.6598683014186836,0.23852048401564432,0.26750210521294865,1.0522344976244185
40,43,45.1843863950981,0.3836373720012503,0.28576912744018124,-0.0864528426378478,0.8537275866403484
41,42,44.20505398427234,0.19678928564747505,0.3787338507901452,-0.4262278989023138,0.8198064701972638
42,41,43.089504768689004,0.3602887410286275,0.3070752295963824,-0.1448500116574215,0.8654274937146765
43,40,40.46705819179291,0.47302538762897434,0.29004786959703416,-0.004103357858146861,0.9501541331160955
44,39,,,,,
45,38,,,,,
46,37,,,,,
47,36,,,,,
48,35,,,,,
