h,n,F,coef,se,lo90,hi90
0,382,195.23565666610097,-0.02895761959836838,0.03646909857272439,-0.0889492867505,0.03103404755376324
1,381,195.6015560062613,-0.07212221747421095,0.05986799476816475,-0.17060506886784196,0.026360633919420062
2,380,197.29162693657935,-0.11596180779009527,0.0664080545565995,-0.22520305753570144,-0.0067205580444890944
3,379,239.68225892596814,-0.13233173872443982,0.07177970911497163,-0.25040936021856813,-0.014254117230311489
4,378,248.82401495380626,-0.14108817577893448,0.07448333650276953,-0.26361326432599036,-0.018563087231878606
5,377,248.33942643699282,-0.16021449990339168,0.08869040595294306,-0.306110217695983,-0.014318782110800343
6,376,250.54525406194333,-0.20866133404782483,0.09071615366686908,-0.3578894068298245,-0.05943326126582518
7,375,250.6719543357395,-0.16158567914082925,0.09471538560461967,-0.3173924884604286,-0.005778869821229882
8,374,251.35258535300434,-0.08536829647110812,0.10718817326745869,-0.2616928414960777,0.09095624855386143
9,373,251.57977833015082,-0.06477863746474237,0.11007888374889761,-0.24585840123167896,0.1163011263021942
10,372,251.60362458757615,-0.06226918515847504,0.10979393787520463,-0.24288021296318665,0.11834184264623657
11,371,251.20094805473636,0.013341554680091733,0.11083074916542394,-0.16897502769703066,0.19565813705721413
12,370,252.55810973574324,-0.02452210697337102,0.10886187396936267,-0.2035998896529726,0.15455567570623058
13,369,252.89873198223026,-0.03406784366840102,0.11585764678539165,-0.22465367263037028,0.15651798529356825
14,368,252.76456161636875,-0.08887656311322506,0.12719419834822118,-0.2981110193960489,0.1203578931695988
15,367,252.60847917820115,-0.04313317849944054,0.12607535193480024,-0.25052713243218694,0.16426077543330586
16,366,252.47707805042685,-0.08798950462812945,0.126952476126441,-0.2968263278561249,0.12084731859986601
17,365,252.57549715576124,-0.07174554584214661,0.11665557998299528,-0.26364397491417385,0.12015288322988062
18,364,252.394938539862,0.03618719390361574,0.10782902678117046,-0.14119155515140966,0.21356594295864115
19,363,253.31335613851894,0.11681378486397802,0.10660289664108595,-0.05854798011060837,0.2921755498385644
20,362,263.96433182272466,0.12121978267295304,0.1129457224191096,-0.06457593070648228,0.30701549605238837
21,361,262.98698252835914,0.11576263689741415,0.11940046526750427,-0.08065112846763037,0.3121764022624587
22,360,259.58119522078516,0.08434743111165251,0.12559748096563247,-0.12226042507681291,0.29095528730011794
23,359,260.2533078858774,0.08018638429812232,0.1329211033972541,-0.1384688307903607,0.2988415993866053
24,358,260.16697354400367,0.15814147059865813,0.12082681080790611,-0.04061863318034742,0.3569015743776637
25,357,261.31972342433664,0.23239112641524448,0.13611604560047988,0.008480231402455074,0.4563020214280339
26,356,262.88634107855694,0.18736527095644537,0.1117709644127919,0.0035020344974026896,0.3712285074154881
27,355,262.5157841769044,0.24126185648627535,0.11000567684941115,0.060302518068994004,0.4222211949035567
28,354,261.97731179105455,0.24412648528765446,0.11149372249935607,0.06071931177621373,0.4275336587990952
29,353,263.9391258547759,0.24420893806018126,0.11413203932350874,0.05646173337300939,0.43195614274735317
30,352,264.0773506824577,0.20175036634817775,0.12559920622302262,-0.004860327888694449,0.40836106058504995
31,351,263.8872226676364,0.19234563654678133,0.14427659464749842,-0.04498936164835357,0.4296806347419162
32,350,264.96442297923153,0.2667618657453963,0.1206983476009669,0.06821308394180572,0.4653106475489869
33,349,264.95396925572624,0.2970034923752223,0.11255488078453302,0.11185071348466546,0.4821562712657791
34,348,265.8236269231472,0.32040237849408276,0.11578941841273858,0.1299287852051278,0.5108759717830378
35,347,268.3292806306672,0.2832950462212287,0.12037439422505472,0.08527916772101368,0.4813109247214437
36,346,274.29696694526103,0.1611948564358034,0.11301567483600546,-0.024715928669425596,0.3471056415410324
37,345,274.47404378373665,0.17888479162241766,0.11051892680373211,-0.002918842969721669,0.360688426214557
38,344,274.40264145871254,0.13752564152113464,0.113857692665599,-0.04977026291377573,0.324821545956045
39,343,273.89508487281074,0.14282186800459715,0.12678480230529934,-0.06573913178762028,0.3513828677968146
40,342,281.3048929202724,0.08156201833635289,0.1263424159910593,-0.12627125596893968,0.28939529264164543
41,341,282.28331461534873,0.0143396444528506,0.1274231396505065,-0.1952714202722326,0.2239507091779338
42,340,282.27665953831547,0.06194099455864792,0.1277004132490737,-0.1481261852360783,0.27200817435337415
43,339,282.75356332030975,0.06494317463927032,0.11848380099084559,-0.12996267799067066,0.25984902726921133
44,338,283.70124216963524,0.09410555385501294,0.11468363483111957,-0.09454902544217876,0.28276013315220466
45,337,288.5386744397823,0.057367937315961695,0.11647240661722254,-0.13422917156936937,0.24896504620129278
46,336,324.02898574210695,0.042502403153766875,0.11097842123701675,-0.14005709978112568,0.22506190608865945
47,335,326.9598430420735,0.055558569311665834,0.119668652845602,-0.14129636461934947,0.25241350324268114
48,334,348.8244372918892,-0.0007047814099486843,0.1353964370092448,-0.22343192029015638,0.22202235747025903
