Unnamed: 0,bertopic_0,bertopic_1,bertopic_2,bertopic_3,bertopic_4,bertopic_5,bertopic_6,bertopic_7,bertopic_8,bertopic_9,bertopic_10,bertopic_11,bertopic_12,bertopic_13,bertopic_14,bertopic_15,bertopic_16,bertopic_17,bertopic_18,bertopic_19,bertopic_20,bertopic_conflict,date
2018-03-01,0.6470588235294118,0.0,0.0,0.0,0.1176470588235294,0.0,0.0588235294117647,0.0,0.1176470588235294,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764707,2018-03-01
2018-04-01,0.5185185185185185,0.0,0.0,0.074074074074074,0.1111111111111111,0.0,0.0,0.0,0.074074074074074,0.0,0.037037037037037,0.037037037037037,0.074074074074074,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.8148148148148144,2018-04-01
2018-05-01,0.5238095238095238,0.0,0.1428571428571428,0.0476190476190476,0.0476190476190476,0.0,0.0952380952380952,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,2018-05-01
2018-06-01,0.4285714285714285,0.0,0.0,0.0952380952380952,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.1428571428571428,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.0952380952380952,0.0,0.0476190476190476,0.0,0.6666666666666664,2018-06-01
2018-07-01,0.6842105263157895,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578946,2018-07-01
2018-08-01,0.2941176470588235,0.0,0.2352941176470588,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.0,0.0588235294117647,0.0,0.0,0.0,0.4117647058823529,2018-08-01
2018-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018-09-01
2018-10-01,0.5294117647058824,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0,0.0,0.6470588235294118,2018-10-01
2018-11-01,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.6666666666666667,2018-11-01
2018-12-01,0.25,0.0,0.2,0.2,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.55,2018-12-01
2019-01-01,0.375,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.5,2019-01-01
2019-02-01,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.6666666666666665,2019-02-01
2019-03-01,0.5,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571428,2019-03-01
2019-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-04-01
2019-05-01,0.5454545454545454,0.0,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.7272727272727272,2019-05-01
2019-06-01,0.44,0.0,0.16,0.0,0.08,0.0,0.0,0.0,0.04,0.04,0.0,0.08,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.52,2019-06-01
2019-07-01,0.3636363636363636,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,2019-07-01
2019-08-01,0.4827586206896552,0.0344827586206896,0.0344827586206896,0.1034482758620689,0.0344827586206896,0.0689655172413793,0.0689655172413793,0.0,0.1034482758620689,0.0,0.0,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.7241379310344827,2019-08-01
