,gpr,gpr_threats,gpr_acts
2015-07-01,104.28163921134231,105.19347822181469,90.40926742372176
2015-08-01,86.86716639686975,90.07010658296592,69.93201992948815
2015-09-01,77.36031564082543,80.95791643915182,55.233485264516844
2015-10-01,75.69739142106985,77.29657285831983,64.79679513008308
2015-11-01,236.9773380663248,250.38080516081166,169.64265350439774
2015-12-01,165.74545913495308,180.3934733459442,97.17068617736307
2016-01-01,142.4207313428758,151.91482762648377,86.40281682557233
2016-02-01,89.62000898283969,95.15497466824363,61.15685860105386
2016-03-01,96.42767010182085,98.31800802951496,85.80009817374781
2016-04-01,84.696249665211,89.70867566052402,58.743425543970616
2016-05-01,83.00171965868078,84.58686001320794,69.78395688997328
2016-06-01,121.1292222483198,129.79705899194985,74.96782034541911
2016-07-01,128.34540148610458,137.621025934734,78.79167822519862
2016-08-01,104.31616653544367,106.53279060319952,98.66094725342911
2016-09-01,88.76497340770923,91.23966009947259,80.74399344791378
2016-10-01,82.81803743467543,86.03176245978722,65.84234146767254
2016-11-01,105.22968906879193,114.77320728671204,52.57117030514483
2016-12-01,118.99256547864053,126.55889717255167,76.69815261690297
2017-01-01,123.47584668337932,124.38343436136606,114.20847494006539
2017-02-01,127.09346501478109,134.1436135898966,84.39442408235647
2017-03-01,122.73718536749054,122.4321763630771,123.00714321038065
2017-04-01,174.2232199257568,189.6998455180858,95.99854622396153
2017-05-01,163.49026032431107,161.4805118786937,162.10301528105032
2017-06-01,135.2944879969006,136.3689870280851,131.1464238740372
2017-07-01,91.47206462468141,94.80552203422927,67.32724338057015
2017-08-01,201.64042681355747,219.18877095035643,117.25504727436868
2017-09-01,148.07080705592887,164.1971201896279,60.34503261919328
2017-10-01,147.08010400812154,166.9559266261296,48.64949297243239
2017-11-01,119.19203518226938,132.85307085406353,50.9679725438019
2017-12-01,117.32789972171925,129.14499178583245,50.70997586348381
2018-01-01,163.53986218995004,182.92474176626607,58.74735881652127
2018-02-01,100.54142559561852,108.96423819425634,55.62814356488607
2018-03-01,205.3278326064302,228.08368102993643,82.52098391401603
2018-04-01,237.68415608524833,269.82346324017516,87.22744604235935
2018-05-01,177.05173993923322,205.9817820884958,35.17090086283537
2018-06-01,203.35128736730667,229.95358586627864,68.16739896776271
2018-07-01,243.92096572870307,274.54556822772,82.55112985043245
2018-08-01,161.3919914402023,182.64122606493478,53.83904263362334
2018-09-01,132.234429960725,151.65707711165587,30.184632456342825
2018-10-01,165.67832590960614,189.45978959355904,39.88408259708161
2018-11-01,152.90604785023848,174.30969114049256,37.71003334900997
2018-12-01,174.60037596508573,198.68881592733433,46.85374800071945
2019-01-01,192.41146725048856,221.45955154015445,41.4005408010364
2019-02-01,160.60543038922123,179.47062008944604,56.702725501708564
2019-03-01,118.27480577191842,131.546632517231,56.35268053201986
2019-04-01,107.10504944374975,120.32735191856949,36.82806430174384
2019-05-01,211.71137580179575,248.17858266241964,19.91754603563002
2019-06-01,245.6204406116215,285.7397548786821,41.817201925722784
2019-07-01,190.56712284614417,216.32527485383162,51.33395842254228
2019-08-01,262.2222422437361,297.48254071316836,71.50189459536305
2019-09-01,187.87100659450618,216.09682368166722,45.49157150008577
2019-10-01,195.2837472737989,228.26733085246437,31.219463561227766
2019-11-01,135.6144157970404,148.30468769365925,63.19217861102273
2019-12-01,121.4938527581718,134.96374413302198,46.68112783863261
2020-01-01,380.59692964066045,420.23259162408425,271.4396963430138
2020-02-01,125.73956013882291,133.5879487885732,77.1104435753339
2020-03-01,79.40081173248834,88.34731437461225,29.829923588450335
2020-04-01,65.4140122390265,75.05906656670585,16.12750936777413
2020-05-01,104.5617187528904,120.41994873526099,20.011876153907597
2020-06-01,139.70438266146786,158.95688894872723,35.88734703252736
2020-07-01,110.24603893991053,122.23912463397797,43.445561515842634
2020-08-01,122.28540095869734,137.5048989268351,39.12968144993512
2020-09-01,123.56632694698568,140.20486788941218,38.06336041769764
2020-10-01,122.52872683134628,140.7287379559985,33.68236031804465
2020-11-01,108.49378804851926,119.05259130403252,55.581548910915714
2020-12-01,105.0252769954809,114.73068415359737,54.23334701332221
2021-01-01,93.55560561845073,105.05343617946785,30.626633758892247
2021-02-01,79.32164111270389,88.16071959180105,48.89092055070171
2021-03-01,98.82186360575125,109.29964482469919,55.05402766204116
2021-04-01,116.91821701129913,131.7728580934301,35.979324363353776
2021-05-01,118.65354181177901,126.66058104046725,74.2944983499067
2021-06-01,103.66876810033467,119.26091265645948,22.731770988992714
2021-07-01,89.19327395716631,101.7288259971447,21.75898251936218
2021-08-01,127.47431011458286,140.76592943392308,55.25833253084427
2021-09-01,128.7816170854522,140.01253904677864,66.43965056863911
2021-10-01,,,
2021-11-01,,,
2021-12-01,,,
2022-01-01,,,
2022-02-01,,,
