h,diff,W,p
0,-0.003617682708339842,0.0037522638457646914,0.9511555508770273
1,-0.01577623922596949,0.029115973031350637,0.8645115363215221
2,-0.06130547847868861,0.31317445508740555,0.5757387145122694
3,-0.10083072048723274,0.6648306672004192,0.41485969838011005
4,-0.131969811505515,1.2397585109654228,0.2655175997229082
5,-0.1289694367348293,1.0519041316583517,0.30506895550479307
6,-0.13994604857974835,1.3150832199664861,0.2514763689893449
7,-0.0900524013854973,0.507516298338215,0.4762160126588856
8,-0.1601305828977253,1.3116549085504456,0.2520952436445779
9,-0.10853643473108221,0.5512263159513078,0.4578170546225365
10,-0.09327179186108836,0.4205391716094233,0.5166681306750478
11,-0.13624620537038368,0.7463667074192033,0.38762899636454484
12,-0.06012104411552599,0.1337624715734298,0.7145624375674762
13,-0.054123823422258965,0.10473561988414962,0.7462190581480774
14,-0.013381536545558959,0.00610500254894198,0.9377210515242684
15,0.02075012801320497,0.014170998605812599,0.9052420783499638
16,0.029314538049533212,0.027762747325284602,0.8676678211743343
17,-0.022031213041469044,0.015039133911817014,0.90239681344695
18,-0.059194201238160105,0.1174403542709949,0.7318273853673234
19,-0.022581696175535626,0.019846237511246798,0.8879673691463069
20,-0.06828925905227479,0.17149079062931954,0.6787902793093678
21,-0.051805891922629854,0.08454433200637833,0.7712309937506105
22,-0.15648533595093994,0.7321227017581368,0.3921960023879497
23,-0.226501024913766,1.5132350257815095,0.2186461130085574
24,-0.3219210406685633,3.198138607377169,0.07372213250099602
25,-0.3446071642937234,2.463877170789703,0.1164909207405358
26,-0.22589855190069486,1.6502399268953578,0.19892627890770453
27,-0.24614695391105812,2.1017181894819004,0.1471337190332782
28,-0.11503599199294356,0.3948604187123802,0.5297555597622119
29,0.03151470841656945,0.02710156886185949,0.8692387264218117
30,0.06804132092469217,0.11755948868315526,0.7316966437854717
31,0.11778140969362738,0.25698127775897417,0.6122016839249432
32,0.08512462870578474,0.19813103266510634,0.6562336707049283
33,-0.03203143982744905,0.03470616291733217,0.8522127213315738
34,-0.22529254839236756,1.737489338957291,0.18745725875687702
35,-0.2303705169384429,1.8643070296492847,0.17212852921977795
36,-0.14031098986450985,0.5953821738778707,0.44034537993450096
37,-0.1495957848045606,0.6886976990392752,0.40660769505035654
38,-0.1753067993085793,0.9742574887292038,0.32362066388102695
39,-0.15717956991740323,0.6246273218456674,0.42933292381043153
40,-0.11427468761691983,0.310367470126094,0.5774547785090167
41,-0.06293517633817913,0.09165205517976606,0.7620873225005771
42,-0.1086678375290262,0.29587794544207124,0.5864781937553114
43,-0.1618334707780562,0.7029271349254609,0.40180187903848663
44,-0.24047569515536793,1.814921406372841,0.17791898681380391
45,-0.26741596875390883,2.4056575110827554,0.12089731826356098
46,-0.22551621646348963,1.7700163301544451,0.18338005806584423
47,-0.1518861065079946,0.7440697568116772,0.38836030065323845
48,-0.07336285967987521,0.15496865543208768,0.6938316457022995
