h,coef,se,n_obs,lo90,hi90,lo95,hi95
0,1.6268603153050978,1.2302605233807842,382,-0.3969182456562921,3.6506388762664876,-0.784450310521239,4.038170941131435
1,-0.3029910007389722,1.899144676942065,381,-3.427083994308669,2.821101992830725,-4.025314567545419,3.4193325660674754
2,-2.8577886385519067,1.5337930733917147,380,-5.380878244281277,-0.3346990328225359,-5.864023062399667,0.14844578529585384
3,-1.9794417520388643,1.6774471997170677,379,-4.738842395573441,0.7799588914957118,-5.267238263484317,1.3083547594065885
4,-0.7753683487240116,1.6856958592834297,378,-3.5483380372452538,1.9976013397972303,-4.079332232919533,2.5285955354715104
5,-0.8766777832336977,1.5810530188485363,377,-3.47750999923954,1.7241544327721443,-3.975541700176829,2.2221861337094335
6,1.0090094241546663,1.9163141827983712,376,-2.1433274065486545,4.161346254857987,-2.746966374130141,4.764985222439474
7,-2.716568495350242,1.6585098444578295,375,-5.444817189483372,0.011680198782887619,-5.967247790487587,0.5341107997871037
8,0.9494712652403574,1.7063126317286028,374,-1.8574130139531941,3.7563555444339087,-2.394901492947704,4.293844023428419
9,3.598177203677348,1.615165592325525,373,0.9412298043018592,6.2551246030528365,0.43245264271931916,6.763901764635377
10,-1.14046714872222,1.5927627091793217,372,-3.760561805322204,1.479627507877764,-4.262282058713691,1.9813477612692507
11,-0.78405998570399,2.097351868271519,371,-4.234203809010639,2.6660838376026583,-4.894869647516167,3.326749676108187
12,1.1215262131008514,1.6958092953614095,370,-1.6680800777686673,3.91113250397037,-2.2022600058075112,4.445312432009214
13,-0.2587354219631012,1.7672980848223059,369,-3.1659407714957943,2.648469927569592,-3.7226396682148204,3.2051688242886183
14,0.11926723267265324,1.6996825250171825,368,-2.676710520980612,2.9152449863259187,-3.212110516361024,3.450644981706331
15,-0.7090723574646524,1.9173914779769567,367,-3.863181338736746,2.4450366238074412,-4.467159654299487,3.0490149393701826
16,0.40579296574229506,1.7432140868631576,366,-2.4617942071475993,3.2733801386321892,-3.010906644509494,3.822492575994084
17,-1.9536638301414557,1.5137874964367484,365,-4.4438442617799065,0.5365166014969955,-4.920687323157482,1.0133596628745711
18,1.9429239432778742,1.443756696649891,364,-0.43205582271119636,4.317903709266945,-0.8868391821559121,4.772687068711661
19,4.009420172553661,1.874262255156128,363,0.92625876282183,7.092581582285492,0.33586615244764984,7.682974192659671
20,2.6846377674090545,1.8513550400557413,362,-0.36084127348263983,5.730116808300749,-0.9440181111001982,6.313293645918307
21,0.9118830203931069,1.636906796165787,361,-1.7808286592996128,3.6045947000858263,-2.2964543000918356,4.120220340878049
22,-1.227090127514446,1.6923045795770193,360,-4.010931160918643,1.556750905889751,-4.544007103485404,2.0898268484565117
23,0.8421052423383784,1.5764797041377117,359,-1.7512038709681574,3.435414355644914,-2.2477949777715365,3.932005462448293
24,1.558061813500278,1.8720783325903834,358,-1.5215070436109028,4.6376306706114585,-2.1112117183768735,5.227335345377429
25,0.029678129876043974,1.657981245119311,357,-2.697701018345223,2.7570572780973106,-3.2199651105578058,3.2793213703098933
26,1.3089965784666577,1.6464097638804476,356,-1.3993474831166783,4.017340640049994,-1.9179665587390193,4.535959715672335
27,-0.19827658880942456,1.6558733178214493,355,-2.922188196625709,2.5256350190068595,-3.443788291739465,3.0472351141206158
