h,coef,se,n_obs,lo90,hi90,lo95,hi95
0,-0.9897424618274461,1.0620404003903146,382,-2.7367989204695133,0.7573139968146213,-3.0713416465924626,1.0918567229375702
1,-0.04995745794013607,1.0854450175551131,381,-1.8355145118182972,1.735599595938025,-2.177429692348158,2.077514776467886
2,-0.9916815855973998,1.0985894525365991,380,-2.798861235020105,0.8154980638253057,-3.144916912569134,1.1615537413743344
3,-2.2297256197529007,1.3293428784018313,379,-4.4164946547239134,-0.04295658478188802,-4.83523766142049,0.3757864219146887
4,-2.3563576296543753,1.1860063182258727,378,-4.3073380231359355,-0.40537723617281474,-4.680930013377086,-0.031785245931664985
5,-1.912668472679709,1.0793724623814933,377,-3.6882361732972653,-0.13710077206215243,-4.028238498947436,0.2029015535880181
6,0.999236898314517,1.0631989246278137,376,-0.7497253326982367,2.7481991293272707,-1.0846329939559978,3.083106790585032
7,-1.3446541413166482,1.3055721699375584,375,-3.492320360863932,0.8030120782306354,-3.9035755943942627,1.2142673117609661
8,-2.0288592859012984,1.103005931191868,374,-3.8433040427119214,-0.21441452909067538,-4.19075091103736,0.133032339234763
9,-1.2202666426311901,1.1331963124525222,373,-3.084374576615589,0.6438412913532088,-3.4413314150381336,1.0007981297757533
10,-0.9380521691015827,1.0511452412755269,372,-2.6671860909998246,0.791081752796659,-2.9982968420016154,1.1221925037984497
11,0.5423177348480223,1.1455743591658054,371,-1.3421520859797278,2.426787555675772,-1.7030080091169566,2.787643478813001
12,-1.2970353345573042,0.9657388428366833,370,-2.8856757310236483,0.2916050619090398,-3.1898834665172036,0.5958127974025951
13,-0.36383655288157,1.1362569189770815,369,-2.232979184598869,1.505306078835729,-2.5909001140766494,1.8632270083135096
14,-1.4001124819869384,1.1410564418702303,368,-3.277150328863467,0.47692536488959036,-3.6365831080525894,0.8363581440787127
15,-0.5078640280964513,1.1364059608380934,367,-2.377251833675115,1.3615237774822124,-2.7352197113391146,1.7194916551462118
16,-0.9693452477589595,1.0789897614072115,366,-2.7442834052738223,0.8055929097559034,-3.084165180117094,1.145474684599175
17,-2.1317349293234544,1.1699835812965114,365,-4.0563579205562155,-0.20711193809069317,-4.424902748664617,0.161432890017708
18,-1.078095989994381,1.2169494394909415,364,-3.07997781795698,0.923785837968218,-3.463316891396626,1.3071249114078642
19,0.5187412138933667,1.1140075389358972,363,-1.3138011876561841,2.3512836154429175,-1.6647135624209917,2.7021959902077253
20,-1.274799833694696,1.096188128937597,362,-3.0780293057970427,0.528429638407651,-3.423328566412386,0.8737288990229939
21,-0.5887374013594945,1.0208984219943533,361,-2.268115305540206,1.0906405028212167,-2.589698308468427,1.412223505749438
22,-1.4148140770766666,0.952968459141461,360,-2.9824471923643703,0.15281903821103682,-3.28263225699393,0.4530041028405969
23,-0.8197991334478031,1.06821035164447,359,-2.5770051619029566,0.9374068950073503,-2.9134914226709645,1.273893155775358
24,-0.11597416581781794,1.1533589526484376,358,-2.0132496429244977,1.7813013112888618,-2.376557713008755,2.1446093813731197
25,-0.4003283220891062,1.126014535472906,357,-2.252622232942037,1.4519655887638243,-2.607316811616002,1.8066601674377898
