Period_dt,lwti,lpri,d2pri,llwip,dllgop,dl2lgop,vix,gs10,brent,gold,bdi,cny_usd,indpro,gpr_chn_l1,gpr_usa_l1,L1_lwti,L2_lwti,L3_lwti,L1_lpri,L2_lpri,n_events_total,n_events_kw,gpr_kw_share,gpr_cameo_share_appendix,d2gpr_kw,gpr_kw_z,d2gpr_kw_z,built_from,n_days_sampled,gpr_global
1993-08-01,2.520688338974291,-0.9503469298211292,-0.1,4.1769447,0.010143757,-0.0047678947,11.500476201375326,5.81,-0.0509735120536123,0.0531483046210103,-0.0299692198173229,0.0,0.0026931164973129,0.2889039516448974,2.617969036102295,2.514790143715252,2.581392139820594,2.6266967256709357,-0.8813735870195377,-0.8813735870195377,,,,,,,,gdelt1_raw_pilot,102,48.62351786629755
1993-09-01,2.4914370046675494,-1.0159731341796878,-1.110223e-16,4.175749,-0.0029625893,0.010143757,11.928636420856822,5.68,-0.0047362008877112,-0.0346324638839785,0.0570125307844016,0.0053013878381251,-0.0012064683528301,0.2890709042549133,2.1235592365264893,2.520688338974291,2.514790143715252,2.581392139820594,-0.9503469298211292,-0.8813735870195377,,,,,,,,gdelt1_raw_pilot,102,38.15541910906951
1993-10-01,2.5227020908905398,-1.0159731341796878,0.1,4.179465,0.00018882751,-0.0029625893,12.931428409758068,5.36,-0.0418534922564712,-0.0642077413740533,0.0181193068299556,-0.000861504584797,0.0052914883157351,0.2478877156972885,1.9028000831604004,2.4914370046675494,2.520688338974291,2.514790143715252,-1.0159731341796878,-0.9503469298211292,,,,,,,,gdelt1_raw_pilot,102,38.61344374737475
1993-11-01,2.4369124016700505,-0.8813735870195379,0.2,4.1795044,0.007712364,0.00018882751,11.875238100687662,5.33,0.0364771352200907,0.0247420399198503,0.1276944473288601,0.0,0.0073036524223031,0.2804009318351745,2.323782444000244,2.5227020908905398,2.4914370046675494,2.520688338974291,-1.0159731341796878,-1.0159731341796878,,,,,,,,gdelt1_raw_pilot,102,34.20673159561743
1993-12-01,2.294348944858109,-0.8813735870195379,-0.2,4.1824718,0.001057148,0.007712364,14.083809534708658,5.72,-0.0887480563845803,0.0261528977191884,0.0892101295723097,0.003132317031639,0.0045590055532489,0.294376403093338,1.7831765413284302,2.4369124016700505,2.5227020908905398,2.4914370046675494,-0.8813735870195379,-1.0159731341796878,,,,,,,,gdelt1_raw_pilot,102,29.10719545210648
1994-01-01,2.327561079064223,-0.7326682560454053,0.2,4.1882963,0.006392479,0.001057148,11.356363556601783,5.77,-0.1017851360649291,0.0250168237636234,0.1083776992844196,-0.0008595496489332,0.0059052708470295,0.2252331525087356,1.7174028158187866,2.294348944858109,2.4369124016700505,2.5227020908905398,-0.8813735870195379,-0.8813735870195379,,,,,,,,gdelt1_raw_pilot,102,45.02851880550678
1994-02-01,2.310055416359211,-0.7326682560454053,-0.2,4.187897,0.005271435,0.006392479,11.290476163228352,5.75,0.0403939262259998,0.0092965950399186,0.0834416142139833,0.4054593752972812,0.0028736794669281,0.1844829320907592,1.8379966020584104,2.327561079064223,2.294348944858109,2.4369124016700505,-0.7326682560454053,-0.8813735870195379,,,,,,,,gdelt1_raw_pilot,102,57.068131892202544
1994-03-01,2.299180254839205,-0.4812118250595972,0.3,4.1911917,-0.0029172897,0.005271435,13.644210464075991,5.97,-0.0348514457440045,-0.0129295886726268,-0.0227082069108384,0.0005158213996843,0.0005827318302769,0.1573477685451507,2.64929747581482,2.310055416359211,2.327561079064223,2.294348944858109,-0.7326682560454053,-0.7326682560454053,,,,,,,,gdelt1_raw_pilot,102,33.63472914899956
1994-04-01,2.409439058118239,-0.2956730475634155,-0.1,4.1990075,-0.0015120506,-0.0029172897,15.223478317260742,6.48,0.001492053675947,0.0057960582082925,-0.1397051777080999,0.0004124656337118,0.0101498906066312,0.3976801931858063,2.004971027374268,2.299180254839205,2.310055416359211,2.327561079064223,-0.4812118250595972,-0.7326682560454053,,,,,,,,gdelt1_raw_pilot,102,49.50765473429677
1994-05-01,2.495024779953585,-0.1986901103492346,-0.1,4.2054615,-0.0075478554,-0.0015120506,16.471052671733656,6.97,0.0970652721565854,-0.0180199254775113,-0.0314902179242544,-0.0005843765384438,0.0058961380426527,0.2780191004276275,2.175499677658081,2.409439058118239,2.299180254839205,2.310055416359211,-0.2956730475634155,-0.4812118250595972,,,,,,,,gdelt1_raw_pilot,102,35.03603305148452
1994-06-01,2.556750235883665,-0.1986901103492346,-0.1,4.2106323,0.0072426796,-0.0075478554,13.897142818995883,7.18,0.0608993919826765,0.0109662361657383,-0.0240804256282967,-0.0051826388820961,0.0045904959585474,0.3477795720100403,2.364232301712036,2.495024779953585,2.409439058118239,2.299180254839205,-0.1986901103492346,-0.2956730475634155,,,,,,,,gdelt1_raw_pilot,102,43.62322480999162
1994-07-01,2.5833361935700814,-0.1986901103492346,0.0,4.218093,0.005112171,0.0072426796,13.408636353232644,7.1,0.034914695975424,0.0109769441458587,-0.0065029369879301,-0.0009105946581384,0.0067284496871362,0.56477952003479,2.7626564502716064,2.556750235883665,2.495024779953585,2.409439058118239,-0.1986901103492346,-0.1986901103492346,,,,,,,,gdelt1_raw_pilot,102,41.40938887489533
1994-08-01,2.512486996970173,-0.0998340788992006,0.1,4.220414,-0.006495476,0.005112171,12.48449993133545,7.3,0.0486869224119788,-0.0003890394664756,-0.0125000140556341,-0.003696990012048,0.0013295056794984,0.1837534308433532,2.284783124923706,2.5833361935700814,2.556750235883665,2.495024779953585,-0.1986901103492346,-0.1986901103492346,,,,,,,,gdelt1_raw_pilot,102,38.13565346931392
1994-09-01,2.459125031854403,-0.0998340788992006,-0.1,4.230782,-0.0017127991,-0.006495476,11.889130467953889,7.24,-0.0409886549862261,-0.0133970796584597,0.0641424689792007,-0.0070388470978119,0.0066818575129268,0.1923761963844299,2.13395094871521,2.512486996970173,2.5833361935700814,2.556750235883665,-0.0998340788992006,-0.1986901103492346,,,,,,,,gdelt1_raw_pilot,102,49.95757895686962
1994-10-01,2.4726723650841165,0.2956730475634292,0.4,4.2344246,0.010021687,-0.0017127991,13.23333336058117,7.46,-0.0608785960520301,0.0290716641578834,0.0342978648226086,-0.0033977299444307,0.0031405492615519,0.23000168800354,2.3236935138702397,2.459125031854403,2.512486996970173,2.5833361935700814,-0.0998340788992006,-0.0998340788992006,,,,,,,,gdelt1_raw_pilot,102,53.0410093740832
1994-11-01,2.4917810531767524,0.5688248987322535,-0.1,4.241823,0.008062363,0.010021687,15.245238031659808,7.74,0.0367784193221876,-0.0046330152623301,-0.048554548614911,-0.0004679457268359,0.0080129312378582,0.3066884279251098,2.1631321907043457,2.4726723650841165,2.459125031854403,2.512486996970173,0.2956730475634292,-0.0998340788992006,,,,,,,,gdelt1_raw_pilot,102,37.782550262091895
1994-12-01,2.4364495414084915,0.5688248987322535,-0.3,4.2504816,0.0028128624,0.008062363,16.38380949837821,7.96,0.0416241298680182,-0.0138991593772024,-0.0194009189890511,-0.0019912158848605,0.0068126229566853,0.19561268389225,1.9211959838867188,2.4917810531767524,2.4726723650841165,2.459125031854403,0.5688248987322535,0.2956730475634292,,,,,,,,gdelt1_raw_pilot,102,42.69173084889926
1995-01-01,2.4810231497616027,0.5688248987322535,0.0,4.26168,0.0052170753,0.0028128624,14.177142824445452,7.81,-0.0760774782335738,-0.0133565781976789,-0.1181338850108169,-0.0073903556098864,0.0101664259222324,0.1559122651815414,2.097728729248047,2.4364495414084915,2.4917810531767524,2.4726723650841165,0.5688248987322535,0.5688248987322535,,,,,,,,gdelt1_raw_pilot,102,31.74523723158731
1995-02-01,2.5079438605115563,0.3900353197707218,-0.2,4.258207,-0.0068473816,0.0052170753,12.274285679771786,7.78,0.0381715212349345,-0.0019529194426004,-0.0925817875777159,-0.0009217352909063,0.001700536197938,0.1874793171882629,1.668933629989624,2.4810231497616027,2.4364495414084915,2.4917810531767524,0.5688248987322535,0.5688248987322535,,,,,,,,gdelt1_raw_pilot,102,30.535430072064724
1995-03-01,2.507036511296103,0.5688248987322535,0.4,4.260187,0.008084774,-0.0068473816,11.470000016061883,7.47,0.0334248708614315,-0.0050583404774036,0.0709609573814376,-0.0008634200246615,-0.0011286873050115,0.1918158531188964,1.5944693088531494,2.5079438605115563,2.4810231497616027,2.4364495414084915,0.3900353197707218,0.5688248987322535,,,,,,,,gdelt1_raw_pilot,102,28.11414729000133
1995-04-01,2.5718173775902877,0.5688248987322535,-0.2,4.259563,-0.011940479,0.008084774,12.166521735813308,7.2,-0.006329155213824,0.0144448713298963,0.04496322354154,-0.0005562953243032,0.0016603011582869,0.1341050267219543,1.7398362159729004,2.507036511296103,2.5079438605115563,2.4810231497616027,0.5688248987322535,0.3900353197707218,,,,,,,,gdelt1_raw_pilot,102,41.68649131601436
1995-05-01,2.56327902072818,0.0998340788992146,-0.5,4.2640624,0.012854576,-0.011940479,12.442631570916427,7.06,0.092159874389635,0.0230495879829533,0.0155412590380077,-0.0022520129466951,-0.0017277257902161,0.2138248831033706,2.2009217739105225,2.5718173775902877,2.507036511296103,2.5079438605115563,0.5688248987322535,0.5688248987322535,,,,,,,,gdelt1_raw_pilot,102,43.73002516669878
1995-06-01,2.4920985735627066,-0.0998340788992006,0.3,4.2601323,0.00019073486,0.012854576,12.265909194946287,6.63,-0.0160776615792319,-0.014969683728685,0.0494413574969705,-0.0121652080174854,0.0048989069851188,0.2834611237049103,1.991496205329895,2.56327902072818,2.5718173775902877,2.507036511296103,0.0998340788992146,0.5688248987322535,,,,,,,,gdelt1_raw_pilot,102,44.51605414483972
