,n_events_total,n_events_kw,n_events_with_url,pct_events_with_url,gpr_hybrid_share,gpr_url_share,gpr_nourl_cameo_share,gpr_kw_share,d2gpr_kw
2009-05-01,4287.0,199.0,0.0,0.0,0.04641940751108001,,0.04641940751108001,0.04641940751108001,0.004722436525086499
2009-06-01,4741.0,286.0,0.0,0.0,0.060324825986078884,,0.060324825986078884,0.060324825986078884,0.018623827379157937
2009-07-01,4660.0,190.0,0.0,0.0,0.0407725321888412,,0.0407725321888412,0.0407725321888412,-0.03345771227223657
2009-08-01,3531.0,194.0,0.0,0.0,0.05494194279241008,,0.05494194279241008,0.05494194279241008,0.03372170440080657
2009-09-01,7387.0,357.0,0.0,0.0,0.048328144036821445,,0.048328144036821445,0.048328144036821445,-0.02078320935915752
2009-10-01,6055.0,204.0,0.0,0.0,0.033691164327002476,,0.033691164327002476,0.033691164327002476,-0.008023180954230331
2009-11-01,5800.0,352.0,0.0,0.0,0.060689655172413794,,0.060689655172413794,0.060689655172413794,0.041635470555230286
2009-12-01,5429.0,388.0,0.0,0.0,0.07146804199668447,,0.07146804199668447,0.07146804199668447,-0.016220104021140644
2010-01-01,6542.0,379.0,0.0,0.0,0.05793335371446041,,0.05793335371446041,0.05793335371446041,-0.02431307510649474
2010-02-01,8260.0,465.0,0.0,0.0,0.056295399515738496,,0.056295399515738496,0.056295399515738496,0.011896734083502149
2010-03-01,1671.0,88.0,0.0,0.0,0.052663076002393776,,0.052663076002393776,0.052663076002393776,-0.0019943693146228098
2010-04-01,2967.0,180.0,0.0,0.0,0.06066734074823053,,0.06066734074823053,0.06066734074823053,0.011636588259181478
2010-05-01,3482.0,184.0,0.0,0.0,0.05284319356691557,,0.05284319356691557,0.05284319356691557,-0.015828411927151724
2010-06-01,1825.0,136.0,0.0,0.0,0.07452054794520548,,0.07452054794520548,0.07452054794520548,0.029501501559604876
2010-07-01,2441.0,168.0,0.0,0.0,0.06882425235559197,,0.06882425235559197,0.06882425235559197,-0.02737364996790341
2010-08-01,5396.0,311.0,0.0,0.0,0.05763528539659007,,0.05763528539659007,0.05763528539659007,-0.005492671369388399
2010-09-01,6895.0,463.0,0.0,0.0,0.06715010877447426,,0.06715010877447426,0.06715010877447426,0.020703790336886102
2010-10-01,6399.0,394.0,0.0,0.0,0.0615721206438506,,0.0615721206438506,0.0615721206438506,-0.015092811508507865
2010-11-01,6942.0,554.0,0.0,0.0,0.0798040910400461,,0.0798040910400461,0.0798040910400461,0.023809958526819164
2010-12-01,6762.0,437.0,0.0,0.0,0.06462585034013606,,0.06462585034013606,0.06462585034013606,-0.03341021109610554
2011-01-01,9316.0,599.0,0.0,0.0,0.06429798196650924,,0.06429798196650924,0.06429798196650924,0.014850372326283223
2011-02-01,3749.0,219.0,0.0,0.0,0.05841557748732996,,0.05841557748732996,0.05841557748732996,-0.005554536105552468
2011-03-01,4474.0,236.0,0.0,0.0,0.05274921770227984,,0.05274921770227984,0.05274921770227984,0.00021604469412916938
2011-04-01,4398.0,351.0,0.0,0.0,0.07980900409276943,,0.07980900409276943,0.07980900409276943,0.03272614617553971
2011-05-01,4880.0,312.0,0.0,0.0,0.06393442622950819,,0.06393442622950819,0.06393442622950819,-0.042934364253750835
2011-06-01,4934.0,296.0,0.0,0.0,0.05999189298743413,,0.05999189298743413,0.05999189298743413,0.011932044621187174
2011-07-01,6662.0,428.0,0.0,0.0,0.06424497148003602,,0.06424497148003602,0.06424497148003602,0.00819561173467595
2011-08-01,5657.0,413.0,0.0,0.0,0.07300689411348771,,0.07300689411348771,0.07300689411348771,0.004508844140849795
2011-09-01,5162.0,399.0,0.0,0.0,0.07729562185199534,,0.07729562185199534,0.07729562185199534,-0.004473194894944049
2011-10-01,3935.0,283.0,0.0,0.0,0.07191867852604829,,0.07191867852604829,0.07191867852604829,-0.009665671064454692
2011-11-01,5834.0,394.0,0.0,0.0,0.06753513884127528,,0.06753513884127528,0.06753513884127528,0.0009934036411740482
2011-12-01,3586.0,305.0,0.0,0.0,0.08505298382598996,,0.08505298382598996,0.08505298382598996,0.021901384669487683
2012-01-01,4762.0,267.0,0.0,0.0,0.05606887862242755,,0.05606887862242755,0.05606887862242755,-0.04650195018827709
2012-02-01,9600.0,387.0,0.0,0.0,0.0403125,,0.0403125,0.0403125,0.013227726581134858
2012-03-01,6438.0,392.0,0.0,0.0,0.06088847468157813,,0.06088847468157813,0.06088847468157813,0.03633235330400568
2012-04-01,6324.0,372.0,0.0,0.0,0.058823529411764705,,0.058823529411764705,0.058823529411764705,-0.022640919951391558
2012-05-01,10537.0,531.0,0.0,0.0,0.050393850242004365,,0.050393850242004365,0.050393850242004365,-0.006364733899946913
2012-06-01,6605.0,435.0,0.0,0.0,0.06585919757759273,,0.06585919757759273,0.06585919757759273,0.023895026505348707
2012-07-01,6001.0,338.0,0.0,0.0,0.0563239460089985,,0.0563239460089985,0.0563239460089985,-0.02500059890418259
2012-08-01,5044.0,236.0,0.0,0.0,0.046788263283108644,,0.046788263283108644,0.046788263283108644,-4.311572956300358e-07
2012-09-01,6972.0,417.0,0.0,0.0,0.05981067125645439,,0.05981067125645439,0.05981067125645439,0.022558090699235603
2012-10-01,4825.0,263.0,0.0,0.0,0.05450777202072539,,0.05450777202072539,0.05450777202072539,-0.018325307209074743
2012-11-01,5067.0,359.0,0.0,0.0,0.07085060193408328,,0.07085060193408328,0.07085060193408328,0.02164572914908689
2012-12-01,4269.0,268.0,0.0,0.0,0.0627781681892715,,0.0627781681892715,0.0627781681892715,-0.024415263658169678
2013-01-01,4111.0,312.0,0.0,0.0,0.0758939430795427,,0.0758939430795427,0.0758939430795427,0.021188208635082986
2013-02-01,2996.0,184.0,0.0,0.0,0.06141522029372497,,0.06141522029372497,0.06141522029372497,-0.02759449767608893
2013-03-01,,,,,,,,,
2013-04-01,,,,,,,,,
2013-05-01,,,,,,,,,
2013-06-01,,,,,,,,,
2013-07-01,,,,,,,,,
2013-08-01,,,,,,,,,
2013-09-01,51.0,0.0,0.0,0.0,,,0.058823529411764705,,
2013-10-01,257.0,0.0,0.0,0.0,,,0.054474708171206226,,
2013-11-01,243.0,0.0,0.0,0.0,,,0.06584362139917696,,
2013-12-01,145.0,0.0,0.0,0.0,,,0.027586206896551724,,
2014-01-01,195.0,0.0,0.0,0.0,,,0.06666666666666667,,
2014-02-01,195.0,0.0,0.0,0.0,,,0.015384615384615385,,
2014-03-01,121.0,0.0,0.0,0.0,,,0.15702479338842976,,
2014-04-01,285.0,0.0,0.0,0.0,,,0.09473684210526316,,
2014-05-01,241.0,0.0,0.0,0.0,,,0.06639004149377593,,
2014-06-01,274.0,0.0,0.0,0.0,,,0.06569343065693431,,
2014-07-01,293.0,0.0,0.0,0.0,,,0.11604095563139932,,
2014-08-01,179.0,0.0,0.0,0.0,,,0.11173184357541899,,
2014-09-01,205.0,0.0,0.0,0.0,,,0.05365853658536585,,
2014-10-01,424.0,0.0,0.0,0.0,,,0.05188679245283019,,
2014-11-01,213.0,0.0,0.0,0.0,,,0.04225352112676056,,
2014-12-01,271.0,0.0,0.0,0.0,,,0.08487084870848709,,
2015-01-01,157.0,0.0,0.0,0.0,,,0.012738853503184714,,
2015-02-01,164.0,0.0,0.0,0.0,,,0.07926829268292683,,
2015-03-01,97.0,0.0,0.0,0.0,,,0.030927835051546393,,
2015-04-01,450.0,0.0,0.0,0.0,,,0.035555555555555556,,
2015-05-01,252.0,0.0,0.0,0.0,,,0.06349206349206349,,
2015-06-01,478.0,0.0,0.0,0.0,,,0.05439330543933055,,
2015-07-01,415.0,0.0,0.0,0.0,,,0.04096385542168675,,
2015-08-01,159.0,0.0,0.0,0.0,,,0.06918238993710692,,
2015-09-01,474.0,0.0,0.0,0.0,,,0.07383966244725738,,
2015-10-01,475.0,0.0,0.0,0.0,,,0.042105263157894736,,
2015-11-01,226.0,0.0,0.0,0.0,,,0.04424778761061947,,
2015-12-01,366.0,0.0,0.0,0.0,,,0.030054644808743168,,
2016-01-01,301.0,0.0,0.0,0.0,,,0.029900332225913623,,
2016-02-01,478.0,0.0,0.0,0.0,,,0.0502092050209205,,
2016-03-01,531.0,0.0,0.0,0.0,,,0.07156308851224105,,
2016-04-01,744.0,0.0,0.0,0.0,,,0.033602150537634407,,
2016-05-01,169.0,0.0,0.0,0.0,,,0.011834319526627219,,
2016-06-01,429.0,0.0,0.0,0.0,,,0.06060606060606061,,
2016-07-01,302.0,0.0,0.0,0.0,,,0.033112582781456956,,
2016-08-01,381.0,0.0,0.0,0.0,,,0.06561679790026247,,
2016-09-01,465.0,0.0,0.0,0.0,,,0.043010752688172046,,
2016-10-01,207.0,0.0,0.0,0.0,,,0.0821256038647343,,
2016-11-01,491.0,0.0,0.0,0.0,,,0.059063136456211814,,
2016-12-01,379.0,0.0,0.0,0.0,,,0.0870712401055409,,
2017-01-01,235.0,0.0,0.0,0.0,,,0.09361702127659574,,
2017-02-01,520.0,0.0,0.0,0.0,,,0.05961538461538462,,
2017-03-01,423.0,0.0,0.0,0.0,,,0.1016548463356974,,
2017-04-01,396.0,0.0,0.0,0.0,,,0.04292929292929293,,
2017-05-01,591.0,0.0,0.0,0.0,,,0.10152284263959391,,
2017-06-01,595.0,0.0,0.0,0.0,,,0.047058823529411764,,
2017-07-01,532.0,0.0,0.0,0.0,,,0.07330827067669173,,
2017-08-01,360.0,0.0,0.0,0.0,,,0.08333333333333333,,
2017-09-01,376.0,0.0,0.0,0.0,,,0.06648936170212766,,
2017-10-01,275.0,0.0,0.0,0.0,,,0.11636363636363636,,
2017-11-01,505.0,0.0,0.0,0.0,,,0.04356435643564356,,
2017-12-01,358.0,0.0,0.0,0.0,,,0.04189944134078212,,
2018-01-01,134.0,0.0,0.0,0.0,,,0.08208955223880597,,
2018-02-01,281.0,0.0,0.0,0.0,,,0.07829181494661921,,
2018-03-01,433.0,0.0,0.0,0.0,,,0.10161662817551963,,
2018-04-01,165.0,0.0,0.0,0.0,,,0.11515151515151516,,
2018-05-01,656.0,0.0,0.0,0.0,,,0.05030487804878049,,
2018-06-01,551.0,0.0,0.0,0.0,,,0.1088929219600726,,
2018-07-01,213.0,0.0,0.0,0.0,,,0.046948356807511735,,
2018-08-01,610.0,0.0,0.0,0.0,,,0.1,,
2018-09-01,233.0,0.0,0.0,0.0,,,0.03862660944206009,,
2018-10-01,547.0,0.0,0.0,0.0,,,0.054844606946983544,,
2018-11-01,498.0,0.0,0.0,0.0,,,0.07630522088353414,,
2018-12-01,419.0,0.0,0.0,0.0,,,0.059665871121718374,,
2019-01-01,259.0,0.0,0.0,0.0,,,0.07335907335907337,,
2019-02-01,578.0,0.0,0.0,0.0,,,0.04325259515570934,,
2019-03-01,613.0,0.0,0.0,0.0,,,0.052202283849918436,,
2019-04-01,469.0,0.0,0.0,0.0,,,0.06609808102345416,,
2019-05-01,607.0,0.0,0.0,0.0,,,0.06260296540362438,,
2019-06-01,402.0,0.0,0.0,0.0,,,0.04975124378109453,,
2019-07-01,640.0,0.0,0.0,0.0,,,0.0359375,,
2019-08-01,589.0,0.0,0.0,0.0,,,0.035653650254668934,,
2019-09-01,333.0,0.0,0.0,0.0,,,0.05105105105105105,,
2019-10-01,542.0,0.0,0.0,0.0,,,0.07933579335793357,,
2019-11-01,385.0,0.0,0.0,0.0,,,0.04935064935064935,,
2019-12-01,223.0,0.0,0.0,0.0,,,0.03587443946188341,,
2020-01-01,249.0,0.0,0.0,0.0,,,0.060240963855421686,,
2020-02-01,1386.0,0.0,0.0,0.0,,,0.046176046176046176,,
2020-03-01,360.0,0.0,0.0,0.0,,,0.06944444444444445,,
2020-04-01,478.0,0.0,0.0,0.0,,,0.11506276150627615,,
2020-05-01,644.0,0.0,0.0,0.0,,,0.10403726708074534,,
2020-06-01,572.0,0.0,0.0,0.0,,,0.06993006993006994,,
2020-07-01,580.0,0.0,0.0,0.0,,,0.08275862068965517,,
2020-08-01,473.0,0.0,0.0,0.0,,,0.05496828752642706,,
2020-09-01,444.0,0.0,0.0,0.0,,,0.05405405405405406,,
2020-10-01,322.0,0.0,0.0,0.0,,,0.049689440993788817,,
2020-11-01,118.0,0.0,0.0,0.0,,,0.09322033898305085,,
2020-12-01,390.0,0.0,0.0,0.0,,,0.05384615384615385,,
2021-01-01,202.0,0.0,0.0,0.0,,,0.054455445544554455,,
2021-02-01,235.0,0.0,0.0,0.0,,,0.05531914893617021,,
2021-03-01,302.0,0.0,0.0,0.0,,,0.11920529801324503,,
2021-04-01,413.0,0.0,0.0,0.0,,,0.07506053268765134,,
2021-05-01,207.0,0.0,0.0,0.0,,,0.0821256038647343,,
2021-06-01,306.0,0.0,0.0,0.0,,,0.07516339869281045,,
2021-07-01,311.0,0.0,0.0,0.0,,,0.09003215434083602,,
2021-08-01,112.0,0.0,0.0,0.0,,,0.0625,,
2021-09-01,213.0,0.0,0.0,0.0,,,0.051643192488262914,,
2021-10-01,259.0,0.0,0.0,0.0,,,0.08108108108108109,,
2021-11-01,329.0,0.0,0.0,0.0,,,0.0729483282674772,,
2021-12-01,278.0,0.0,0.0,0.0,,,0.03237410071942446,,
2022-01-01,107.0,0.0,0.0,0.0,,,0.1308411214953271,,
2022-02-01,228.0,0.0,0.0,0.0,,,0.07894736842105263,,
