,n_events_total,n_events_kw,gpr_kw_share,gpr_cameo_share_appendix,d2gpr_kw,gpr_kw_z,d2gpr_kw_z,built_from,n_days_sampled
2019-09-01,333.0,69.0,0.2072072072072072,0.05105105105105105,-0.11438659584881995,1.9950589825452991,-1.9806061849751546,gdelt1_raw_pilot,102
2019-10-01,542.0,134.0,0.24723247232472326,0.07933579335793357,0.04673995943832243,2.6880972451035814,0.8093033284370117,gdelt1_raw_pilot,102
2019-11-01,385.0,51.0,0.13246753246753246,0.04935064935064935,-0.15479020497470686,0.7009400260892813,-2.6801954815725826,gdelt1_raw_pilot,102
2019-12-01,223.0,10.0,0.04484304932735426,0.03587443946188341,0.027140456717012595,-0.8162796444048162,0.46993754852020286,gdelt1_raw_pilot,102
2020-01-01,249.0,8.0,0.0321285140562249,0.060240963855421686,0.07490994786904884,-1.0364320758170267,1.297067239081887,gdelt1_raw_pilot,102
2020-02-01,1386.0,40.0,0.02886002886002886,0.046176046176046176,0.009446050074933328,-1.0930259620765799,0.16355854515265733,gdelt1_raw_pilot,102
2020-03-01,360.0,10.0,0.027777777777777776,0.06944444444444445,0.002186234113944953,-1.1117651611173096,0.03785468721882346,gdelt1_raw_pilot,102
2020-04-01,478.0,28.0,0.058577405857740586,0.11506276150627615,0.0318818791622139,-0.5784689875802238,0.5520353725778155,gdelt1_raw_pilot,102
2020-05-01,644.0,72.0,0.11180124223602485,0.10403726708074534,0.022424208298321452,0.3431027991897813,0.38827561323291926,gdelt1_raw_pilot,102
2020-06-01,572.0,60.0,0.1048951048951049,0.06993006993006994,-0.06012997371920421,0.223522893605459,-1.0411516923543274,gdelt1_raw_pilot,102
2020-07-01,580.0,74.0,0.12758620689655173,0.08275862068965517,0.029597239342366785,0.6164197766228178,0.5124767886016811,gdelt1_raw_pilot,102
2020-08-01,473.0,71.0,0.15010570824524314,0.05496828752642706,-0.00017160065275542702,1.0063453909205238,-0.002971268719652781,gdelt1_raw_pilot,102
2020-09-01,444.0,69.0,0.1554054054054054,0.05405405405405406,-0.017219804188529142,1.0981097527849644,-0.2981612524332654,gdelt1_raw_pilot,102
2020-10-01,322.0,23.0,0.07142857142857142,0.049689440993788817,-0.08927653113699624,-0.3559507998078765,-1.5458249144572813,gdelt1_raw_pilot,102
2020-11-01,118.0,1.0,0.00847457627118644,0.09322033898305085,0.021022838819448997,-1.4460004796008339,0.3640108727998834,gdelt1_raw_pilot,102
2020-12-01,390.0,101.0,0.258974358974359,0.05384615384615385,0.3134537778605575,2.891408246265661,5.427458405659452,gdelt1_raw_pilot,102
2021-01-01,202.0,11.0,0.054455445544554455,0.054455445544554455,-0.45501869613297713,-0.6498408124862519,-7.878657784618408,gdelt1_raw_pilot,102
2021-02-01,235.0,22.0,0.09361702127659574,0.05531914893617021,0.24368048916184581,0.028242651163340307,4.219332522401505,gdelt1_raw_pilot,102
2021-03-01,302.0,32.0,0.10596026490066225,0.11920529801324503,-0.026818332107974775,0.24196616031289142,-0.4643599545000411,gdelt1_raw_pilot,102
2021-04-01,413.0,54.0,0.13075060532687652,0.07506053268765134,0.012447096802147756,0.6712113984585646,0.21552172899612204,gdelt1_raw_pilot,102
2021-05-01,207.0,24.0,0.11594202898550725,0.0821256038647343,-0.03959891676758352,0.41480060421518206,-0.6856560323890557,gdelt1_raw_pilot,102
2021-06-01,306.0,30.0,0.09803921568627451,0.07516339869281045,-0.0030942369578634554,0.1048130354288904,-0.0535767745429091,gdelt1_raw_pilot,102
2021-07-01,311.0,50.0,0.1607717041800643,0.09003215434083602,0.08063530179302254,1.1910273229306947,1.396201856288096,gdelt1_raw_pilot,102
2021-08-01,112.0,14.0,0.125,0.0625,-0.09850419267385412,0.5716395527082463,-1.7056020577242528,gdelt1_raw_pilot,102
2021-09-01,213.0,13.0,0.06103286384976526,0.051643192488262914,-0.028195431970170437,-0.5359526835512242,-0.48820446603702194,gdelt1_raw_pilot,102
2021-10-01,259.0,15.0,0.05791505791505792,0.08108108108108109,0.06084933021552741,-0.5899375553975289,1.0536073644131658,gdelt1_raw_pilot,102
2021-11-01,329.0,54.0,0.1641337386018237,0.0729483282674772,0.10933648662147313,1.2492410158937826,1.8931634431376163,gdelt1_raw_pilot,102
2021-12-01,278.0,15.0,0.0539568345323741,0.03237410071942446,-0.2163955847562154,-0.6584742720913122,-3.746893859276406,gdelt1_raw_pilot,102
2022-01-01,107.0,2.0,0.018691588785046728,0.1308411214953271,0.07491165832212224,-1.2690927044654925,1.2970968556109144,gdelt1_raw_pilot,102
2022-02-01,228.0,15.0,0.06578947368421052,0.07894736842105263,0.08236313064649117,-0.45359188954641566,1.4261192472932573,gdelt1_raw_pilot,102
