pub_date,headline,lead_paragraph,abstract,section_name,desk,type_of_material,web_url
1990-09-18 05:00:00,China's Use of Forced Labor Questioned by Import Study,,,Business,,News,https://www.nytimes.com/1990/09/18/business/china-s-use-of-forced-labor-questioned-by-import-study.html
1990-09-23 05:00:00,COMPUTERS;   SELLING SOFTWARE THE HARD WAY,,,Magazine,,News,https://www.nytimes.com/1990/09/23/magazine/computers-selling-software-the-hard-way.html
1990-09-29 05:00:00,Can Choosing Form of Care Become Neglect?,,,New York,,News,https://www.nytimes.com/1990/09/29/nyregion/can-choosing-form-of-care-become-neglect.html
1990-09-29 05:00:00,Japan and North Korea Set Talks on Ties,,,World,,News,https://www.nytimes.com/1990/09/29/world/japan-and-north-korea-set-talks-on-ties.html
1990-10-08 05:00:00,Hong Kong Empire's 'Junk' Tactic,,,Business,,News,https://www.nytimes.com/1990/10/08/business/hong-kong-empire-s-junk-tactic.html
1990-10-16 05:00:00,SINGAPOREAN CITES SIREN SONG OF TV,,,World,,News,https://www.nytimes.com/1990/10/16/world/singaporean-cites-siren-song-of-tv.html
1990-10-19 05:00:00,ON MY MIND;   MacArthur Was Right,,,Opinion,,Op-Ed,https://www.nytimes.com/1990/10/19/opinion/on-my-mind-macarthur-was-right.html
1990-10-19 05:00:00,"ASSAILING BEIJING, HOUSE VOTES A RISE IN CHINA'S TARIFFS",,,World,,News,https://www.nytimes.com/1990/10/19/world/assailing-beijing-house-votes-a-rise-in-china-s-tariffs.html
1990-10-21 05:00:00,CHILDREN'S BOOKS/FOLK TALES,,,Books,,Review,https://www.nytimes.com/1990/10/21/books/children-s-books-folk-tales-640490.html
1990-10-28 05:00:00,Snuffing the Flame of Freedom,,,Books,,Review,https://www.nytimes.com/1990/10/28/books/snuffing-the-flame-of-freedom.html
1990-10-28 05:00:00,MUSIC; Three String Quartets to Fill the Air,,,New York,,News,https://www.nytimes.com/1990/10/28/nyregion/music-three-string-quartets-to-fill-the-air.html
1990-10-30 05:00:00,MIDEAST TENSIONS; U.N. COUNCIL HOLDS THE IRAQIS LIABLE ON KUWAIT DAMAGE,,,World,,News,https://www.nytimes.com/1990/10/30/world/mideast-tensions-un-council-holds-the-iraqis-liable-on-kuwait-damage.html
1990-11-04 05:00:00,"Pastimes: Gardening;
Some Plants Crown Others",,"Of the approximately 5,000 flowering plants that grow in the Northeast, about 20 per cent are aliens. This means that, as far as is known, these plants were not here when the European settlers arrived, but they had some help getting here.

Most of the plants were either brought deliberately to be grown for food, medicine or beauty. Others probably hitchhiked as seeds in loads of hay or on rocks used for ballast.",Archives,,News,https://www.nytimes.com/1990/11/04/archives/pastimes-gardening-some-plants-crown-others.html
1990-11-04 05:00:00,"The Executive Life;
When Politics and Profits Just Don't Mix",,"TIANANMEN Square. The mere mention of Beijing's biggest public plaza brings back horrific memories of the bloody student uprising that was staged there last year and then quashed by the Chinese Government. Relations between the United States and China have since chilled considerably, and Congress has sought to show its disapproval of the Communist Government's violent crackdown through various diplomatic sanctions.

But American executives have not seemed as inclined to back off from China. I.B.M., Exxon and Mobil Oil are just three of the big American corporations with operations in China, and there are scores of trading companies that do business there.",Business,,News,https://www.nytimes.com/1990/11/04/business/the-executive-life-when-politics-and-profits-just-dont-mix.html
1990-11-07 05:00:00,China Hints It Is Ready to Resume Professional Exchange With U.S.,,,World,,News,https://www.nytimes.com/1990/11/07/world/china-hints-it-is-ready-to-resume-professional-exchange-with-us.html
1990-11-08 05:00:00,China's Press Casts a Cold Eye on U.S. Vote,,,World,,News,https://www.nytimes.com/1990/11/08/world/china-s-press-casts-a-cold-eye-on-us-vote.html
1990-11-08 05:00:00,U.S. VIEW PREVAILS AT CLIMATE PARLEY,,,World,,News,https://www.nytimes.com/1990/11/08/world/us-view-prevails-at-climate-parley.html
1990-11-08 05:00:00,Bush Administration Is Split On Taiwan's Joining GATT,,,Business,,News,https://www.nytimes.com/1990/11/08/business/bush-administration-is-split-on-taiwan-s-joining-gatt.html
1990-11-09 05:00:00,"Review/Art; The Yangzhou Eccentrics, Rule-Breakers All",,,Arts,,News,https://www.nytimes.com/1990/11/09/arts/review-art-the-yangzhou-eccentrics-rule-breakers-all.html
1990-11-10 05:00:00,MIDEAST TENSIONS; U.S. Envoy to U.N. on Center Stage,,,World,,News,https://www.nytimes.com/1990/11/10/world/mideast-tensions-us-envoy-to-un-on-center-stage.html
1990-11-11 05:00:00,Denouncing the China Hands,,,Books,,Review,https://www.nytimes.com/1990/11/11/books/denouncing-the-china-hands.html
1990-11-11 05:00:00,"CHILDREN'S BOOKS; Why Were We in Vietnam, Daddy?",,,Books,,Review,https://www.nytimes.com/1990/11/11/books/children-s-books-why-were-we-in-vietnam-daddy.html
1990-11-11 05:00:00,China Gains in Mideast Crisis But Loses Cold War Benefits,,,World,,News,https://www.nytimes.com/1990/11/11/world/china-gains-in-mideast-crisis-but-loses-cold-war-benefits.html
1990-11-16 05:00:00,MIDEAST TENSIONS; U.S. Reported Ready to Ask U.N. to Back a Gulf Assault,,,World,,News,https://www.nytimes.com/1990/11/16/world/mideast-tensions-us-reported-ready-to-ask-un-to-back-a-gulf-assault.html
1990-11-19 05:00:00,MIDEAST TENSIONS; Moscow Holds Off On Backing Move For Use Of Force,,,World,,News,https://www.nytimes.com/1990/11/19/world/mideast-tensions-moscow-holds-off-on-backing-move-for-use-of-force.html
1990-11-25 05:00:00,IN THE NATION; The 'Super' Concept,,,Opinion,,Op-Ed,https://www.nytimes.com/1990/11/25/opinion/in-the-nation-the-super-concept.html
1990-11-26 05:00:00,MIDEAST TENSIONS; U.S. Is Reported To Win Support For Use Of Force,,,World,,News,https://www.nytimes.com/1990/11/26/world/mideast-tensions-us-is-reported-to-win-support-for-use-of-force.html
1990-11-28 05:00:00,MIDEAST TENSIONS; Chinese Official Is Invited to Washington in Response to Gulf Stance,,,World,,News,https://www.nytimes.com/1990/11/28/world/mideast-tensions-chinese-official-invited-washington-response-gulf-stance.html
1990-12-02 05:00:00,"TELEVISION; Peter Pan, Garfield and Bart - All Have Asian Roots",,,Movies,,News,https://www.nytimes.com/1990/12/02/movies/television-peter-pan-garfield-and-bart-all-have-asian-roots.html
1990-12-02 05:00:00,COOKING>,,,Books,,Review,https://www.nytimes.com/1990/12/02/books/cooking.html
1990-12-02 05:00:00,Calhoun County Goes Global,,,Magazine,,News,https://www.nytimes.com/1990/12/02/magazine/calhoun-county-goes-global.html
1990-12-02 05:00:00,ART; Preparations For a Showdown On the Fault Line,,,Arts,,News,https://www.nytimes.com/1990/12/02/arts/art-preparations-for-a-showdown-on-the-fault-line.html
1990-12-02 05:00:00,Notable Books of the Year,,,Books,,Review; List,https://www.nytimes.com/1990/12/02/books/notable-books-of-the-year.html
1990-12-02 05:00:00,MIDEAST TENSIONS; How U.S. Won Support to Use Mideast Forces  The Iraq Resolution: A U.S.-Soviet Collaboration -- A special report,,,World,,Special Report,https://www.nytimes.com/1990/12/02/world/mideast-tensions-us-won-support-use-mideast-forces-iraq-resolution-us-soviet.html
1990-12-02 05:00:00,Scholars' Visits Bridge Differences Between Cultures,,,New York,,News,https://www.nytimes.com/1990/12/02/nyregion/scholars-visits-bridge-differences-between-cultures.html
1990-12-03 05:00:00,U.S. Envoy to China Has Quarrel With Rights Protestors in Seattle,,,World,,News,https://www.nytimes.com/1990/12/03/world/us-envoy-to-china-has-quarrel-with-rights-protestors-in-seattle.html
1990-12-21 05:00:00,Few Chinese Hear About Political Dissidents; Forgetting History,,,Opinion,,Letter,https://www.nytimes.com/1990/12/21/opinion/l-few-chinese-hear-about-political-dissidents-forgetting-history-078490.html
1990-12-23 05:00:00,The World; China Keeps Door Closed On Dissent,,,Week in Review,,News,https://www.nytimes.com/1990/12/23/weekinreview/the-world-china-keeps-door-closed-on-dissent.html
1990-12-26 05:00:00,Chinese Trade Practices Raising Concern in U.S.,,,Business,,News,https://www.nytimes.com/1990/12/26/business/chinese-trade-practices-raising-concern-in-us.html
1991-01-06 05:00:00,Rewarding the Better Mousetrap,,"THE LEVER OF RICHES 
Technological Creativity and Economic Progress.
By Joel Mokyr.
Illustrated. 349 pp. New York:
Oxford University Press. $24.95.",Books,,Review,https://www.nytimes.com/1991/01/06/books/rewarding-the-better-mousetrap.html
1991-01-06 05:00:00,"ART;
Prints Tell the Story of the Mexican Revolution",,"MEXICO has been on the minds of New York museum- and gallery-goers for several months. Its rich and vivid art certainly represents a contrast to the spare and heady work that has come to exemplify New York art. At the Bronx Museum is another contrast: In place of splendors from Mexico we have crisp documentary history. 

The Mexican Revolution, which was a long-term and lurching struggle with many phases going back to the mid-19th century, is the subject of the exhibition. The issues surrounding the conflict were basic and raw, the poor against the rich, and the story is told in a fitting and direct way through prints, the great majority of them wood or linoleum block prints made by the members of ""El Taller de Graffica Popular.""",New York,,Review,https://www.nytimes.com/1991/01/06/nyregion/art-prints-tell-the-story-of-the-mexican-revolution.html
1991-01-07 05:00:00,BUSH MAY CALL OFF FEBRUARY MEETING WITH SOVIET CHIEF,,,World,,News,https://www.nytimes.com/1991/01/07/world/bush-may-call-off-february-meeting-with-soviet-chief.html
1991-01-09 05:00:00,Savoring the Tastes of China in Streets and Kitchens,,,Home & Garden,,News,https://www.nytimes.com/1991/01/09/garden/savoring-the-tastes-of-china-in-streets-and-kitchens.html
1991-01-14 05:00:00,"SOVIET CRACKDOWN; For Lithuanian-Americans, the News About Home Seems Terrible Indeed",,,World,,News,https://www.nytimes.com/1991/01/14/world/soviet-crackdown-for-lithuanian-americans-about-home-seems-terrible-indeed.html
1991-01-16 05:00:00,"Keye Luke, Actor, Is Dead at 86; 'No. 1 Son' and 'Kung Fu' Master",,,Obituaries,,Obituary,https://www.nytimes.com/1991/01/16/obituaries/keye-luke-actor-is-dead-at-86-no-1-son-and-kung-fu-master.html
1991-01-20 05:00:00,NEWS SUMMARY,,,New York,,Summary,https://www.nytimes.com/1991/01/20/nyregion/news-summary-369991.html
1991-01-20 05:00:00,Dropping By Mao's Home,,,Travel,,News,https://www.nytimes.com/1991/01/20/travel/dropping-by-mao-s-home.html
1991-01-22 05:00:00,Mongolian President in U.S. to Sign Trade Agreement,,,Business,,News,https://www.nytimes.com/1991/01/22/business/mongolian-president-in-us-to-sign-trade-agreement.html
1991-01-29 05:00:00,U.S. Assails Sentences of Chinese Protesters,,,World,,News,https://www.nytimes.com/1991/01/29/world/us-assails-sentences-of-chinese-protesters.html
1991-02-01T05:00:00Z,WAR IN THE GULF: China; Beijing Backs Away From Full Support of the War,,,World,,News,https://www.nytimes.com/1991/02/01/world/war-in-the-gulf-china-beijing-backs-away-from-full-support-of-the-war.html
1991-02-03T05:00:00Z,L.I. Sends China Moving AIDS Message,,"THE memory of a 9-year-old Long Islander who died of AIDS last year lives on, in China. It is in the panel of an AIDS quilt delivered in November to China by John Quinlan, a Cornell Cooperative Extension agent and an AIDS education specialist in Riverhead. 

Mr. Quinlan was among 140 experts in the first United States delegation to China on AIDS organized by People to People, a citizen exchange established in the 1950's.",New York,,News,https://www.nytimes.com/1991/02/03/nyregion/li-sends-china-moving-aids-message.html
1991-02-10T05:00:00Z,"Ike, Winston and the Russians",,,Books,,Review,https://www.nytimes.com/1991/02/10/books/ike-winston-and-the-russians.html
1991-02-13T05:00:00Z,CHINA SENTENCES 2 OF ITS DISSIDENTS TO 13-YEAR TERMS,,,World,,News,https://www.nytimes.com/1991/02/13/world/china-sentences-2-of-its-dissidents-to-13-year-terms.html
1991-02-20T05:00:00Z,WAR IN THE GULF: China; BEIJING SKEPTICAL OF U.S. GULF ROLE,,,World,,News,https://www.nytimes.com/1991/02/20/world/war-in-the-gulf-china-beijing-skeptical-of-us-gulf-role.html
1991-02-20T05:00:00Z,Taipei Journal; Kidnapper of Chiang Kai-shek Ends Long Silence,,,World,,News,https://www.nytimes.com/1991/02/20/world/taipei-journal-kidnapper-of-chiang-kai-shek-ends-long-silence.html
1991-02-24T05:00:00Z,Thai Military Overthrows Government,,,World,,News,https://www.nytimes.com/1991/02/24/world/thai-military-overthrows-government.html
1991-02-24T05:00:00Z,Monument Maker,,,Magazine,,News,https://www.nytimes.com/1991/02/24/magazine/monument-maker.html
1991-03-12T05:00:00Z,U.S.-Taiwan Trade Talks,,,Business,,News,https://www.nytimes.com/1991/03/12/business/us-taiwan-trade-talks.html
1991-03-18T05:00:00Z,Closing the Door on China Won't Help Anyone,,,Opinion,,Letter,https://www.nytimes.com/1991/03/18/opinion/l-closing-the-door-on-china-won-t-help-anyone-628091.html
1991-03-24T05:00:00Z,ENERGY; Hunting Elephants Around The World,,,Magazine,,News,https://www.nytimes.com/1991/03/24/magazine/energy-hunting-elephants-around-the-world.html
1991-03-27T05:00:00Z,Court Lets Japanese Concern Buy U.S. Company,,,Business,,News,https://www.nytimes.com/1991/03/27/business/court-lets-japanese-concern-buy-us-company.html
1991-03-30T05:00:00Z,"Manboxinzhai Journal; The 'Barefoot Doctors': Shod, but Still Footsore",,,World,,News,https://www.nytimes.com/1991/03/30/world/manboxinzhai-journal-the-barefoot-doctors-shod-but-still-footsore.html
