h,coef,se,n
0,-0.02602382747039711,0.04808882839614288,315
1,-0.07212555173919388,0.06300354132782393,315
2,-0.12201438544165333,0.08065593527052786,315
3,-0.22916820648875813,0.10950125045877651,315
4,-0.1315953445750604,0.0896422242222518,315
5,-0.24136681256195747,0.1353008557344334,310
6,-0.2682178288462085,0.13870898524317574,310
7,-0.18135998756830984,0.1252167665168899,310
8,-0.11152763352106909,0.148855777303396,310
9,-0.005371678192708451,0.11736238079621751,310
10,-0.2268521439204636,0.14179506218128507,310
11,0.05005718562806272,0.1325035412382043,305
12,-0.1579166630470823,0.1703869274638363,305
13,-0.14794778198100822,0.16272224814165467,305
14,-0.08486849621178794,0.17624003115507178,305
15,-0.1303264211356675,0.1639478472976198,305
16,-0.10826248333721233,0.16685429965474974,305
17,0.04178355437377892,0.19352868548730578,300
18,0.19086181455723028,0.18099024038103667,300
19,0.31385743794447873,0.19579601873948582,300
20,0.1002043535933056,0.16382662952265498,300
21,0.12745105337556445,0.16676337296996105,300
22,0.24193673468516574,0.17092624757461156,300
23,0.2722567608098272,0.1931172739668048,295
24,0.38484466896659786,0.1793964486957777,295
25,0.26007418493986845,0.16946351289143177,295
26,0.28824065346435246,0.1438033815907142,295
27,0.394634319688137,0.12812177209426726,295
28,0.4436907457843031,0.11662623974394454,295
29,0.20414552912892914,0.140502934561959,290
30,0.23213582552062761,0.09381062404169185,290
31,0.22783570898574024,0.11138308120014725,290
32,0.3860605210838497,0.10266391322387632,290
33,0.4242591083533751,0.12757953731632313,290
34,0.3681172360012126,0.13537223345533625,290
35,0.24448128973366245,0.10767931955179781,285
36,0.0663282676707253,0.10808225409140369,285
37,0.25766991827257213,0.11103158403870665,285
38,0.08849282961340976,0.11283689877704194,285
39,0.1296526623339329,0.12450471305976621,285
40,0.06426088490263615,0.13050750427588817,285
41,-0.027736244678552513,0.10156815767184185,280
42,0.060817986306934135,0.13869148041780768,280
43,0.023925201391393314,0.12886232346521895,280
44,0.057877585157562916,0.14212974013365282,280
45,0.052188513948159265,0.1367225785178906,280
46,0.08881232635603198,0.17060952931825019,280
47,-0.06990622365412952,0.13058632903807152,275
48,-0.13197542559237518,0.17257750613379752,275
